sample_id,canny_edge_density,canny_f1,canny_f1_strict,canny_precision,canny_recall,canny_tol_px,maniqa,musiq,niqe,qalign
00000,0.3322715759277344,0.8855495525661533,0.3159101562005143,0.8058562850877696,0.9827348066298343,4,0.4271523654460907,74.50275421142578,3.3756412727421305,4.5703125
00001,0.051306724548339844,0.8094298330856315,0.21830359676839536,0.8026636182828677,0.8163110920198549,4,0.38873225450515747,74.93359375,3.361548124720307,4.58203125
00002,0.08535289764404297,0.6688326361399687,0.21385844099532364,0.7195024525413691,0.6248299782372143,4,0.4220038652420044,75.04492950439453,2.8922281659161357,4.93359375
00003,0.18249130249023438,0.795058533739112,0.2787362644078569,0.6744026840025921,0.9682937687643492,4,0.507118284702301,76.50360870361328,2.681218794900502,4.9140625
00004,0.17030882835388184,0.7559619073907388,0.26441037109183463,0.6169205419926729,0.9759128509358289,4,0.49551960825920105,76.38629150390625,2.6269489331211995,4.95703125
00005,0.01618480682373047,0.6382470096415763,0.15079915373264352,0.6188203405809911,0.6589329361442102,4,0.27365589141845703,71.53063201904297,3.609517497242952,4.82421875
00006,0.16913080215454102,0.7783353172752991,0.24453625065834933,0.6567623268573104,0.9551410673648665,4,0.5232772827148438,75.99252319335938,1.7223587389007333,4.75390625
00007,0.024486780166625977,0.572589510229483,0.13117393890460716,0.6972299303831362,0.48575367647058826,4,0.324034184217453,73.71987915039062,3.0253948733024996,4.94921875
00008,0.24707865715026855,0.9301141456021969,0.2886853210214426,0.9100714738551591,0.9510595042955626,4,0.4056124687194824,76.04721069335938,2.669724145509732,4.6328125
00009,0.11878442764282227,0.6623380464307022,0.2165569301103441,0.507759655411888,0.9522264404363796,4,0.5080827474594116,77.68374633789062,2.5959955742808716,4.83203125
00010,0.016208171844482422,0.5818416993259334,0.17008320056647194,0.510841104998382,0.675764622418414,4,0.3133312463760376,72.24373626708984,3.8679505311943645,4.79296875
00011,0.25316572189331055,0.7935933930735682,0.26175869949680497,0.6880201986337104,0.9374385652349441,4,0.48872140049934387,76.65733337402344,2.0340156913127814,4.78125
00012,0.006889820098876953,0.2109859738253356,0.03450787394875041,0.8130320437400512,0.12122182927178489,4,0.27262040972709656,71.38829803466797,5.046633582222109,4.578125
00013,0.05961775779724121,0.48434829552957936,0.14039612841513274,0.4442702605426806,0.5323742760080196,4,0.3613183796405792,72.88855743408203,2.5325433517367184,4.80859375
00014,0.097930908203125,0.6331369124617311,0.19968687895734158,0.4838369624493612,0.9156985001704352,4,0.4938042163848877,76.60081481933594,2.2159565592872745,4.484375
00015,0.13865399360656738,0.8329271388805115,0.2668551716997462,0.851760016644972,0.8149090559235178,4,0.4349779486656189,74.6804428100586,1.5966796134375043,4.20703125
00016,0.21586990356445312,0.8206954557404336,0.27244926164686484,0.7216784622453127,0.9512042485289718,4,0.46586546301841736,73.96515655517578,2.3573412893814196,4.65234375
00017,0.15238070487976074,0.6075481884833995,0.19810998891903397,0.4581376900823149,0.9015750189341093,4,0.44104433059692383,74.80036163330078,2.119393545234055,4.8515625
00018,0.08874702453613281,0.67156378791767,0.18692629431744814,0.5797835758344259,0.7978667428988101,4,0.4833366572856903,72.83953094482422,3.816842122950269,4.421875
00019,0.11702823638916016,0.6934866578786573,0.18749286773935867,0.5937125650909032,0.8335688868000537,4,0.4008009731769562,76.7913589477539,3.393309609733537,4.46875
00020,0.15114045143127441,0.8302642932737945,0.27113551990487383,0.739439274745279,0.9465256444503807,4,0.469533234834671,76.16080474853516,1.9754123504681098,4.9296875
00021,0.15641522407531738,0.8763715766499505,0.30047549968397097,0.7922134339756087,0.9805354817708334,4,0.5110657811164856,76.38286590576172,2.9367566924328488,4.671875
