sample_id,canny_edge_density,canny_f1,canny_f1_strict,canny_precision,canny_recall,canny_tol_px
00000,0.28516602516174316,0.8283045707007398,0.30229838863831965,0.7594762192608645,0.9108514672419772,1
00001,0.037238121032714844,0.6217432074793716,0.22957329785755415,0.601365021640587,0.6435509281457634,1
00002,0.05808830261230469,0.7057014127604875,0.2548817758498543,0.6375882449515679,0.7901081948650291,1
00003,0.13572001457214355,0.7943348732693118,0.28823852114271364,0.7714101512338143,0.8186638788349984,1
00004,0.15863537788391113,0.6981314925423784,0.2501525217079047,0.5715314150879592,0.896776752054375,1
00005,0.008283615112304688,0.6786271972462093,0.30019995255363136,0.5804743265024177,0.8167284713638236,1
00006,0.10796022415161133,0.6835987557443253,0.2550576483634013,0.596729811977439,0.8000687685936823,1
00007,0.022115468978881836,0.6528965585377144,0.2708754082828434,0.5677077156933559,0.7681656297566094,1
00008,0.3226044178009033,0.9147835958655243,0.34092809248400746,0.9122837097895871,0.9172972202169283,1
00009,0.07593631744384766,0.6634663466705152,0.23472895841958952,0.5766153846153846,0.7811202387158239,1
00010,0.008603572845458984,0.6715847098400092,0.32889326854463286,0.5526519980047664,0.8557438960126471,1
00011,0.2134706974029541,0.7533952965980625,0.27021456522443543,0.6747535351662626,0.8527866117665783,1
00012,0.018481969833374023,0.48242350382835214,0.19046460080837932,0.35949896154491157,0.7330917230720034,1
00013,0.06441211700439453,0.5719669750371277,0.20289313678746798,0.43862616780918257,0.821787464345791,1
00014,0.05607891082763672,0.4436674341833765,0.17198182756577313,0.30192762274033635,0.8362399898309394,1
00015,0.1295485496520996,0.7981166795722451,0.2981304483735874,0.7234920845249795,0.8899060433165857,1
00016,0.1800551414489746,0.765555613885472,0.275565450952197,0.7121341726628231,0.8276419867121162,1
00017,0.08664488792419434,0.6077365972245372,0.2166693251452194,0.5138423015010387,0.7436177039252116,1
00018,0.09996628761291504,0.5439714819939904,0.18957012268758264,0.48010799233941265,0.6274318445660633,1
00019,0.06809377670288086,0.5677390581890441,0.2236957937452404,0.47488848273495654,0.7057224814462008,1
00020,0.14192414283752441,0.7757057614412421,0.28005623017944786,0.7310981684034048,0.8261104839023631,1
00021,0.1333456039428711,0.8544372723144095,0.31943630719596233,0.8735579983264556,0.8361356588302185,1
00022,0.13885760307312012,0.7150641521892992,0.2706406972805271,0.6828888877442219,0.7504213006615217,1
00023,0.12200546264648438,0.6897950260610735,0.2556250356292454,0.622232904980771,0.7738160641687727,1
00024,0.09387564659118652,0.861328089688044,0.3301384758486067,0.8318547885295738,0.8929666339256481,1
00025,0.06180238723754883,0.6730567562698619,0.3002009678823146,0.596764113603222,0.7717159171803766,1
00026,0.13492989540100098,0.8070363019935758,0.2966609194405628,0.7817760634134188,0.8339834310053166,1
00027,0.10562729835510254,0.6838568151626844,0.24225431943529205,0.576828362672758,0.839651090693873,1
00028,0.013486146926879883,0.5063099431500648,0.22665545006609783,0.373640944046672,0.785062863576656,1
00029,0.10510110855102539,0.7376938253206531,0.2733906133150278,0.6784082608557571,0.8083334498916008,1
00030,0.09677243232727051,0.7129108535679272,0.250162282200205,0.6274362947870498,0.825346357055434,1
00031,0.020755290985107422,0.6543321564109387,0.23692205251987183,0.5548050635237898,0.797373949579832,1
00032,0.005308866500854492,0.6137627396489885,0.2629615613342704,0.5151120492208201,0.7591498607998913,1
00033,0.08990931510925293,0.7193388183344096,0.2935717317598478,0.7217712744658678,0.7169227024745669,1
00034,0.09054899215698242,0.6595324533482172,0.23652330103992492,0.6243555649174544,0.6989098111070591,1
00035,0.061659812927246094,0.888342790747294,0.3310343000626321,0.8975639935039826,0.8793091309293976,1
00036,0.13181591033935547,0.7299282365632703,0.2718772232950503,0.7075980870936702,0.7537136870850794,1
00037,0.2730991840362549,0.9112374491874882,0.3453230665464699,0.9132881870268826,0.9091959003502691,1
00038,0.2171764373779297,0.6611908082019141,0.23028671758010388,0.5653768124851796,0.7961063743470138,1
00039,0.05630064010620117,0.6410912142553583,0.24320096298295435,0.5727316614579363,0.7279808498167696,1
00040,0.12000179290771484,0.5440415752591041,0.19832195594542013,0.416876604334385,0.7828412060693529,1
00041,0.12334442138671875,0.7577908163928424,0.28794075416918585,0.742795895960908,0.7734036190379644,1
00042,0.11017870903015137,0.7714621123227396,0.28508408629317955,0.7118126559379213,0.8420231247396753,1
00043,0.0399935245513916,0.6550251429399989,0.2332430008900889,0.5983427225848759,0.7235707061693141,1
00044,0.2374889850616455,0.8485901473760761,0.31302263368765076,0.8301176286340441,0.8679035113213031,1
00045,0.08220028877258301,0.6085618920160935,0.21026200951015922,0.5081517404205086,0.7584259076264058,1
00046,0.128525972366333,0.7498926668742765,0.2787636785073641,0.7079767825375596,0.797084168994517,1
00047,0.0028696060180664062,0.6913245782660997,0.37643207855973815,0.5470255898969757,0.9390296886314266,1
00048,0.2539098262786865,0.8063284028949519,0.291969935865481,0.7579689664076622,0.861279168835302,1
