sample_id,canny_f1,depth_mse,depth_rmse,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00000,0.6734201820458666,4.322295242079208,2.079013045192167,0.020431578159332275,0.03376157581806183,0.32249900698661804,68.11214447021484,3.5631911245985712,32.273555755615234,3.921875,0.9370476195766757
00001,0.7253717472118959,16.58617160978705,4.072612381480351,0.0097808837890625,0.013657818548381329,0.4645541310310364,68.24281311035156,3.902540221843694,36.75929260253906,4.80859375,0.9555986191722465
00002,0.6349927648447615,2.7991700851553474,1.6730720501984806,0.02332860231399536,0.03914539888501167,0.5944482684135437,74.7243423461914,3.0400613196206216,24.149810791015625,4.8203125,0.8349067861071772
00003,0.6304211187932118,25.407175555471493,5.040553100153939,0.009765684604644775,0.01146620325744152,0.5659215450286865,72.98988342285156,5.2108534087769875,37.347747802734375,4.921875,0.9609671551765255
00004,0.6610897205063572,1.6996927439554048,1.303722648401647,0.0163271427154541,0.01499601174145937,0.38223713636398315,74.89315795898438,2.5051356692659628,32.29058837890625,3.8984375,0.9411923850638672
00005,0.7524545868000749,3.7156712998948036,1.9276076623355707,0.008352696895599365,0.014194587245583534,0.5343809127807617,73.80889892578125,2.396924748990186,31.02694320678711,4.5546875,0.951628933493572
00006,0.7631022588182931,24.336103809799873,4.9331636714992415,0.00545424222946167,0.002953777788206935,0.34466326236724854,67.44152069091797,5.329242070387957,43.59090805053711,3.015625,0.9905494000413178
00007,0.5983471423740278,83.99511541240635,9.164884909937841,0.03108680248260498,0.06097288429737091,0.4667373597621918,76.08370971679688,3.1082774308488466,25.49923324584961,4.15625,0.8027458414541542
00008,0.6928948228374026,5.274696468041818,2.296670735661039,0.026921868324279785,0.02557174675166607,0.5782135725021362,75.64275360107422,2.8102456009163665,27.36147117614746,4.71875,0.8633869248313467
00009,0.6512656248314836,3.923792791456857,1.9808565802341311,0.0343775749206543,0.04092042148113251,0.6379052996635437,77.20307159423828,2.290759183880075,22.27259063720703,4.91796875,0.8571231721598962
00010,0.7667556134070941,1.594990705503101,1.2629294142995882,0.013492822647094727,0.01357150636613369,0.4889875054359436,74.52391815185547,1.9182797640944012,28.539691925048828,4.0234375,0.9419287242072788
00011,0.8462857004900896,2.31310021830097,1.5208879703321248,0.008992552757263184,0.006514143198728561,0.6793652772903442,75.9745101928711,3.2199305663836224,33.71097183227539,4.82421875,0.9674098821325616
00012,0.7353774985825241,3.5602523483611264,1.886863097408269,0.013241350650787354,0.026896292343735695,0.33984827995300293,73.78722381591797,2.429196281755767,27.155963897705078,4.29296875,0.9042370862650826
00013,0.6967365573216098,4.053735882131035,2.013389153177059,0.015646934509277344,0.029290281236171722,0.587631344795227,75.09902954101562,2.45324613248185,27.212541580200195,4.89453125,0.8765033773493753
00014,0.6486315289397978,7.966196265180655,2.8224450863002906,0.014315247535705566,0.017257317900657654,0.5239712595939636,75.2641372680664,3.2536832893178995,31.35074234008789,4.87890625,0.9477366933104624
00015,0.8266358089627603,47.83544710679755,6.916317452719876,0.006160557270050049,0.00779348611831665,0.5702875256538391,71.3724365234375,4.182840783860073,35.944122314453125,4.75,0.9728550972739513
00016,0.6399914008545401,0.20475167736938252,0.4524949473412742,0.014573454856872559,0.02510644681751728,0.4302339255809784,73.94430541992188,2.8819065646702,28.89300537109375,4.55078125,0.8598647058213896
00017,0.7845900439238653,17.48592289669775,4.181617258513475,0.011390984058380127,0.010353985242545605,0.3058958053588867,74.70565795898438,4.464984419932977,37.55748748779297,3.919921875,0.9628743109739311
00018,0.613345440049608,2.880543143413883,1.6972162924665444,0.01375812292098999,0.019939877092838287,0.6722198724746704,76.64593505859375,4.254191143087331,27.06240463256836,4.9375,0.8654295720134139
00019,0.7306433163728159,5.1748156314373155,2.2748221098444854,0.011982738971710205,0.011248551309108734,0.5818599462509155,75.47897338867188,3.7647841622677904,35.33802032470703,4.9765625,0.9514661094866047
00020,0.7208976157082749,3.165007086134371,1.7790466790206407,0.00743710994720459,0.010204346850514412,0.5485334396362305,74.70478820800781,4.484723419669443,37.17279052734375,4.68359375,0.9555203796722551
00021,0.7957963568425969,9.240853285672022,3.0398771826624875,0.009328663349151611,0.011301314458251,0.4266316890716553,67.4639892578125,3.566961055837042,33.85529327392578,4.828125,0.9566653211406249
00022,0.6037712442624984,127.35019336454909,11.284954291646425,0.025888919830322266,0.04660835117101669,0.593410313129425,76.39421081542969,2.0100576756341706,25.068510055541992,4.9140625,0.8025499712638416
00023,0.846257960016863,0.8925628241877589,0.9447554308855594,0.01012963056564331,0.007945362478494644,0.5979853868484497,73.8572998046875,2.350784424621898,35.1945686340332,4.92578125,0.9583447024110237
00024,0.7980921300364001,5.77916634045833,2.40398967145417,0.006539821624755859,0.007792963646352291,0.45675626397132874,75.1417007446289,3.121835025070504,33.329463958740234,4.73828125,0.9724067438456467
00025,0.6403507403304574,5.588038185597914,2.363903167559516,0.024529695510864258,0.03427228331565857,0.34416720271110535,65.65045928955078,3.693954397681177,29.565399169921875,3.90625,0.866906930638706
00026,0.8177909047474264,1.5011476916198037,1.2252133249437844,0.010184764862060547,0.007541149388998747,0.5633852481842041,75.42160034179688,3.499816971083017,33.543006896972656,4.94140625,0.900768311560831
00027,0.7773232984293194,3.24776989440074,1.8021570115838244,0.011183857917785645,0.0156463161110878,0.5170769691467285,74.58038330078125,5.029405350677358,32.25218963623047,4.93359375,0.8993740361159089
00028,0.8826916337055024,1.0098670837495591,1.0049214316301345,0.01288151741027832,0.00938916765153408,0.6453050374984741,74.30345916748047,3.602476766552161,37.6232795715332,4.953125,0.9574334884653007
00029,0.8534182287235502,1.9669565959714188,1.4024822979173102,0.006604492664337158,0.006022012326866388,0.5825910568237305,74.94056701660156,4.552310935300022,33.10207748413086,4.92578125,0.9716108367110212
