sample_id,canny_f1,canny_f1_strict,maniqa,musiq,niqe,qalign
00000,0.7437607285056373,0.23206937329221414,0.4319678544998169,71.88703155517578,2.916889605363404,4.0625
00001,0.60475630206903,0.18338329322468816,0.32385528087615967,66.12032318115234,3.549342774011798,4.90234375
00002,0.8715123234449068,0.3034746692180244,0.47483572363853455,74.53529357910156,2.200045082985689,4.89453125
00003,0.5875523473654862,0.17968452335593996,0.3205622434616089,70.58857727050781,2.8435888562649922,4.765625
00004,0.7120863680610743,0.23772711358375226,0.41198378801345825,73.59479522705078,2.733880238296376,4.16015625
00005,0.7310899347737371,0.21327181786039223,0.37911415100097656,69.721923828125,2.41363045583859,3.724609375
00006,0.39060486528716304,0.11734091973876574,0.25853514671325684,65.94417572021484,2.8540370027378286,3.681640625
00007,0.7893615731008126,0.28047698062448095,0.43605512380599976,74.75639343261719,4.193962920198394,4.49609375
00008,0.7850636332763203,0.2671182768249897,0.5088509917259216,75.38622283935547,2.855362248881959,4.91796875
00009,0.8300145788315137,0.2657510443772267,0.49319490790367126,77.8946533203125,2.022805872476526,4.8828125
00010,0.7790291866956242,0.22438890108967036,0.3285647928714752,69.5228042602539,2.6934802129667696,4.89453125
00011,0.6650974201230198,0.17579435639737148,0.44332355260849,75.58329010009766,2.848483014774807,4.37890625
00012,0.7916982792489186,0.26050865769442944,0.40982407331466675,74.86846160888672,3.244398666032783,4.4765625
00013,0.7916863732760994,0.2367354531615659,0.5465606451034546,72.99205017089844,1.8921708893307627,4.6796875
00014,0.5607157634199506,0.1982962380252494,0.46294376254081726,70.92938232421875,4.43768855614303,3.833984375
00015,0.7136524821185666,0.1971287216646727,0.3690440058708191,70.37783813476562,2.9333744519001494,4.04296875
00016,0.6506780239996854,0.21663006004939167,0.41884365677833557,70.45289611816406,3.3064913628577974,4.1640625
00017,0.3495078685019229,0.11255750799132848,0.37348073720932007,67.3334732055664,4.308564377504833,2.6953125
00018,0.8830735572815684,0.28977883383866304,0.461550772190094,77.29424285888672,2.933136074977734,4.93359375
00019,0.5727959854885512,0.16175215748321406,0.41744497418403625,75.67688751220703,2.7257041510633906,4.98828125
00020,0.4687892339600061,0.1355338875002266,0.4756457209587097,76.22191619873047,2.9178367980364825,4.984375
00021,0.7216596018316896,0.21424432417397754,0.41148748993873596,73.87651824951172,1.5854934417740816,4.8828125
00022,0.7433681042176598,0.24758989231719433,0.47216007113456726,77.14552307128906,2.1526385805868142,4.6328125
00023,0.638315990010263,0.19509782145081264,0.5249592661857605,71.75021362304688,2.219409928360942,4.95703125
00024,0.7696704633877542,0.21815112957673333,0.42939266562461853,75.07258605957031,2.683238223260552,4.78515625
00025,0.5826829435431209,0.19011657444149996,0.46579885482788086,76.07911682128906,2.826904360965604,4.796875
00026,0.4119327626281043,0.07076653193355578,0.33805540204048157,72.93057250976562,4.105668560007742,4.82421875
00027,0.6799359235893015,0.2056035368846167,0.48423731327056885,74.51499938964844,4.144010719451456,4.80859375
00028,0.48203173974934116,0.15997626384889782,0.5414664149284363,74.54962158203125,3.148811801962002,4.94140625
00029,0.7212936265235228,0.19859877248893515,0.40471336245536804,74.47982025146484,3.4142000635260468,4.84375
00030,0.3701938336577359,0.11926586099523939,0.30914121866226196,72.67344665527344,4.187013415856502,2.68359375
00031,0.47295851973397574,0.15015794800494803,0.4451031982898712,72.80926513671875,4.145469649999748,4.609375
00032,0.6740537866425019,0.19281660238146073,0.3597545325756073,69.76244354248047,1.9839892026148773,4.84375
00033,0.31050553413654325,0.09802638805587122,0.423728346824646,74.70196533203125,3.3704343391371814,4.1953125
00034,0.7732551667982895,0.22206031242206972,0.3771846294403076,69.54817199707031,2.7819967716438128,4.9453125
00035,0.7847623451946755,0.2500773186311097,0.46539464592933655,74.35717010498047,3.6066614725958033,4.0625
00036,0.7569967361633665,0.2570559205397572,0.5168567299842834,77.06122589111328,2.4299538910870635,4.921875
00037,0.6353048138734508,0.20698478497175948,0.4305536150932312,76.2624282836914,3.044506323610127,4.20703125
00038,0.6311715768087627,0.18269802121234321,0.2973611056804657,69.03276062011719,3.287393203611678,4.08203125
00039,0.8288371830629618,0.27521553232604495,0.4392808675765991,72.98223876953125,2.410953248229585,4.54296875
00040,0.8101293435901067,0.23663235920166278,0.4586479067802429,69.09736633300781,2.3999952663007598,3.927734375
00041,0.6269151293962472,0.15918308676180035,0.36164823174476624,69.6650161743164,2.5437048935295383,4.83984375
00042,0.5790776383398675,0.18650016909909206,0.45657217502593994,76.55194854736328,2.2541875341958457,4.51953125
00043,0.33479397658243376,0.10397405754363592,0.37613680958747864,67.37291717529297,3.2365006074833484,4.3046875
00044,0.6504004011794334,0.20068706960109178,0.39959749579429626,74.15637969970703,4.188681965819847,4.71875
00045,0.9380213836933781,0.31630536885683136,0.49407315254211426,75.21511840820312,2.07782922829211,4.80078125
00046,0.6400240112428681,0.19429086972212198,0.41242021322250366,74.88909149169922,3.763554714745902,4.95703125
