sample_id,depth_mse,depth_rmse,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00000,357.46090882599754,18.906636634420135,0.29602015018463135,0.659870982170105,0.4069712460041046,59.81767272949219,3.351944121172002,13.064078330993652,3.14453125,0.43263477547056856
00001,402.71238325292614,20.067695015943563,0.3014599680900574,0.6574363708496094,0.39146530628204346,55.36465835571289,6.466133711141871,15.196741104125977,3.658203125,0.35312394106611755
00002,912.9672400743177,30.2153477569648,0.27513450384140015,0.7318739295005798,0.4790305495262146,75.97427368164062,3.741818216925123,9.497167587280273,4.39453125,0.341563095659289
00003,438.94166682528703,20.950934748246606,0.3656310439109802,0.6301945447921753,0.468384325504303,75.9409408569336,4.787506860271978,8.31511116027832,4.76171875,0.3202777504149681
00004,468.8766161577123,21.65355897208845,0.3815307021141052,0.8874209523200989,0.3558292090892792,66.18297576904297,4.168870145035594,9.146417617797852,3.33203125,0.5746297627978162
00005,378.54831225399715,19.456318054914632,0.24758416414260864,0.6319308876991272,0.5448353886604309,75.50089263916016,2.933036483410392,9.587573051452637,4.80859375,0.23825146655704582
00006,2083.095908059108,45.640945521090025,0.28906309604644775,0.4510672688484192,0.3936411142349243,64.14900970458984,7.744279998709208,11.957491874694824,3.1796875,0.5307174884900638
00007,603.5874582756742,24.568016978903163,0.2761317491531372,0.7542537450790405,0.567878782749176,74.62340545654297,3.8665681616810437,10.491256713867188,4.7421875,0.2559292132089434
00008,118.08679232623824,10.866774697500553,0.21337008476257324,0.49451810121536255,0.4347116947174072,74.64112091064453,2.431655130896997,11.573110580444336,4.42578125,0.3597094830352447
00009,312.11995542934187,17.666916975786744,0.2852747440338135,0.6198753118515015,0.44132891297340393,76.46968841552734,3.163028257000054,9.789785385131836,4.2421875,0.28834914383774335
00010,276.5519726874283,16.629851854043327,0.3220285177230835,0.6654095649719238,0.5312114357948303,71.43682861328125,3.2305299999553037,7.218484401702881,4.66796875,0.24125102699879025
00011,590.8154149649037,24.30669485892526,0.2566632628440857,0.6817178726196289,0.43866193294525146,75.59420776367188,3.978772681196136,7.5304155349731445,4.1953125,0.3653016725328612
00012,399.2422185654556,19.981046483241453,0.20871829986572266,0.5695720314979553,0.46539777517318726,73.13473510742188,3.6008505765058816,10.717660903930664,4.41796875,0.18668099917846448
00013,324.7487532610853,18.02078669928384,0.22647595405578613,0.5548663139343262,0.6141003370285034,75.23136138916016,4.402580431831781,12.192587852478027,4.8828125,0.32713203504012034
00014,1067.9319376328447,32.67922792283876,0.2609206438064575,0.45653820037841797,0.5021832585334778,73.63896942138672,3.29632417034525,10.459662437438965,4.875,0.6119878027047058
00015,585.2276881452765,24.191479660105053,0.21476441621780396,0.47195589542388916,0.5660247802734375,75.22932434082031,4.17352282353715,10.557126998901367,4.08203125,0.4697589450048653
