sample_id,canny_f1,canny_f1_strict,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00000,0.8257145360022239,0.32959158392254767,0.303855836391449,0.7508577108383179,0.5775005221366882,71.17137908935547,5.9062561951584485,15.624088287353516,4.171875,0.4916169549225202
00001,0.5806001120383397,0.26788067569186536,0.23883318901062012,0.4923187792301178,0.5117228627204895,62.68505096435547,4.443158402589115,19.085371017456055,4.75390625,0.5712046329056323
00002,0.8803108028632504,0.3642952206512143,0.2230350375175476,0.5029780864715576,0.6741524934768677,75.3193359375,4.565299533138965,12.107658386230469,4.76171875,0.3862487308262628
00003,0.6796611199368264,0.26919542150555603,0.31520628929138184,0.6250231266021729,0.5287582278251648,72.03141784667969,5.015783106765364,13.765617370605469,4.76953125,0.45544364301175233
00004,0.6767797073472749,0.2520101565806179,0.34858280420303345,0.6957221627235413,0.5933657884597778,68.97574615478516,4.704896605290713,10.658966064453125,4.015625,0.5147877228920089
00005,0.8288922421174875,0.3504680067515728,0.32100987434387207,0.5528468489646912,0.5787388682365417,69.23831939697266,3.1032339331228505,9.018234252929688,3.904296875,0.2418118674385823
00006,0.6998273951505564,0.33265680873683195,0.2963263988494873,0.5768151879310608,0.4789053201675415,69.2961196899414,3.8221694689213694,10.199275016784668,3.43359375,0.46653279679001164
00007,0.8970804538680988,0.33954438655633873,0.251889705657959,0.4652540683746338,0.6576287150382996,75.02336883544922,6.084282901849063,15.523886680603027,3.83984375,0.30134477411098615
00008,0.861416991381886,0.3608955885612946,0.1929798722267151,0.32834410667419434,0.6539499163627625,74.98806762695312,3.7513109369330158,13.719964981079102,4.84765625,0.43281426422776376
00009,0.8886708311251359,0.3516563680054926,0.2430238127708435,0.5267425179481506,0.7224851846694946,76.74827575683594,3.835307750665903,10.924559593200684,4.9375,0.29061709536246555
00010,0.8705482604275677,0.374421358596189,0.24724739789962769,0.4677587151527405,0.6184908151626587,70.36437225341797,2.630635271152914,8.280263900756836,4.8671875,0.23542261525810548
00011,0.848970534555108,0.4617787665073129,0.2262967824935913,0.46111026406288147,0.6944826245307922,75.75676727294922,3.6097260755544442,9.5752592086792,4.4609375,0.4882346740600605
00012,0.8629816079546112,0.34430732929738295,0.29122650623321533,0.630455732345581,0.6433773040771484,72.60508728027344,4.521034877751837,11.17499828338623,4.16015625,0.18829879029707605
00013,0.7222926887735245,0.3068393270800896,0.24446231126785278,0.4285171329975128,0.6824775338172913,73.88751220703125,2.9822477338371893,12.372703552246094,4.58203125,0.36019694726333146
00014,0.8580534938980893,0.34364700171184753,0.31534457206726074,0.6040475964546204,0.5767490267753601,72.02235412597656,7.648538166565759,13.272332191467285,3.896484375,0.617521873711724
00015,0.8127504420807342,0.41806730806383063,0.22523963451385498,0.35235241055488586,0.5858064889907837,67.22090911865234,4.423100008056066,14.737845420837402,3.896484375,0.580074528524896
00016,0.8010817181579653,0.32363706829730426,0.3350827693939209,0.5348414778709412,0.6087192893028259,69.57563781738281,5.5439032902535885,11.41351318359375,3.740234375,0.22700278880097205
00017,0.7998790375684721,0.43325770467006997,0.36575376987457275,0.6213780045509338,0.32949376106262207,69.1417007446289,8.276401987142952,10.933036804199219,2.767578125,0.509500742065122
00018,0.8159026232929925,0.3031641978438545,0.21325045824050903,0.3110935389995575,0.6885716915130615,76.67333221435547,4.43332952422014,12.334159851074219,4.96484375,0.3392697171529406
00019,0.6763091278053506,0.32519003681216235,0.2333783507347107,0.389157772064209,0.7122576236724854,75.91659545898438,5.142392033764466,11.786209106445312,4.99609375,0.5627605971728503
00020,0.4979390752267324,0.22445191391160388,0.30102479457855225,0.4775621294975281,0.7513666749000549,75.79940795898438,5.390048260644361,9.642221450805664,4.9765625,0.4385036444053586
00021,0.8162703758396349,0.36883874281359247,0.2556438446044922,0.4014682173728943,0.543063223361969,70.94003295898438,3.4040757141197227,10.7155179977417,4.59375,0.25556675271857776
00022,0.7867123824568457,0.29489333763617953,0.25140392780303955,0.5312921404838562,0.7454215288162231,76.20392608642578,3.9712424950329095,13.440685272216797,4.48046875,0.22547745373709582
00023,0.8281149767087886,0.4183778117094738,0.181232750415802,0.2958918809890747,0.7095993161201477,73.26245880126953,3.976719395616197,14.097896575927734,4.95703125,0.5881784569841267
00024,0.8619931187487239,0.41266818671544186,0.16038060188293457,0.23917585611343384,0.5751739740371704,75.05690002441406,3.515342408960447,14.622383117675781,4.7421875,0.634183316600502
00025,0.6843597609130495,0.2596455950735202,0.3573206663131714,0.8472967147827148,0.6711220145225525,73.34605407714844,5.444775032789999,13.030632972717285,4.2265625,0.20426082887355276
00026,0.6159640922981154,0.32171925011431185,0.20912331342697144,0.4538506865501404,0.5489811897277832,74.74393463134766,3.3852253704078232,10.087471008300781,4.734375,0.535777857053036
00027,0.840701152149733,0.4260054045461771,0.18885576725006104,0.40122392773628235,0.6823292374610901,75.48563385009766,6.283419149233642,11.805578231811523,4.7421875,0.5610352412870863
00028,0.7482392130524487,0.41058244462674326,0.26227009296417236,0.43694868683815,0.7274819612503052,75.62213134765625,4.826334265040838,13.201513290405273,4.95703125,0.5505627306441547
00029,0.753046904137458,0.4004605709899324,0.21940749883651733,0.5642163753509521,0.6782283186912537,75.25990295410156,3.6707939569892774,9.207256317138672,4.90234375,0.5255531424390363
00030,0.7513417817172131,0.32789473684210524,0.3816295862197876,0.7006195783615112,0.5852828025817871,71.71654510498047,8.009926382317904,11.231074333190918,2.80859375,0.2464278936840305
00031,0.8189840729523553,0.408414442700157,0.2702500820159912,0.5245295763015747,0.6926043033599854,74.66844177246094,5.100835061868009,10.252998352050781,4.64453125,0.4913716247930469
00032,0.739574286175286,0.3364892429665551,0.24916177988052368,0.43431711196899414,0.5468841195106506,67.26122283935547,3.8508449495472843,15.466707229614258,4.5703125,0.3699863869544008
00033,0.6632264841794612,0.2601665142692141,0.28513479232788086,0.8019576072692871,0.6501092314720154,70.7308120727539,7.744024716347433,14.029556274414062,4.26953125,0.4152739811899724
00034,0.7323030404707338,0.30859574816360774,0.2596869468688965,0.3925308287143707,0.5695950388908386,68.9097900390625,5.783024709846568,14.133254051208496,4.6640625,0.4172725353811976
