sample_id,deqa,unipercept_iaa,unipercept_iqa,vqr1
00000,4.140625,81.5,78.0,4.5
00001,4.22265625,66.5,75.0,4.8
00002,4.6015625,79.5,80.0,4.95
00003,4.5,64.0,79.5,4.8
00004,4.171875,81.0,79.5,4.5
00005,3.70703125,85.0,74.0,3.8
00006,2.53515625,81.5,58.5,3.8
00007,4.59765625,80.5,80.0,4.95
00008,4.609375,79.5,79.5,4.9
00009,4.56640625,82.0,80.0,4.87
00010,3.96484375,80.5,74.5,4.2
00011,4.38671875,80.5,79.5,4.8
00012,4.46875,81.0,80.0,4.8
00013,4.61328125,79.0,80.0,4.95
00014,4.20703125,82.0,80.0,4.0
00015,4.03515625,81.0,80.0,4.7
00016,4.53515625,80.5,79.5,4.8
00017,4.34375,80.5,79.0,4.7
00018,4.61328125,80.5,80.0,4.95
00019,4.5703125,78.5,79.5,4.9
00020,4.59765625,67.5,80.0,4.9
00021,4.40234375,73.5,79.5,4.67
00022,4.640625,80.5,80.0,4.95
00023,4.56640625,74.5,79.5,4.8
00024,4.60546875,81.0,80.0,4.87
00025,4.6171875,80.0,79.5,4.75
00026,4.3359375,80.0,79.5,4.38
00027,4.17578125,71.5,78.0,4.5
00028,4.4921875,78.5,80.0,4.9
00029,4.34765625,65.0,77.5,4.7
00030,4.19921875,80.5,79.0,4.67
00031,4.41015625,80.5,79.5,4.8
00032,4.24609375,83.0,79.5,4.67
00033,4.5859375,80.5,79.5,4.8
00034,4.5,70.0,80.0,4.8
00035,4.4765625,80.0,80.0,4.8
00036,4.6015625,80.5,80.0,4.8
00037,4.35546875,77.5,79.5,4.5
00038,4.078125,81.0,80.0,4.67
00039,4.41015625,83.5,80.0,4.8
00040,4.2109375,77.0,79.0,4.67
00041,4.296875,81.5,79.5,4.8
00042,4.609375,81.0,80.0,4.87
00043,3.837890625,86.0,76.5,4.3
00044,4.2265625,80.5,73.5,4.8
00045,4.5,80.5,79.5,4.87
00046,4.26171875,80.0,79.0,4.5
00047,4.59375,76.0,80.0,4.9
00048,4.18359375,81.5,79.5,4.67
00049,4.53125,79.5,79.5,4.6
00050,4.296875,73.0,77.0,4.3
00051,4.40234375,80.0,79.5,4.7
00052,4.4921875,77.5,80.0,4.8
00053,4.5,61.5,79.5,4.67
00054,3.98828125,77.5,74.5,4.2
00055,4.35546875,72.5,75.5,4.7
00056,4.390625,72.5,79.5,4.67
00057,4.25,76.5,79.5,4.67
00058,3.345703125,35.75,54.5,4.2
00059,4.390625,82.0,79.5,4.67
00060,4.39453125,78.0,79.5,4.3
00061,4.359375,66.5,79.0,4.8
00062,4.19140625,54.0,69.5,4.6
00063,4.22265625,59.75,67.0,4.5
00064,4.50390625,80.0,80.0,4.8
00065,4.58203125,81.0,80.0,4.9
00066,3.984375,80.0,79.0,4.5
00067,4.3203125,82.0,80.5,4.7
