sample_id,deqa,unipercept_iaa,unipercept_iqa,vqr1
00000,3.7109375,71.5,60.0,4.3
00001,3.927734375,75.5,76.0,4.5
00002,4.375,62.0,75.0,4.87
00003,4.4375,58.0,74.5,4.87
00004,3.322265625,70.5,65.5,4.0
00005,3.6640625,82.0,59.75,3.5
00006,3.525390625,53.25,54.75,3.5
00007,3.533203125,74.0,74.0,4.67
00008,4.53125,79.5,80.0,4.87
00009,4.578125,81.5,80.0,4.9
00010,4.21484375,82.0,80.0,4.5
00011,4.265625,79.0,76.0,4.5
00012,3.677734375,65.0,70.0,4.2
00013,4.44921875,78.0,79.0,4.8
00014,2.81640625,78.5,52.5,3.8
00015,3.68359375,83.0,66.5,4.38
00016,3.541015625,84.5,62.0,4.0
00017,3.146484375,47.5,43.75,3.8
00018,4.58203125,78.5,80.0,4.95
00019,4.52734375,78.0,79.5,4.95
00020,4.6015625,62.75,79.5,4.9
00021,4.24609375,63.25,74.5,4.5
00022,4.32421875,68.5,78.0,4.87
00023,4.4921875,64.0,78.5,4.67
00024,4.33984375,75.5,78.5,4.5
00025,4.203125,72.0,74.5,4.6
00026,4.2578125,60.0,70.5,4.5
00027,4.34765625,62.75,76.5,4.75
00028,4.5078125,66.0,79.0,4.9
00029,4.41796875,58.25,70.0,4.67
00030,3.37890625,59.75,55.25,4.0
00031,4.35546875,57.0,72.5,4.8
00032,4.0625,86.0,80.5,4.8
00033,3.955078125,84.5,80.0,4.7
00034,4.00390625,82.0,79.5,4.75
00035,3.32421875,80.0,78.5,4.75
00036,4.59765625,80.0,80.0,4.95
00037,3.54296875,80.5,76.0,4.5
00038,4.06640625,74.5,70.0,4.67
00039,3.67578125,85.0,78.0,4.38
00040,3.607421875,79.0,75.5,4.2
00041,4.33984375,80.5,74.5,4.5
00042,4.19140625,60.0,68.0,4.5
00043,4.02734375,85.5,74.5,4.25
00044,4.328125,79.0,78.5,4.6
00045,3.7265625,85.0,74.0,4.3
00046,4.53125,80.0,79.5,4.87
00047,4.5859375,73.0,79.5,4.8
00048,3.59375,84.5,71.0,3.8
00049,4.34765625,58.75,68.0,4.2
00050,3.720703125,85.5,61.25,4.2
00051,3.84375,75.5,70.0,4.4
00052,4.16796875,62.0,74.0,4.7
00053,4.55859375,39.5,79.5,4.7
00054,2.36328125,83.0,52.75,3.0
00055,4.36328125,59.0,78.0,4.7
00056,4.42578125,65.5,78.0,4.67
00057,4.12109375,77.5,66.0,4.2
00058,3.86328125,38.75,50.75,4.0
