sample_id,deqa,unipercept_iaa,unipercept_iqa,vqr1
00000,3.30078125,56.5,48.75,3.8
00001,3.5234375,52.25,55.0,4.38
00002,4.43359375,58.25,79.0,4.9
00003,4.41015625,61.0,79.5,4.87
00004,3.787109375,59.75,70.0,4.2
00005,3.37890625,68.5,65.0,4.0
00006,2.427734375,81.0,26.25,2.0
00007,3.85546875,61.0,66.0,4.5
00008,4.59375,79.5,79.5,4.95
00009,4.1875,70.5,74.0,4.5
00010,4.1171875,82.0,76.5,4.6
00011,4.234375,76.0,71.0,4.38
00012,4.31640625,73.5,72.5,4.75
00013,4.5859375,79.5,79.5,4.9
00014,3.9453125,79.0,68.5,4.25
00015,3.42578125,76.5,74.5,4.5
00016,3.806640625,74.0,65.0,4.2
00017,3.708984375,39.0,42.0,4.2
00018,4.4765625,79.0,80.0,4.95
00019,4.47265625,74.5,79.5,4.95
00020,4.4296875,57.25,79.0,4.87
00021,3.869140625,48.25,51.5,4.25
00022,4.55078125,74.5,79.0,4.9
00023,4.45703125,65.0,79.5,4.9
00024,4.515625,76.5,79.0,4.8
00025,2.90625,48.0,44.25,3.5
00026,4.09375,79.0,74.5,4.38
00027,4.33203125,61.0,77.5,4.38
00028,4.39453125,62.5,75.5,4.75
00029,4.2578125,65.0,74.5,4.3
00030,3.373046875,49.0,47.75,4.2
00031,3.423828125,63.0,62.5,4.67
00032,3.552734375,49.25,47.25,4.2
00033,3.572265625,64.5,63.0,4.5
00034,4.30078125,75.5,79.0,4.7
00035,4.265625,59.25,79.0,4.7
00036,4.43359375,80.5,80.0,4.87
00037,3.94140625,74.0,74.0,4.5
00038,4.01171875,71.0,72.0,4.8
00039,3.7265625,84.0,67.0,4.5
00040,4.21484375,71.0,74.5,4.67
00041,4.12890625,80.5,77.5,4.67
00042,3.4609375,62.5,64.0,4.3
00043,3.453125,85.0,49.0,4.2
00044,2.927734375,58.25,44.0,4.2
00045,4.36328125,78.0,75.0,4.0
00046,4.10546875,84.0,73.5,4.6
00047,4.5546875,65.0,80.0,4.7
00048,4.03125,81.0,77.0,4.6
00049,4.4453125,70.5,75.5,4.7
00050,1.9970703125,63.0,30.75,3.0
00051,4.203125,61.5,65.5,4.5
00052,3.8125,75.0,74.0,4.5
00053,4.53125,43.5,79.0,4.5
00054,2.837890625,84.5,51.75,3.0
00055,4.15625,57.0,74.0,4.6
00056,4.328125,63.5,71.5,4.67
00057,4.06640625,70.0,56.25,4.0
00058,3.765625,32.0,49.5,3.8
00059,4.29296875,60.5,67.0,4.8
00060,4.30859375,75.5,76.0,4.6
00061,4.11328125,53.0,74.5,4.7
00062,3.607421875,40.75,42.5,4.38
00063,3.5234375,42.5,44.5,3.0
00064,4.23046875,72.0,79.0,4.75
00065,3.607421875,77.0,73.5,3.2
00066,3.279296875,47.75,44.0,4.0
00067,3.96875,58.0,62.75,4.9
00068,3.458984375,71.0,64.0,4.3
00069,4.15625,61.0,78.0,4.75
00070,4.20703125,52.25,67.0,4.6
00071,2.517578125,52.5,48.5,4.0
00072,4.52734375,80.0,80.0,4.7
00073,4.2265625,83.0,75.0,4.3
00074,4.3046875,85.0,78.5,4.8
00075,2.689453125,79.5,67.5,4.38
00076,4.20703125,84.0,77.5,4.8
00077,2.98046875,86.0,34.75,3.2
00078,4.58203125,80.0,80.0,4.9
00079,4.30859375,69.5,74.0,4.8
00080,3.8125,80.0,74.5,4.67
00081,4.11328125,54.25,66.0,4.38
00082,3.63671875,84.0,55.5,4.0
00083,3.982421875,59.5,74.0,4.2
00084,3.849609375,85.5,80.5,4.3
00085,3.576171875,71.5,58.75,4.5
00086,2.8984375,28.25,37.0,3.0
00087,4.0546875,78.5,74.0,4.38
00088,3.931640625,82.5,75.5,4.7
00089,4.2265625,82.5,79.5,4.8
00090,4.53515625,68.5,78.5,4.95
00091,3.134765625,82.5,70.5,4.2
00092,4.38671875,78.0,79.5,4.8
00093,4.06640625,66.5,74.0,4.75
00094,3.908203125,44.5,48.0,4.8
00095,4.43359375,78.5,79.0,4.7
00096,4.37890625,74.5,71.0,4.8
00097,4.25390625,65.5,79.0,4.5
00098,3.73828125,78.5,71.0,4.5
00099,4.49609375,76.0,78.0,4.5
00100,4.33984375,80.0,79.0,4.8
00101,3.404296875,66.5,58.75,4.0
00102,4.515625,57.0,79.0,4.67
00103,3.83984375,85.5,61.25,4.2
00104,3.0078125,72.0,48.75,2.8
00105,4.22265625,56.75,71.0,4.5
00106,4.1484375,63.0,74.0,4.5
00107,4.33203125,47.75,69.5,4.5
00108,3.337890625,67.0,62.25,4.3
00109,4.3359375,75.5,77.0,4.7
00110,3.39453125,39.0,38.0,3.5
00111,4.21875,60.0,76.5,4.6
00112,4.25390625,61.75,74.0,4.75
00113,4.0,69.0,68.5,4.7
00114,4.45703125,66.5,74.5,4.9
00115,4.46484375,79.5,80.0,4.9
00116,4.41796875,74.5,79.5,4.8
00117,3.90234375,82.0,75.5,4.67
00118,3.751953125,80.0,79.0,4.6
00119,4.38671875,50.25,74.0,4.7
00120,4.44140625,65.5,78.5,4.8
00121,4.10546875,84.5,79.5,4.67
00122,4.08203125,54.25,65.0,4.67
00123,4.54296875,63.25,79.0,4.8
00124,4.2109375,62.25,74.0,4.7
00125,3.935546875,84.5,74.5,4.67
00126,4.265625,58.25,74.0,4.67
00127,4.39453125,61.0,79.0,4.8
00128,3.251953125,58.5,56.0,4.38
00129,4.16796875,80.0,77.0,4.2
00130,4.26953125,61.5,74.0,4.38
00131,3.431640625,34.0,43.5,4.0
00132,3.41796875,85.5,61.25,4.5
00133,4.546875,78.5,79.5,4.5
00134,3.607421875,84.0,74.0,2.5
00135,4.1484375,80.5,80.0,4.67
00136,4.4453125,79.0,79.5,4.9
00137,4.515625,78.5,80.0,4.95
00138,4.515625,79.5,80.5,4.8
00139,4.56640625,79.0,80.0,4.8
00140,2.98828125,82.0,74.0,4.2
00141,4.04296875,80.5,79.5,4.67
00142,4.49609375,79.0,79.0,4.9
00143,3.01171875,61.5,53.0,4.0
00144,4.38671875,52.25,79.5,4.6
00145,3.654296875,50.25,52.0,4.2
00146,3.951171875,38.5,69.5,4.75
00147,4.53125,79.5,80.0,4.9
00148,4.55078125,63.25,80.0,4.87
00149,3.744140625,76.0,63.25,4.0
00150,2.8671875,53.5,50.5,4.0
00151,4.421875,54.0,74.0,4.7
00152,4.4609375,80.5,80.0,4.8
00153,4.28125,83.5,74.5,4.67
00154,3.603515625,57.0,58.25,4.5
00155,4.30859375,77.5,79.0,4.5
00156,3.68359375,63.0,64.0,4.5
00157,4.3671875,76.5,79.0,4.5
00158,4.25,80.0,75.0,4.6
00159,3.716796875,61.25,70.0,4.7
00160,2.765625,58.25,56.75,4.2
00161,4.2109375,52.75,58.25,4.8
00162,4.5234375,80.0,79.0,4.8
00163,2.935546875,58.75,45.5,4.2
00164,3.927734375,58.25,65.0,3.8
00165,3.431640625,58.0,53.25,3.8
00166,3.87890625,61.0,62.5,4.67
00167,3.2890625,80.5,61.25,3.8
00168,4.06640625,81.0,78.5,4.8
