sample_id,canny_f1,depth_mse,depth_rmse,maniqa,musiq,niqe,qalign
00000,0.23392341154177868,6.6014200941928305,2.5693228863248834,0.3173670470714569,67.65345764160156,2.527429486631139,4.0703125
00001,0.18795480351320662,38.31738901760789,6.190104120094256,0.3254704773426056,68.38838195800781,4.491641532933418,4.87109375
00002,0.32065211869142735,19.6853604648123,4.4368187324717585,0.390511155128479,73.80905151367188,3.04427826112678,4.7890625
00003,0.2190513636805635,120.37897584440682,10.97173531600206,0.36327454447746277,72.35971069335938,3.2464762878013675,4.88671875
00004,0.2739329934700818,8.985372181263186,2.997561038788566,0.3362598419189453,71.23133850097656,2.7074647692419718,3.92578125
00005,0.2654004521233651,9.919429571171522,3.1495125926358067,0.32616880536079407,70.69831085205078,2.851206494388152,4.609375
00006,0.11124209892645731,857.5692003995814,29.284282480531793,0.24799631536006927,58.09048843383789,4.48704220482932,3.107421875
00007,0.29985784774505586,67.41702836444924,8.21078731696597,0.3842957019805908,76.40127563476562,3.0946874382534832,4.81640625
00008,0.28523044308179696,40.26846374662132,6.34574375046939,0.4225919246673584,75.55316162109375,2.383189780551833,4.82421875
00009,0.31575316409835275,8.870817312909542,2.978391732615027,0.40233370661735535,77.39910125732422,2.944891022900809,4.90625
00010,0.2815983792285341,5.217817386229263,2.2842542297715602,0.21163924038410187,68.31147766113281,3.614358932321691,4.09375
00011,0.27460166804660835,23.532576751822628,4.8510387291612735,0.4419957399368286,74.65718841552734,3.388370555314208,4.8671875
00012,0.2861638974059987,26.57763535420554,5.155350167952274,0.3514551818370819,74.65735626220703,2.012394269173599,4.79296875
00013,0.2758499773319816,20.259030051774722,4.501003227256644,0.4323153793811798,75.81248474121094,2.5373330752336325,4.89453125
00014,0.31127591346063976,23.362632271593256,4.833490692200954,0.36355897784233093,75.02447509765625,3.611404449745576,4.89453125
00015,0.27766171083319346,34.40413164127165,5.8655035283657995,0.37623974680900574,71.1425552368164,3.644267574903517,4.88671875
00016,0.25205685562638463,2.252548197893869,1.5008491589409874,0.3149630129337311,72.2853775024414,2.8353685977151564,4.5859375
00017,0.255017434480099,288.4111830000191,16.982673022820027,0.20843635499477386,64.85883331298828,4.725729760407754,3.974609375
00018,0.31469754589867394,17.116543359975264,4.137214444523666,0.39311403036117554,74.09217071533203,2.6419897466831075,4.875
00019,0.23402980058256778,19.399470126782013,4.404482957939787,0.34307849407196045,75.44596099853516,2.727796842341306,4.96875
00020,0.132429706167754,86.4542800682079,9.29807937523701,0.23280231654644012,69.10813903808594,4.0872575331912255,4.828125
00021,0.24784714923159687,20.87584017801505,4.569008664690301,0.3167892098426819,69.285888671875,3.883369848428279,4.8984375
00022,0.2856533071712799,248.539733408116,15.765142987239793,0.40729519724845886,76.5958023071289,2.3328024701628065,4.66015625
00023,0.2626617952154516,8.626368176001996,2.9370679556322825,0.4132000207901001,70.8741455078125,2.6757687487698365,4.953125
00024,0.2761193380927122,20.143197977242018,4.488117420170958,0.35786619782447815,70.7933349609375,3.046510550375941,4.921875
00025,0.24823201983179474,21.62687869121357,4.650470803178273,0.28374549746513367,64.62059783935547,3.657123846465109,4.01953125
00026,0.12644782935373386,7.701065947367532,2.775079448838813,0.33722883462905884,74.68175506591797,3.553455326775352,4.91015625
00027,0.24445996303631953,73.77083416622028,8.588994945057324,0.3717276453971863,71.70172882080078,3.938814358278022,4.75390625
00028,0.22765607101947308,52.12041571140354,7.219447050252778,0.4689365029335022,74.22461700439453,3.899572073982467,4.96875
00029,0.2718237048385776,15.325737502537509,3.9148100212574186,0.35115867853164673,74.1915054321289,3.430219518229336,4.87109375
00030,0.1481669346255746,1134.4271728206784,33.68125848035786,0.30688345432281494,71.753173828125,2.951558930327892,3.18359375
00031,0.25194007808173285,22.34531298522887,4.7270829255714215,0.24774134159088135,60.976295471191406,4.75827786780327,3.861328125
00032,0.2612885962776522,74.14602443745686,8.610808582093604,0.23032064735889435,68.84390258789062,4.265271128891152,4.234375
00033,0.15068084818101754,11.485272674975555,3.3889928703046213,0.29882150888442993,76.16126251220703,4.721959521176968,3.8828125
00034,0.25020025400333873,50.6826265895002,7.119173167545526,0.3011534512042999,72.2315673828125,3.652048430417921,4.828125
00035,0.2741105196391099,13.057473082685938,3.613512568497021,0.4153941869735718,75.92293548583984,3.4571268983291876,4.84765625
00036,0.2756816321333882,3.310070003647538,1.8193597785065871,0.41788363456726074,77.01958465576172,2.6036813110696255,4.89453125
00037,0.2718593986204093,26.545207042573015,5.1522040955859865,0.2983309328556061,75.85294342041016,4.101878397214183,4.5234375
00038,0.24245555681139297,35.1339942384085,5.927393545092859,0.32750821113586426,74.6225357055664,3.7017447825845538,4.984375
00039,0.2880257453180173,39.37927894496992,6.275291144239438,0.3910863995552063,76.46268463134766,3.268418116966284,4.94140625
00040,0.27990892671243517,4.9236393549727815,2.2189275235962036,0.4368760585784912,71.17236328125,2.806466513044036,4.79296875
00041,0.226136545536652,56.948441139267466,7.5464190937998845,0.3862280249595642,72.2986831665039,2.7873216791659003,4.80859375
00042,0.2127810796265531,9.529566887536564,3.0869996578452295,0.3916003108024597,74.44316864013672,2.6452178966159985,4.80078125
00043,0.05648940702583369,55.63747926746829,7.459053510162552,0.2106720358133316,52.066375732421875,7.124845105963992,3.490234375
00044,0.20680048335123524,42.08597611529005,6.4873705085566105,0.264465868473053,47.97841262817383,5.867048859472656,4.6953125
00045,0.3396324426762437,35.23723053463385,5.936095563131868,0.41300755739212036,67.632080078125,2.9598267449124087,4.60546875
00046,0.25815978298914943,590.5708187250564,24.301662879833067,0.28510478138923645,66.42863464355469,3.966759508224827,4.37109375
00047,0.26797130905915056,6.0556839699580856,2.4608299351962715,0.42733174562454224,71.37543487548828,3.0779706710259824,4.9453125
00048,0.29031013084692425,22.434390845479005,4.736495629205098,0.4142705202102661,73.6670150756836,2.023623272237551,4.52734375
00049,0.2672392719104093,6.310559616190256,2.512082724790379,0.38201579451560974,77.74816131591797,3.7657299497426275,4.9765625
00050,0.36267422881246614,3.213222494226261,1.7925463715692993,0.3983754515647888,66.19895935058594,4.212324954611422,3.53125
00051,0.277718627519221,9.36156585232059,3.059667604874848,0.37745940685272217,75.24739074707031,2.687732603218407,4.640625
00052,0.17575707929327944,43.70997846787402,6.611352242005717,0.3236545920372009,71.2909164428711,3.519874723843191,4.40234375
00053,0.23807845929215288,46.181744335091444,6.795715145228752,0.38115569949150085,73.28247833251953,2.7757166094908645,4.97265625
00054,0.24532115389663228,52.86386299726897,7.270753949713122,0.21758683025836945,65.09599304199219,4.92960933698701,3.904296875
00055,0.2899143299183325,16.251137741872625,4.031269991190447,0.3998732566833496,74.57929992675781,2.6498307317677545,4.7421875
