sample_id,canny_edge_density,canny_f1,canny_f1_strict,canny_precision,canny_recall,canny_tol_px,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00022,0.17411422729492188,0.7131114514705409,0.25121878841833056,0.7417128584887058,0.686633958081005,1,0.2131548523902893,0.526835024356842,0.6970736980438232,76.54483032226562,2.874547108912036,13.590474128723145,4.7109375,0.207754552768173
00027,0.05914306640625,0.7310092063200511,0.32498194945848374,0.6628611971104231,0.8147753361757953,1,0.20022565126419067,0.4416103661060333,0.6770632863044739,75.25283813476562,5.394448932234201,12.054120063781738,4.8046875,0.552994175494939
00057,0.016170501708984375,0.6712722696751544,0.3642635391514315,0.6923802783675395,0.6514131897711979,1,0.20172476768493652,0.4036308526992798,0.49521195888519287,69.28874969482422,4.204543718022698,15.616962432861328,4.09375,0.606817655737618
00064,0.052898406982421875,0.7128239345747649,0.28649677699475634,0.7598615417898609,0.6712703745178549,1,0.20649850368499756,0.41094911098480225,0.5701530575752258,74.54080963134766,2.9682126616639075,14.034202575683594,4.921875,0.48353520042820786
00072,0.10496139526367188,0.8215449577646234,0.40576542824435424,0.8597128838815191,0.7866219848037427,1,0.19516289234161377,0.3540728986263275,0.6811242699623108,75.47967529296875,3.541724257619141,12.645258903503418,4.92578125,0.4708425704013869
00078,0.14741897583007812,0.7805689106171477,0.3076998241156928,0.8164833743045672,0.7476808476183866,1,0.2281116247177124,0.41034626960754395,0.7024053931236267,74.6302261352539,3.8099499856989096,15.97689437866211,4.91015625,0.3980930401214623
00080,0.05625152587890625,0.613183493787584,0.24154287499644958,0.7226366472263664,0.5325252920189629,1,0.29048192501068115,0.5514771938323975,0.5945781469345093,71.93431854248047,3.599773361880948,9.31362533569336,4.10546875,0.4418424314306703
00101,0.07326889038085938,0.5503139319379255,0.19747664297692247,0.6943822564689957,0.45575522098105875,1,0.2422674298286438,0.6099499464035034,0.5398145914077759,69.66053771972656,3.686229055674023,12.640449523925781,4.0,0.26934562476892127
00106,0.13753890991210938,0.7172112756176399,0.26028405327838694,0.7979475800859798,0.6513115943622331,1,0.2582908272743225,0.5884475111961365,0.5135025382041931,74.4454574584961,2.44967799645165,12.529653549194336,4.171875,0.27917862543663413
00115,0.0514984130859375,0.6549567068440832,0.24889431142290683,0.7782962962962963,0.5653616800622245,1,0.30933821201324463,0.5244241952896118,0.6835514307022095,69.66468811035156,5.813258718705973,8.609720230102539,4.91796875,0.39722555119967506
00155,0.182586669921875,0.7833376981571887,0.2943642823685323,0.7269973257563096,0.849144124839287,1,0.224686861038208,0.42432841658592224,0.5237483978271484,75.0541000366211,2.4013651330754575,13.348865509033203,4.86328125,0.3900446425516226
00160,0.05686187744140625,0.653595048276409,0.25331012618884813,0.6930766134442506,0.6183692378966875,1,0.2919009327888489,0.4859704375267029,0.5020710825920105,72.01213073730469,3.131926634703636,14.894233703613281,3.1796875,0.47879254858243764
00166,0.054233551025390625,0.6780909001963618,0.2983457296742755,0.7392558204965886,0.6262739322533137,1,0.26505744457244873,0.46495506167411804,0.5149426460266113,72.0790786743164,3.805937826889722,13.45541000366211,4.2578125,0.5918136892347643
