sample_id,canny_f1,canny_f1_strict
00022,0.7697765154844364,0.1674088614914969
00027,0.794595053865412,0.1899229691357567
00057,0.6807843755102617,0.14396946031819927
00064,0.6639455336920401,0.14570119362732858
00072,0.7354250976078636,0.14905216576634042
00078,0.783874111115446,0.18028127975970495
00080,0.7609634044815728,0.13979815159890446
00101,0.7315675199303994,0.13475165995879604
00106,0.7191238840647656,0.12672870795004515
00115,0.5119180267737321,0.09864990650664339
00155,0.7507203843994599,0.15133470302438223
00160,0.7352073510499133,0.14144709494500077
00166,0.8250824665875458,0.1846607833857632
00169,0.8730205435065912,0.1764156283727007
00174,0.21978720639377278,0.029180657587482315
00176,0.7214632329765659,0.16177613680528566
00181,0.7988302440673205,0.1716051818015021
00199,0.7374477285146418,0.14492572072815893
00206,0.8367441785575581,0.1829498275983393
00210,0.6263945121358098,0.11185314565567314
00214,0.6078962119090137,0.11367600497179071
00228,0.7875027378947941,0.16888001647733575
00230,0.6854866431395359,0.1371768133749369
00237,0.6110049388746361,0.10102837474815313
00243,0.782609404082342,0.15645733818309304
00245,0.817156709303521,0.18041989286410282
00260,0.7678312107436926,0.14434438366927563
00264,0.3764739899578092,0.055775253883387645
00294,0.7305920035655675,0.13557314437779175
00315,0.71318901048592,0.15102108557519048
00324,0.46099296290800656,0.06719507518020632
00330,0.6565557127899397,0.1370458129420379
00391,0.8696143968671212,0.21516226797674645
00395,0.800885172901377,0.1584820141200099
00399,0.7421390923180831,0.18357677779961137
00405,0.7306863689920571,0.1542341583659004
00423,0.8114939741100158,0.1695703174658207
00432,0.6596500437058272,0.11152238523202254
00434,0.7276212430324346,0.16821059310727365
00443,0.7451365880097893,0.1563564984964918
00464,0.5084621658044628,0.08632146518662903
00471,0.7826884129241074,0.16061665322219235
00476,0.6711854465150691,0.11917752019153639
00500,0.8486788919792453,0.2032729000711571
00510,0.7649078736957338,0.14477332399032827
00511,0.7980216956666254,0.1734942671241108
00536,0.4253819790214488,0.06164582315929536
00548,0.3512013810494537,0.044151637113254864
00564,0.6632267970825592,0.1349336567270652
00569,0.7334599147205562,0.16801744661971743
00577,0.7477568455811663,0.14853913414374068
00587,0.5869474903956413,0.09667892734906697
00606,0.8280956966258005,0.19350852650146136
00635,0.6658394529328981,0.13586002384850981
00641,0.7025747697808375,0.13629635628258943
00645,0.7921647526549352,0.16799733979643958
00651,0.6563220300561892,0.1227106276823015
00656,0.40984143069896256,0.060807600950118765
00658,0.8760962803322093,0.21376461334764607
00666,0.6564785271209402,0.11238911231270392
00687,0.8410174482848061,0.1949468120309377
00690,0.8430511914652415,0.21919630399707946
00694,0.7123578576598671,0.15191118362057496
00699,0.48176195159539126,0.08668268972782449
00708,0.6065105385232079,0.11138573076289339
00711,0.8395199721106793,0.1714751009851037
00728,0.7904437269885696,0.1507314771118452
00732,0.677817181004618,0.13534846516194837
00734,0.7930671063346436,0.144527935477663
00737,0.7797248812392036,0.16278763555541512
00741,0.8485736982475385,0.21421080409282053
00780,0.8271913874053191,0.17224575382679808
00784,0.5429946004178995,0.09008266766607095
00786,0.8069733019936006,0.19318109059865543
00791,0.8286728665469233,0.1936702554593009
00867,0.8072169808767158,0.16070563418752978
00872,0.7416445960108845,0.1323969632470947
00880,0.8660938037476811,0.21626741043887773
00884,0.5506464312425867,0.10898844951884468
00885,0.6989932236137764,0.15027842235883676
00886,0.7784532137171909,0.14495604913350063
00896,0.5139957314548346,0.07939675117209974
00921,0.5704429093784255,0.10655392738263764
00929,0.5636524864294935,0.09982288893552936
00931,0.7803346068768998,0.16185373578534523
00933,0.42420740844929444,0.05629385624491879
00948,0.5402720663749184,0.09765403073455305
00952,0.8129423249712883,0.1871169997290777
00997,0.7611732627863448,0.1568566636800147
01001,0.7688114574107634,0.15751863308904437
01014,0.7296853134800836,0.13499430722401654
01018,0.5821123791921525,0.09998693638017143
01027,0.8546832344715484,0.17955633631368656
01029,0.802443310261229,0.16907929726081886
01071,0.7054614539921791,0.1403897181627615
01080,0.4930336971715969,0.08106710020691693
01091,0.45323343666777816,0.0872586896022191
01093,0.6212261863332528,0.13087553134748106
01118,0.5555809429253892,0.09785667252787361
01119,0.5308523471421347,0.0847121970199584
01136,0.8283176776569591,0.1638613153302629
01168,0.543600060725788,0.08560599679946096
01175,0.6985177333837329,0.13340446657478622
01207,0.5155600338453222,0.09562256493213404
01209,0.6731791472579091,0.11097830399874595
01217,0.6811967975243497,0.141284401213755
01227,0.4172598971533669,0.07103576597064296
01236,0.6341262727541613,0.1162424223758707
01248,0.4761081324067989,0.09121766075265128
01250,0.7118565037397985,0.12925853084994504
01262,0.6847953020885403,0.14802135014420326
01273,0.8589992622130044,0.20447068609400262
01274,0.568897513580605,0.09253995652069057
01311,0.6999100285112826,0.13521667580910587
01318,0.594375930491008,0.1010851173185648
01324,0.8332437959215921,0.16355002788245432
01327,0.6265316710443567,0.10479042996155968
01329,0.7795986730027812,0.17127444150521187
01340,0.6689600458066314,0.13214200833756207
01381,0.7831798576707985,0.16577168385494367
01384,0.8453208149932276,0.17566926886474182
01386,0.6830583944663199,0.1415339694090627
01387,0.7619126701976201,0.1571625271095195
01391,0.7938853047205953,0.21558678262434885
01401,0.7771654323781041,0.14915716183408914
01408,0.7165840977470963,0.14849130239882147
01410,0.7602293925651397,0.13868200591943547
01454,0.8378178091090672,0.19181468472087063
01455,0.7180526692871398,0.13866501075908702
01463,0.6538749707916668,0.1140783074510678
01465,0.8238549627293387,0.16738172619074082
01466,0.8100991012107368,0.17887393123926237
01474,0.7299252463443113,0.1457699211983182
01475,0.515932306292892,0.07982329116780672
01476,0.7594110288555018,0.1588409318161159
01483,0.5671182277229275,0.08790503035338372
01490,0.7870490568260148,0.18107309566678095
01515,0.7991575647422278,0.16475290552797878
01518,0.7823609621993146,0.13934881903960575
01525,0.7092733063503798,0.19712380513574668
01532,0.6317200476048799,0.10755226289935484
01535,0.7852943842911687,0.1563839823930084
01537,0.8189710881371406,0.18413904268564804
01539,0.5976994844774565,0.10289122051504401
01546,0.7106579866871079,0.1444609413664661
01548,0.6601393661545953,0.12877951264338167
01552,0.7950609303944376,0.1803358081773589
01554,0.7675757801826242,0.14936148163772509
01561,0.6347294196098938,0.11808086676262826
01578,0.7617235477980385,0.15075812985259368
01582,0.6775768934360182,0.11867158158297399
01588,0.8271098296183126,0.21496179242987168
01594,0.8265089672997894,0.2142815603394898
01596,0.7578951716760002,0.16003886158418104
01628,0.6767286930196115,0.13533486088379706
01650,0.7447681173575397,0.14568760894141597
01666,0.7611794008965383,0.1744539739720635
01667,0.8053103311252332,0.186659883366479
01669,0.7565958459363695,0.13560609420739822
01677,0.6422230325497046,0.1324678555078949
01738,0.47806149385753827,0.08264323988376195
01746,0.5618774943453139,0.09854318633562564
01751,0.8677145038204155,0.18786083585797606
01755,0.7156126263440881,0.13704573176473717
01758,0.46341672052092747,0.07056556206776798
01768,0.8670703500740077,0.21348295718169816
01771,0.5677894366298407,0.11035089071379843
01776,0.5691640259077342,0.10450301748594419
01791,0.8201864660724523,0.1735844065857133
01792,0.7726352292569929,0.14751428715925757
01802,0.3790506197807638,0.060353838561641976
01810,0.7115967773365492,0.13281136087902656
01832,0.6001427007834036,0.1368456758123252
01835,0.7431470686192084,0.15637267776380384
01843,0.7938137207410161,0.17197845202311843
01848,0.7839829744615439,0.16669654281458038
01851,0.5658872502052119,0.09292852957093406
01853,0.7642728491574861,0.14112792035524452
01873,0.6619006840735686,0.11633087815541415
01909,0.6296069326226129,0.10014182757501523
01915,0.7163560835192756,0.135687315526949
01940,0.8381294115904375,0.1776855624612727
01944,0.7571720883709209,0.14519751677792053
01946,0.6239723589902099,0.11528956379336013
01956,0.828920519352807,0.1939137568072426
01958,0.6595976002687509,0.11724762153790454
01960,0.7492449596729392,0.15352259127739304
01967,0.523219603695925,0.08065441721184044
01998,0.7892169730535665,0.16257438543032868
01999,0.62946341086765,0.11208727649856899
02042,0.5110021007786035,0.07540877910602362
02043,0.7402591679673615,0.16936240470062644
02049,0.859498542500182,0.2136968654011623
02051,0.7215154665140184,0.1371983912050827
02061,0.8050202085831392,0.19853894533139815
02087,0.7920145716915498,0.17297480595438333
02104,0.6730561359445704,0.11599808226235796
02108,0.7858640209824398,0.1750578998184906
02110,0.6062951628296476,0.10380125198087539
02111,0.3396022307659936,0.0488320150683101
02130,0.7983873371158898,0.1718742854903088
02147,0.6527249014177151,0.11929440363081847
02157,0.6491183954131127,0.12432131181448902
02176,0.55798252699179,0.098617499968665
02185,0.6908194037836867,0.16586013360458238
02186,0.7670115134878552,0.146207670195611
02191,0.820596367298764,0.18098995931093342
02207,0.6638190486554029,0.14969374103663757
02208,0.6786454510780595,0.12770500165652593
02215,0.2648941585699769,0.0357265289861115
02223,0.7999489435518284,0.19240753939557895
02232,0.5464976980429171,0.08985871304311571
02236,0.3261090380936265,0.046421552288896294
02237,0.7236279891787303,0.1375465226060679
02238,0.7702120945249621,0.16913460787392537
02241,0.7653239229014328,0.16234150540719883
02245,0.7223934251541468,0.14641076763467345
02252,0.5761485603090833,0.1146819295281414
02266,0.6969679895745847,0.13407211100466299
02269,0.6468902939311739,0.117455997664331
02271,0.8088623120872455,0.17986610310677814
