sample_id,canny_edge_density,canny_f1,canny_f1_strict,canny_precision,canny_recall,canny_tol_px,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00000,0.10620498657226562,0.9045594341387299,0.33842147146060914,0.9450450774038289,0.8674000947142181,1,0.34150248765945435,0.6478257179260254,0.2856666147708893,68.86543273925781,4.3288180451346,15.349987030029297,2.89453125,0.4420962428486789
00001,0.038604736328125,0.8519767934258899,0.3041168658698539,0.9488142292490118,0.7730755198832543,1,0.3559955954551697,0.5360342264175415,0.22564734518527985,60.38943099975586,5.215582314876665,18.686635971069336,2.197265625,0.5518554480905864
00002,0.12420654296875,0.8822744208458152,0.36699155655995674,0.9539619164619164,0.8206080824929866,1,0.3233485221862793,0.6467443108558655,0.24349935352802277,73.84603118896484,3.891463460367292,12.38995361328125,2.048828125,0.36102510663417964
00003,0.0251922607421875,0.8534585648812475,0.3373421072536117,0.8937007874015748,0.8166842980202509,1,0.46473681926727295,0.7183958888053894,0.23734159767627716,61.42300033569336,5.518593580197713,13.624612808227539,1.4560546875,0.4472894998846571
00004,0.05442047119140625,0.8372496655373753,0.3367443565384733,0.9486190943502033,0.7492826593037735,1,0.3893486261367798,0.6740009784698486,0.23874613642692566,66.57737731933594,5.06612341298537,10.868488311767578,2.01171875,0.4821817744492271
00005,0.12524795532226562,0.8612678665114665,0.3452240356294199,0.9315322998203027,0.8008599049297656,1,0.4375994801521301,0.5953230261802673,0.2706434726715088,69.46942901611328,4.5114745252722335,8.979490280151367,1.8466796875,0.22825225085112838
00006,0.019992828369140625,0.8753578103973898,0.337006900813678,0.8488838008013738,0.9035362578334826,1,0.423096239566803,0.6399971842765808,0.21056324243545532,60.150413513183594,5.998961015923988,10.01313304901123,2.060546875,0.4592551613604925
00007,0.153167724609375,0.8919237672052313,0.3701231624950338,0.9569137278342299,0.835200133491855,1,0.37513333559036255,0.69762122631073,0.22170749306678772,72.19864654541016,3.840352739468671,14.614113807678223,2.251953125,0.3206444472569057
00008,0.14263153076171875,0.8755761478705797,0.35661531968769783,0.932040652580904,0.8255622727167443,1,0.3688862919807434,0.5602228045463562,0.20418211817741394,72.4932632446289,4.210410504675529,12.992669105529785,1.2822265625,0.37843282830000446
00009,0.15488815307617188,0.8918210775596115,0.3667415212759832,0.9508410708568332,0.8396997750475861,1,0.3214578628540039,0.6062511801719666,0.18905135989189148,73.7776107788086,3.6478953445313453,11.074767112731934,1.9501953125,0.2902134185423451
00010,0.12130355834960938,0.869303840400532,0.36162855231887975,0.951224881285575,0.8003742981908921,1,0.40688902139663696,0.5651397705078125,0.2585793137550354,70.33395385742188,4.178418060744773,8.321043014526367,2.02734375,0.2144161564566182
00011,0.06914520263671875,0.8441474468429497,0.36168077605949106,0.9011916583912611,0.7938949703428654,1,0.39596712589263916,0.6033022999763489,0.25445717573165894,70.4579086303711,6.123208787510583,9.629375457763672,1.6064453125,0.41498045676666895
00012,0.1730804443359375,0.8549054851330109,0.34843322568858076,0.9418584148814246,0.7826507058886683,1,0.4250498414039612,0.5859057307243347,0.24472837150096893,70.59619903564453,3.738289703518929,11.124597549438477,1.3466796875,0.20558627805572915
00013,0.12495040893554688,0.7953762741887342,0.33592052157714997,0.9386353228514731,0.6900565208289722,1,0.4163866639137268,0.6239389181137085,0.2503185570240021,70.72196960449219,3.9107890689759404,12.338322639465332,1.62890625,0.2994960048194085
00014,0.07217025756835938,0.9112270815170215,0.3754467101114148,0.9276388815476505,0.895385901656477,1,0.3932496905326843,0.6592981815338135,0.26036691665649414,71.1545639038086,4.830982580721089,13.134759902954102,1.8828125,0.6066373346484591
00015,0.050403594970703125,0.8721254743578328,0.35727815823983683,0.9319609475516537,0.8195097970363088,1,0.3543241024017334,0.48549723625183105,0.2702624201774597,65.24908447265625,5.795012735838074,14.552750587463379,2.23828125,0.506228566955502
00016,0.1509246826171875,0.8763314672307859,0.3447225020014979,0.8888130623799414,0.8641955752679655,1,0.42633622884750366,0.7635997533798218,0.20517097413539886,67.55687713623047,4.478914786860286,11.12887191772461,1.85546875,0.2522386384325121
00017,0.042575836181640625,0.8138335316335171,0.3409774267378719,0.8320043006899024,0.7964394893004855,1,0.38855934143066406,0.6196478605270386,0.22870264947414398,63.13283157348633,6.928315774130018,11.16901969909668,1.5517578125,0.5064527725073646
00018,0.12900924682617188,0.8464224276118388,0.34544446684136265,0.9581004760637511,0.7580613297627148,1,0.45839279890060425,0.5827093124389648,0.2803027927875519,72.02528381347656,4.208836177429744,11.973316192626953,1.62109375,0.28588608748438776
00019,0.03946685791015625,0.8150036107616224,0.33256033668298546,0.926541658612024,0.7274343122102009,1,0.3563407063484192,0.5478388667106628,0.24825257062911987,67.19129943847656,6.125417411630397,11.68478012084961,1.7578125,0.4897398133860828
00020,0.039104461669921875,0.7791912465975953,0.330652889462939,0.9031314018144572,0.6851636363636364,1,0.43554121255874634,0.6426649689674377,0.2582472562789917,67.21016693115234,5.995774273047059,9.8240385055542,2.19921875,0.4179300466017173
00021,0.1047821044921875,0.8500471498470934,0.34202791447622566,0.9239842726081258,0.7870661968756821,1,0.4224811792373657,0.5617915391921997,0.20089071989059448,66.07978057861328,4.685267894674448,10.672296524047852,1.806640625,0.21549560466745166
00022,0.15301132202148438,0.849857604390512,0.34664054759974783,0.9382712971504076,0.7766715250549134,1,0.32790106534957886,0.7171159386634827,0.22067560255527496,73.10250854492188,4.2817502300662955,13.006031036376953,2.125,0.23805681150870864
00023,0.0749969482421875,0.8436912752510937,0.3801856996984161,0.8988809766022381,0.7948866420203999,1,0.35223954916000366,0.5287272930145264,0.27539536356925964,69.47547912597656,5.501668904944638,13.804576873779297,1.6259765625,0.510875090231816
00024,0.07460403442382812,0.9029285214635836,0.3875523942588594,0.9217671421997239,0.88484450726979,1,0.2864307761192322,0.3865608870983124,0.2506694495677948,71.10508728027344,5.679597495596693,14.051009178161621,1.6728515625,0.5725469548640836
00025,0.1443023681640625,0.875012064953413,0.3315639382217579,0.8592312572697473,0.8913833848391202,1,0.3018304705619812,0.6117492914199829,0.2342202514410019,66.43814849853516,4.408967085262447,12.87855339050293,1.3974609375,0.28255073532159025
00026,0.0333709716796875,0.7895932356701127,0.3456705617757786,0.918609967992684,0.6923536950021358,1,0.3958880305290222,0.6887170076370239,0.2304050326347351,61.35295867919922,5.65555518539791,10.232773780822754,1.5107421875,0.5230607293882049
00027,0.0467529296875,0.8908626861187368,0.42098805823654506,0.9200391644908616,0.8634798294522794,1,0.36295807361602783,0.6661364436149597,0.2649524509906769,70.12633514404297,5.99831143044919,11.911171913146973,2.087890625,0.508642468130515
00028,0.0407562255859375,0.8409990258039357,0.3807886947388523,0.8355484837139648,0.8465211459754434,1,0.3966929316520691,0.5833899974822998,0.2918568253517151,68.77887725830078,6.304723819254469,13.182413101196289,1.822265625,0.5282693464759213
00029,0.054012298583984375,0.8254530254199496,0.37353916736414644,0.9308566989194152,0.7414917127071823,1,0.41292011737823486,0.7131412029266357,0.23348326981067657,68.32867431640625,5.751033029007856,9.147714614868164,1.83984375,0.47510501543358785
00030,0.07149124145507812,0.8244333820155825,0.2901575973832887,0.7851768849047542,0.8678218819262543,1,0.4537377953529358,0.775194525718689,0.26852673292160034,66.84053039550781,6.598605973458334,11.046318054199219,1.9716796875,0.28486315982862975
00031,0.030979156494140625,0.8167075041035713,0.34775181502043806,0.8391823667036079,0.7954050785973398,1,0.41191190481185913,0.7695159316062927,0.2426508665084839,70.35929107666016,5.828991654002549,10.32844066619873,1.4306640625,0.4608574881241771
00032,0.09886550903320312,0.8381373520739176,0.32269881917769244,0.9303931782227881,0.7625268019132443,1,0.39589107036590576,0.5398449897766113,0.24883800745010376,68.69108581542969,4.292700104417861,15.063118934631348,1.6435546875,0.346815009596655
00033,0.044681549072265625,0.8119162809881694,0.3356170323475848,0.8260906684880048,0.7982201074984581,1,0.35141199827194214,0.8165721297264099,0.2154063582420349,65.93048858642578,6.3054007645893,14.127813339233398,1.55859375,0.45660534029072686
00034,0.09035491943359375,0.8261216642508733,0.32559777571825765,0.9583720341129781,0.7259450171821306,1,0.3832934498786926,0.5472519993782043,0.2597406208515167,66.38675689697266,4.286538541986832,13.9094877243042,2.591796875,0.37031398319959313
00035,0.08532333374023438,0.8379248276037989,0.33549909038203957,0.9343675951178075,0.7595284588124683,1,0.3718125820159912,0.5347164869308472,0.23441068828105927,70.7325439453125,4.780189488298835,13.227842330932617,1.947265625,0.4757721956895457
00036,0.11663818359375,0.8919394369256096,0.35538451545856065,0.9213762428048142,0.8643253353973168,1,0.3253719210624695,0.5912473797798157,0.20502325892448425,73.39520263671875,4.424035122771362,13.321885108947754,1.6240234375,0.384463638897568
00037,0.08457565307617188,0.8445560203254431,0.346470839228368,0.8713634928510217,0.819348778960551,1,0.37596142292022705,0.5887227654457092,0.2614801526069641,72.8223648071289,5.136501605609709,13.025299072265625,2.212890625,0.4580334416329342
00038,0.02782440185546875,0.8680044110024198,0.34802022457154114,0.9372086646558816,0.8083175803402647,1,0.36810076236724854,0.5821892619132996,0.2838878333568573,62.652015686035156,5.353882735307125,9.287832260131836,1.7822265625,0.47973806465559465
00039,0.13876724243164062,0.8432882166894622,0.3443204449839141,0.9564285125216483,0.7540841584158415,1,0.3886259198188782,0.7430028319358826,0.27024567127227783,67.33988952636719,4.058913734330076,10.840801239013672,2.693359375,0.2857935936108858
00040,0.12119674682617188,0.8517283338736457,0.3449603291213635,0.9141040571590444,0.7973215023836424,1,0.3970455527305603,0.520535945892334,0.2362360954284668,70.27690887451172,3.504562133953436,11.740459442138672,1.9111328125,0.3848584447428589
00041,0.08452606201171875,0.8212772839575522,0.3016479099678457,0.9395703583355899,0.7294398956597348,1,0.38264620304107666,0.6025873422622681,0.228246808052063,58.602699279785156,4.7162251908109765,15.242727279663086,1.7021484375,0.3599492276673083
00042,0.08348846435546875,0.8816221704033147,0.34529708924705316,0.88540619574157,0.8778703515545621,1,0.3030695915222168,0.6826742887496948,0.22010022401809692,70.17354583740234,5.05780228611561,12.526521682739258,1.888671875,0.4271006633470158
00043,0.02805328369140625,0.8660285085133048,0.357396449704142,0.8493336959477835,0.8833927992215375,1,0.4020036458969116,0.6215426921844482,0.22833789885044098,60.157283782958984,6.145808033529096,11.878663063049316,2.20703125,0.45473567642810614
00044,0.03591156005859375,0.8694170623931375,0.3795817162570073,0.8804971319311663,0.8586123878310352,1,0.3396172523498535,0.5162918567657471,0.28096804022789,70.19548797607422,6.963510748441053,15.149435997009277,2.119140625,0.6078903773826537
00045,0.18177032470703125,0.8065784229452839,0.33467722582193427,0.9824763903462749,0.684100310237849,1,0.4931604266166687,0.7199947834014893,0.24480374157428741,69.79227447509766,4.165105078071747,11.429927825927734,1.833984375,0.1478238430453537
00046,0.029537200927734375,0.8913843594484822,0.3994586947161223,0.948082138705928,0.8410852713178295,1,0.44704604148864746,0.6640125513076782,0.2585938572883606,70.2806396484375,6.157665510674808,9.250848770141602,2.23046875,0.4320319706411669
00047,0.06590652465820312,0.8285883422119509,0.37629876231642817,0.8942524743879146,0.771907861792689,1,0.3503141403198242,0.5443763136863708,0.2359805703163147,66.091064453125,5.09304721056992,10.718744277954102,1.787109375,0.4351964283054397
00048,0.13611602783203125,0.799169538345972,0.3076132978784109,0.9502270052127123,0.6895516066306001,1,0.43812453746795654,0.5959680080413818,0.2553302049636841,65.80123901367188,3.945063882961478,9.713642120361328,1.4521484375,0.2038207981429218
00049,0.10035324096679688,0.7840581943539682,0.344088995421161,0.9297145246512335,0.67785944551902,1,0.41472089290618896,0.5773923993110657,0.2602704167366028,73.5988540649414,4.504623221765778,12.110132217407227,2.1015625,0.3564788241582683
00050,0.13343048095703125,0.8519417825099864,0.4356870012480617,0.9301560981188175,0.7858608636824895,1,0.5413326621055603,0.6869553327560425,0.24621933698654175,55.55097579956055,7.423987853642662,10.547063827514648,1.15625,0.1792821009843736
00051,0.12680435180664062,0.8341927133556887,0.3492122237496035,0.920128756655937,0.7629376399858541,1,0.4208359718322754,0.5550006628036499,0.270111083984375,70.60771179199219,5.321509884070577,11.54031753540039,2.083984375,0.3126066774113364
00052,0.075469970703125,0.8185578906698071,0.3416777449809603,0.9148301657905378,0.7406187746473147,1,0.4212415814399719,0.6819320917129517,0.24882419407367706,74.64386749267578,4.390814948409984,10.111989974975586,2.09375,0.3207815184558558
00053,0.057163238525390625,0.6896980332561027,0.2988510997921473,0.9460794127460794,0.5426448117794138,1,0.4286419749259949,0.6567904949188232,0.2505137324333191,64.4007568359375,5.156534711725927,9.811537742614746,1.8388671875,0.4060935661181833
00054,0.031337738037109375,0.8560539129082447,0.3387051958877466,0.7897748021911138,0.9344766219058405,1,0.5129376649856567,0.8148716688156128,0.21045039594173431,61.521339416503906,6.202983364519174,10.363967895507812,1.3017578125,0.1325818673716038
00055,0.08629608154296875,0.8601586952882605,0.3755536592303629,0.9235699761294315,0.8048954730034592,1,0.35903358459472656,0.5675872564315796,0.25914663076400757,67.16143035888672,4.280810686711187,14.235306739807129,1.595703125,0.46940416278429287
00056,0.043914794921875,0.8733170630708598,0.3924916162188058,0.9003648366921473,0.8478469735348065,1,0.329545795917511,0.5141750574111938,0.24821540713310242,69.29085540771484,5.844151570529643,12.950892448425293,2.603515625,0.5832036177280141
00057,0.015350341796875,0.8339779058127768,0.4029709974062721,0.9122763419483101,0.7680574248541947,1,0.33464688062667847,0.5031505227088928,0.18256717920303345,60.28976821899414,5.483300864182623,15.416363716125488,1.8154296875,0.6035089155033668
00058,0.033908843994140625,0.84253384936128,0.3409387222946545,0.8734390820114749,0.813740939174283,1,0.4767770767211914,0.8776363134384155,0.260738730430603,70.57177734375,6.793519160193408,7.668659210205078,1.96875,0.5110605184129019
00059,0.16447830200195312,0.8219490431040937,0.3418627450980392,0.9412064846812163,0.7295144608800502,1,0.39162957668304443,0.6038999557495117,0.23088127374649048,70.11979675292969,3.750932193450036,12.190710067749023,1.3359375,0.20792227700857302
00060,0.08646392822265625,0.866360545288663,0.37605386061745616,0.9426012529780288,0.8015301362194439,1,0.35560107231140137,0.6197192072868347,0.2168550044298172,62.4405403137207,4.181002901306206,11.469038963317871,1.294921875,0.3657482783861423
00061,0.0471343994140625,0.8771504232847067,0.3818230297489811,0.9354159922304953,0.8257177808160034,1,0.36912238597869873,0.5410102605819702,0.21739529073238373,64.26422882080078,4.7870288542051815,9.782609939575195,1.990234375,0.5303565441600837
00062,0.060802459716796875,0.8571033945866556,0.3333333333333333,0.8557625948930296,0.8584484023747582,1,0.3580796718597412,0.6225641965866089,0.25523337721824646,70.2715072631836,5.4738240558673406,11.295646667480469,1.87890625,0.42815216539681894
