sample_id,canny_edge_density,canny_f1,canny_f1_strict,canny_precision,canny_recall,canny_tol_px,depth_mse,depth_rmse,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00022,0.17898178100585938,0.8917891510256932,0.48182616697339803,0.9101430124256698,0.8741609016073738,1,257.4691969389798,16.04584671929094,0.09949040412902832,0.09897026419639587,0.7205612063407898,76.15924072265625,2.99885769724362,22.77396011352539,4.73046875,0.6944890810046243
00027,0.04839324951171875,0.9157303387835607,0.6485009243629933,0.9072993851489831,0.924319448999672,1,34.819848503101674,5.900834559882329,0.05872243642807007,0.0386495478451252,0.5984007120132446,74.49803161621094,4.835590750181562,28.560636520385742,4.89453125,0.8569271347525269
00057,0.016445159912109375,0.9301155789715065,0.7667921085642605,0.9445604268151241,0.9161058770749215,1,44.84607422581517,6.696721154849974,0.043174684047698975,0.028590014204382896,0.5097389817237854,70.836181640625,4.506108279710979,39.31727600097656,4.1796875,0.9773286232502432
00064,0.059879302978515625,0.9167628718861861,0.6030027383462906,0.9262916480856215,0.9074281448301605,1,20.46870423971389,4.5242352104763395,0.04299527406692505,0.050711918622255325,0.5451123714447021,76.42517852783203,3.9047114639665828,25.154876708984375,4.93359375,0.9346942227464883
00072,0.11492156982421875,0.9543680046866913,0.7244005641748942,0.9549226581690234,0.9538139951557782,1,15.260657732315991,3.906489182413794,0.03837329149246216,0.03483472019433975,0.7253220081329346,75.12360382080078,4.072881699830845,25.404991149902344,4.96484375,0.9189885913376205
00078,0.1637115478515625,0.9070826180738971,0.5204369478657581,0.9126433031969429,0.9015892844749809,1,1.9963317209374878,1.4129160346381124,0.05736047029495239,0.07258205860853195,0.6840770840644836,76.00933074951172,3.7252493512602585,24.702754974365234,4.94921875,0.7711402408555132
00080,0.07723617553710938,0.9433656995335622,0.7205463299597131,0.950017286511582,0.9368066076926836,1,104.40990031687797,10.218116280258215,0.05218571424484253,0.036193933337926865,0.48067954182624817,74.37110900878906,3.1283312613860508,32.24684143066406,4.15234375,0.9403478617619706
00101,0.1133575439453125,0.875247295541217,0.5627629907097242,0.8878045497375151,0.8630403108305003,1,40.53248405526918,6.366512707540069,0.060989558696746826,0.08021271228790283,0.46423929929733276,72.9928970336914,2.4060465383620167,27.080211639404297,4.078125,0.8080086503726189
00106,0.17128753662109375,0.930438919684447,0.5937088547371682,0.9364170860986147,0.9245365993095714,1,33.866135249751544,5.81946176632784,0.05318307876586914,0.07709106802940369,0.6044577956199646,76.0999755859375,3.3220403853132647,25.045223236083984,4.92578125,0.8224914345856289
00115,0.07196044921875,0.9082722652661513,0.6391255340900155,0.9163486005089059,0.9003370495203527,1,59.89193483235783,7.738987972103189,0.05881142616271973,0.040838573127985,0.5805723667144775,75.30258178710938,3.3642732934980457,31.568485260009766,4.828125,0.9211801010438408
00155,0.14832687377929688,0.9262777293627347,0.5582176957352005,0.9338271223928195,0.9188494214334333,1,19.183602234297787,4.379908929909135,0.08308571577072144,0.07595160603523254,0.6055111289024353,74.18952178955078,3.0932796984968194,23.88806915283203,4.546875,0.8200143119023401
00160,0.062374114990234375,0.9185720324732706,0.6888366697403254,0.9425111613968564,0.8958188556868195,1,9.813088031937841,3.1325848802447225,0.05922120809555054,0.04984940588474274,0.295392245054245,69.58720397949219,2.9384129796484433,32.65195083618164,3.099609375,0.9355873449433995
00166,0.06158447265625,0.9306071990450531,0.7177149068510522,0.9520564915758176,0.9101030927835052,1,63.509750277298004,7.96930048858104,0.030348002910614014,0.027969801798462868,0.4731009304523468,75.99508666992188,5.257596976019937,29.14379119873047,4.12109375,0.960820068354402
00169,0.09827423095703125,0.9780740595091794,0.864649061307159,0.9765157984628523,0.9796373016493395,1,265.8501906807028,16.304913084119853,0.04905986785888672,0.019596580415964127,0.5761231780052185,75.46724700927734,4.355121895320753,31.875995635986328,4.359375,0.9478004746257698
00174,0.036529541015625,0.8635677676529433,0.6528461347253294,0.9037176274018379,0.8268336654331531,1,13.954795208349818,3.7356117582465416,0.05286967754364014,0.0439579002559185,0.4868089556694031,73.54120635986328,3.2346758673950786,33.65243911743164,3.486328125,0.9463438686721034
00176,0.026683807373046875,0.9362295247146767,0.7650977552498189,0.9263759828448892,0.9462949376375642,1,17.055336645195208,4.129810727526772,0.04311555624008179,0.05019060894846916,0.6167475581169128,72.00308227539062,3.0615509623339285,36.070960998535156,4.97265625,0.9442833373421289
00181,0.20402145385742188,0.9290522962134984,0.5699674483983133,0.9369893237103378,0.9212486048341354,1,324.60860616817945,18.016897795352545,0.07507246732711792,0.07675045728683472,0.6436359286308289,75.017822265625,3.9154561195172852,20.978395462036133,4.6640625,0.7935555768792382
00199,0.09648513793945312,0.9249054042399895,0.6567840071217077,0.9430672518088008,0.9074298711144807,1,18.400829524902612,4.28961880881071,0.03749895095825195,0.026345018297433853,0.337648868560791,68.12834167480469,3.8615704503985513,31.00041961669922,3.998046875,0.9250534549929013
00206,0.10260009765625,0.8695777763221044,0.5350554889022195,0.8669318857822724,0.872239866908651,1,557.226452115969,23.60564449694117,0.06270378828048706,0.06891483813524246,0.5239192247390747,70.1795883178711,4.073110947272492,27.254636764526367,4.16796875,0.7718046573093106
00210,0.1659393310546875,0.9204499620929296,0.6197509080284611,0.922896551724138,0.9180163099344405,1,9.765968471129444,3.1250549548975046,0.044960618019104004,0.051394324749708176,0.6736113429069519,73.69699096679688,3.120636860709584,24.5289249420166,4.9296875,0.8434421337285907
00214,0.0806121826171875,0.9150095510794826,0.7232191666864735,0.9131175468483816,0.9169094121579676,1,3.9169219908804083,1.9791215199882013,0.04760277271270752,0.032083846628665924,0.6651304960250854,75.03172302246094,3.8180973633232766,30.57662582397461,4.90234375,0.929880421798595
00228,0.17428207397460938,0.9398569085913995,0.5212069456305153,0.9415807560137457,0.9381393616788242,1,379.7288823461586,19.486633427715486,0.06679755449295044,0.07264363020658493,0.657203197479248,75.41878509521484,4.566044447728551,22.49803924560547,4.65625,0.7854276969211257
00230,0.1033172607421875,0.9409386556321709,0.7197674631176761,0.9527765470388421,0.929391316942463,1,7.7802063145702345,2.78930211962961,0.04734903573989868,0.03702259808778763,0.6928254961967468,76.32292938232422,3.819612713881967,28.62213134765625,4.9765625,0.9249388888571178
00237,0.09296035766601562,0.9383200422118485,0.7070263740688545,0.9530961467438138,0.9239950990079443,1,84.97497037448463,9.218186935318931,0.046877145767211914,0.03823982924222946,0.6862033009529114,75.08578491210938,3.6244278785907245,26.668689727783203,4.1875,0.9082249891682307
00243,0.041454315185546875,0.8818488697283229,0.5732455349088941,0.8954633293457256,0.8686421937195931,1,25.656771569153186,5.065251382621912,0.07432162761688232,0.06613937765359879,0.3616541922092438,70.02130889892578,3.879325288458344,30.22948455810547,3.412109375,0.8981792109958359
00245,0.033969879150390625,0.9135901472817177,0.6012958963282937,0.950477259966311,0.8794591783671347,1,1.8425314720299737,1.3573987888715584,0.053512394428253174,0.03419576585292816,0.5330483913421631,71.7115249633789,4.772845906158292,33.2106819152832,4.45703125,0.9581342426763506
00260,0.04981231689453125,0.9178953005292937,0.6680359044576297,0.9268647572369428,0.9090977784494484,1,15.27709980809097,3.9085930727169553,0.06069457530975342,0.06278971582651138,0.4381062686443329,74.36589050292969,3.885351380269238,30.430057525634766,4.0390625,0.9107803316124111
00264,0.02764129638671875,0.9404479934872993,0.7568823007036,0.9481093016836876,0.9329095089949953,1,287.29526365336073,16.949786537103076,0.042781054973602295,0.0312783345580101,0.34284400939941406,67.78746032714844,3.8324579462723416,35.69394302368164,3.35546875,0.9502705588140594
00294,0.07555770874023438,0.9681821663841579,0.7352507749377509,0.9691523198869086,0.9672139532504731,1,75.08427172391137,8.665118102132906,0.06155341863632202,0.026913542300462723,0.565829873085022,73.53495025634766,6.17645807125344,27.707630157470703,4.4140625,0.9512316460145277
00315,0.1363372802734375,0.9163896911316806,0.6163098322651029,0.9342473419138221,0.8992019154030327,1,25.449670329713467,5.044766627874224,0.05365800857543945,0.07035645842552185,0.5317643880844116,75.5401611328125,2.781650225986458,24.769256591796875,4.3671875,0.8442442401053611
00324,0.043170928955078125,0.938527459868934,0.7609463276836158,0.9445082619068658,0.9326219243319517,1,4.470000946059994,2.1142376749220966,0.023537814617156982,0.018472280353307724,0.4561908543109894,75.34814453125,3.961413265603884,34.536197662353516,4.13671875,0.9774936926814445
00330,0.10886001586914062,0.9103828846668385,0.6145732975001268,0.9347513754073659,0.8872526611375955,1,11.684222879956648,3.418219255688062,0.0514644980430603,0.0592651441693306,0.6116538047790527,72.93133544921875,3.6270554285232675,26.69874382019043,4.84375,0.9186434917511869
00391,0.07410430908203125,0.8359876592721496,0.555870015666852,0.8546792957891486,0.8180960889418305,1,15.987232430322003,3.9984037352826194,0.06820213794708252,0.08154743164777756,0.45569393038749695,72.14875793457031,3.1856658502307265,28.507095336914062,4.02734375,0.8268365087903836
00395,0.056331634521484375,0.9341052467009265,0.6486486486486487,0.9303853186158326,0.9378550407227432,1,10.264377815890326,3.203806769436997,0.04459846019744873,0.04154606908559799,0.5644262433052063,69.48656463623047,3.148864099002442,28.688331604003906,4.75,0.9264023454990578
00399,0.07835006713867188,0.9256934808509524,0.600364875894186,0.9377282243536686,0.9139637293432454,1,31.041869907923818,5.5715231228025806,0.03539228439331055,0.04274382442235947,0.4745196998119354,71.40122985839844,2.7679414072770068,28.555179595947266,4.40625,0.9169641316217696
00405,0.170501708984375,0.9315274743658054,0.545798806023345,0.9347592625738321,0.9283179559971612,1,9.022862255654896,3.0038079591836255,0.07544112205505371,0.08444534987211227,0.719843327999115,74.89053344726562,4.291939051712884,21.6395263671875,4.921875,0.7915887325955797
00423,0.11500930786132812,0.8807761336011113,0.573102615694165,0.9040100832531759,0.858706529897423,1,303.96280907250326,17.43452921855085,0.0902300477027893,0.0880657285451889,0.41416436433792114,71.29231262207031,3.3093367069181965,28.50806999206543,3.732421875,0.8291208014527636
00432,0.08045196533203125,0.9386239666232028,0.706068650738205,0.9512565196775723,0.9263225334065531,1,56.58373774459933,7.522216278770462,0.03228408098220825,0.02989887446165085,0.6216444373130798,74.45318603515625,3.108541065686521,30.102436065673828,4.796875,0.9164476685040542
00434,0.08813095092773438,0.9217620842221333,0.6462717617431293,0.9142968445656409,0.9293502349082529,1,9.52775162535779,3.086705626611937,0.040882647037506104,0.043058283627033234,0.5832653641700745,72.93883514404297,2.690485249929594,26.81818962097168,4.80859375,0.8979194344954745
00443,0.0899658203125,0.8688385303042695,0.562073087431694,0.8674101085481682,0.8702716643741403,1,21.58772671773365,4.646259432891544,0.06602168083190918,0.10743018984794617,0.49811264872550964,73.4653549194336,3.772084052058038,26.38592529296875,4.609375,0.7412271053301428
00464,0.049556732177734375,0.9331529089945623,0.7171470071095482,0.9386498345008083,0.9277199908890745,1,13.950779073876667,3.735074172473241,0.04069530963897705,0.027008874341845512,0.3475579619407654,73.29278564453125,4.232068159002346,34.20180892944336,3.779296875,0.9534396993176428
00471,0.039638519287109375,0.8261359152969319,0.5214252226910455,0.8505437397748051,0.8030898619617881,1,13.882559544103614,3.725930695021529,0.06844502687454224,0.03340667113661766,0.42648938298225403,70.26888275146484,3.304024194981006,32.840065002441406,4.578125,0.9325913161792224
00476,0.06214141845703125,0.9404231367161906,0.7376184194747571,0.961755678330264,0.9200164068908941,1,15.272633563370428,3.9080216943321116,0.041056156158447266,0.02267804741859436,0.523902952671051,75.17317962646484,3.4547731293020507,29.727005004882812,4.609375,0.9603512875785457
00500,0.19044876098632812,0.9096642095880983,0.5556203458527306,0.9435353029544317,0.878140657572322,1,178.9896672051769,13.378702000013936,0.07625007629394531,0.09635012596845627,0.4309595227241516,71.32083892822266,2.742051477561552,24.70053482055664,4.078125,0.7732889829092656
00510,0.044513702392578125,0.9061547656953383,0.7029441797140912,0.9097609049618648,0.9025771018166455,1,3.2982061805301615,1.8160964127848944,0.06402266025543213,0.054470937699079514,0.3389585316181183,70.97306060791016,3.091072947667006,34.74921798706055,4.04296875,0.944376714143651
00511,0.2661628723144531,0.960641705593683,0.5480928513028331,0.9639115417138434,0.9573939787252053,1,44.8867523319739,6.699757632330733,0.07886195182800293,0.12815122306346893,0.6755106449127197,74.21147155761719,5.904359219055452,19.201351165771484,3.599609375,0.6792024997174824
00536,0.03089141845703125,0.920917767937017,0.6686798964624676,0.9251667078290936,0.9167076771653543,1,49.89503490926213,7.063641759691818,0.06704127788543701,0.08136958628892899,0.29008278250694275,59.858726501464844,3.638228805726314,34.16082000732422,3.431640625,0.9218562974974833
00548,0.09482574462890625,0.9276311365442396,0.6336505444913175,0.9459328988655563,0.9100241314589956,1,3.6454185017115415,1.9092979080571846,0.03206700086593628,0.039197586476802826,0.6020215153694153,72.96221923828125,2.7534045600289137,30.12101173400879,4.8125,0.9392453888610935
00564,0.024387359619140625,0.8367280069215669,0.6451402478799739,0.8182386985765682,0.8560722193834099,1,42.31062351399391,6.504661675598041,0.07991915941238403,0.07018087059259415,0.4207579493522644,67.63475036621094,5.175846813062968,33.85091018676758,3.037109375,0.8705789682057508
00569,0.029163360595703125,0.9268017274662065,0.682641806722689,0.9257030739045128,0.9279029919599314,1,8.234422294707304,2.8695683115596506,0.031766653060913086,0.027868736535310745,0.3178273141384125,71.7630844116211,4.087112839931014,36.128631591796875,3.984375,0.9783618252568516
00577,0.152435302734375,0.9240908989067823,0.6757093050473691,0.9373123123123123,0.911237291014535,1,37.832237603849265,6.1507916241610125,0.03195488452911377,0.043851688504219055,0.6080228686332703,74.4168930053711,3.262716400062926,26.417083740234375,4.5078125,0.8885616250406284
00587,0.17253494262695312,0.9537363813282482,0.7191809261566031,0.9648676733953879,0.9428589945775454,1,55.919101949761824,7.477907591683774,0.06350576877593994,0.059196729212999344,0.6350863575935364,72.41122436523438,4.334085473160578,23.484230041503906,4.07421875,0.8687608045031303
00606,0.0561981201171875,0.8688217328222448,0.620044543429844,0.8653950583763237,0.872275652113748,1,16.683805798816955,4.0845814716831095,0.053102850914001465,0.05428752303123474,0.4388071596622467,72.8440933227539,3.1185078593216544,31.65960121154785,4.25390625,0.9128970844437413
00635,0.052593231201171875,0.8981532861072995,0.6777425400028831,0.9075215782983971,0.88897643435284,1,51.03142124368029,7.1436280168889175,0.03537607192993164,0.03310646489262581,0.6192896962165833,73.54193878173828,3.6440830309221743,31.774873733520508,4.92578125,0.9222273345002194
00641,0.08317184448242188,0.942791065301159,0.7328638391340776,0.9497775535476769,0.9359066106091779,1,55.5492091803772,7.453134185051091,0.03725796937942505,0.0299367792904377,0.7217126488685608,74.69539642333984,4.366350891189155,28.459636688232422,4.6796875,0.929067041651147
00645,0.048519134521484375,0.8208748447980315,0.5166037876806993,0.8624891894016825,0.7830913748932536,1,37.16429562318796,6.096252588532398,0.059814512729644775,0.08778087049722672,0.5943199396133423,73.56993865966797,3.83448005212024,28.913002014160156,4.05859375,0.7924582927001017
