sample_id,depth_mse,depth_rmse,maniqa,musiq,niqe,qalign
00022,1351.1125729424937,36.757483223725934,0.3929362893104553,74.78005981445312,4.675741709926985,4.68359375
00027,6980.305574204908,83.54822304636352,0.43512728810310364,72.64815521240234,5.409875892834414,4.98046875
00057,3649.6059064517026,60.41196823851796,0.3451935946941376,69.74737548828125,5.317715428218056,4.96484375
00064,2693.1680371908624,51.89574199480013,0.38819649815559387,65.08702850341797,5.760429903065705,4.9296875
00072,2018.5293257953956,44.928046093675114,0.43574798107147217,50.83942794799805,6.697138836020775,2.40234375
00078,285.9177482794826,16.909102527321863,0.3619508445262909,73.12928009033203,5.265544074423175,4.59375
00080,1915.434167652606,43.76567339425507,0.38547220826148987,73.9766845703125,6.651567684489597,4.29296875
00101,2555.4624869334507,50.55158243748113,0.4065242409706116,73.91197967529297,7.414268639892603,4.13671875
00106,5583.899208010652,74.7254923570976,0.35961392521858215,74.744873046875,4.89847034849877,4.9765625
00115,3264.9862578354855,57.140058258943746,0.4070976972579956,69.78923797607422,5.440251330646246,4.9765625
00155,943.0912409525259,30.70979063674199,0.3575608432292938,71.35030364990234,6.306337833540293,4.75
00160,2544.612444796801,50.444151740284035,0.34341520071029663,67.24678039550781,7.440338110063967,3.892578125
00166,2396.48489359688,48.95390580532752,0.45721882581710815,68.95368194580078,8.941943188879426,4.4609375
00169,4862.06443392226,69.72850517487278,0.3999265134334564,67.71910858154297,8.261240202582936,3.119140625
00174,5770.522652038697,75.963956269001,0.3836330771446228,69.79966735839844,5.2494001196255144,4.80078125
00176,3400.0299870708996,58.30977608489763,0.3427598178386688,71.60029602050781,5.713836555638992,4.78515625
00181,1721.9930428470159,41.49690401520354,0.37615329027175903,61.93737030029297,4.556644142727511,4.94921875
00199,5492.2952671149305,74.11002136765939,0.35844483971595764,65.6014633178711,5.602379007049431,4.828125
00206,4017.7798056624843,63.38595905768472,0.3526626229286194,63.77510452270508,8.916162064286398,4.73046875
00210,1593.8876989665318,39.92352312818261,0.4503432810306549,74.0466537475586,4.619787845358229,4.859375
00214,614.3637419639739,24.78636201551115,0.3659535348415375,70.00420379638672,4.936101759574073,4.96484375
00228,4858.802885982361,69.70511377210686,0.43029797077178955,65.7385482788086,5.214851516878916,4.7109375
00230,1031.8930834245486,32.12309268150482,0.4255276918411255,70.37014770507812,4.426898438050631,4.90234375
00237,1433.1809913495238,37.8573769739733,0.4359434247016907,62.154502868652344,6.685296835676888,4.765625
00243,550.7148836689004,23.46731522072562,0.3926655650138855,67.81414794921875,10.585776555065827,2.83984375
00245,743.1379104862659,27.260555946023292,0.443091481924057,65.07263946533203,5.745526702806227,4.51171875
00260,715.6622114421365,26.751863700350608,0.3613400161266327,71.21409606933594,5.511041459893643,4.5625
00264,5508.51185665326,74.2193496108209,0.4096575677394867,71.8231430053711,5.534524479615717,4.3984375
00294,2174.511687264275,46.631659709517905,0.3394549787044525,58.94661331176758,6.121076329665401,2.283203125
00315,3208.5444019944503,56.64401470583146,0.4018077850341797,68.67806243896484,5.171741050900548,4.72265625
00324,1672.6450936490069,40.897983980252704,0.2849443256855011,62.9653434753418,8.049095326805388,4.23046875
00330,2209.8593939234383,47.00914159951699,0.38817882537841797,69.12616729736328,5.986339137829512,4.890625
00391,1173.8337591668562,34.26125740784854,0.4061730206012726,55.79637908935547,7.0151859111424635,2.611328125
00395,5091.167312411287,71.35241630394367,0.3747512996196747,66.1358871459961,6.464773063001724,3.947265625
00399,4389.244688682149,66.25137499465312,0.354266494512558,71.2790298461914,6.694279853664072,4.96875
00405,1512.8952350120478,38.895953967116526,0.31526729464530945,66.16377258300781,5.003039050871115,4.50390625
00423,3127.2837354575468,55.92212205788999,0.19455543160438538,58.681358337402344,5.685501205512545,3.44921875
00432,3780.2530553925826,61.48376253444955,0.3637517988681793,71.24040985107422,6.443651940645024,4.9296875
00434,2438.0079603664863,49.37618819194619,0.4753515124320984,72.79954528808594,4.6333326431464155,4.95703125
00443,1722.8025638149122,41.50665686145913,0.36474788188934326,70.8340835571289,5.05551228256016,4.0
00464,2200.857287871754,46.91329542754116,0.3583908677101135,67.77580261230469,8.514806329288273,4.88671875
00471,1058.7922873301895,32.53908860632377,0.45092177391052246,56.773929595947266,7.710665393159489,3.466796875
00476,3212.3048160112376,56.67719837828293,0.3175030052661896,62.32925796508789,9.394664915720364,3.84765625
00500,4464.3894343265765,66.816086643312,0.2870340943336487,67.07225799560547,5.981732808012055,4.7890625
00510,4692.83102299557,68.50424091248344,0.23263223469257355,63.27896499633789,6.293619922252671,4.30078125
00511,193.36648739915472,13.905627903807678,0.3767416775226593,66.82962799072266,4.991250728705802,4.828125
00536,2588.8799080438803,50.88103682162816,0.30743321776390076,57.942203521728516,6.478297392320719,3.412109375
00548,4258.037072601822,65.25363647032877,0.42243802547454834,68.80213165283203,7.972864660228183,4.14453125
