sample_id,deqa,unipercept_iaa,unipercept_iqa,vqr1
00000,4.25,81.0,74.5,4.8
00001,4.29296875,80.5,80.0,4.87
00002,4.50390625,76.5,80.0,4.9
00003,4.3515625,59.0,78.5,4.87
00004,3.89453125,82.5,79.0,4.0
00005,3.880859375,73.5,75.0,4.0
00006,3.87890625,60.0,75.0,4.2
00007,4.52734375,80.5,80.0,4.8
00008,4.5390625,80.0,79.5,4.8
00009,4.671875,80.5,80.0,4.95
00010,4.15234375,82.0,79.0,4.2
00011,4.4375,81.0,79.5,4.75
00012,4.5,80.5,80.0,4.67
00013,4.5859375,79.5,79.5,4.95
00014,3.078125,85.5,73.5,3.8
00015,4.26953125,80.5,80.0,4.8
00016,4.50390625,80.5,79.5,4.38
00017,4.29296875,83.5,80.0,4.67
00018,4.4921875,80.0,80.0,4.9
00019,4.53125,79.0,79.5,4.95
00020,4.609375,65.5,80.0,4.9
00021,4.4375,76.0,79.5,4.7
00022,4.62109375,81.0,80.0,4.95
00023,4.515625,74.0,79.5,4.8
00024,4.5,80.0,79.5,4.8
00025,4.62890625,80.0,79.5,4.9
00026,4.35546875,75.5,74.0,4.6
00027,4.4921875,79.5,79.5,4.8
00028,4.55078125,80.5,80.5,4.95
00029,4.453125,78.5,79.5,4.67
00030,4.26171875,82.0,79.5,4.67
00031,4.42578125,64.0,77.0,4.8
00032,4.44140625,82.5,80.0,4.8
00033,4.5234375,80.5,80.0,4.8
00034,4.4296875,80.5,80.5,4.9
00035,4.32421875,80.0,79.5,4.8
00036,4.62109375,81.0,80.0,4.9
00037,4.36328125,80.0,79.0,4.8
00038,4.046875,80.0,79.5,4.75
00039,4.34375,84.0,80.0,4.8
00040,4.28515625,80.5,79.0,4.8
00041,4.37890625,80.0,79.5,4.87
00042,4.52734375,80.5,79.5,4.87
00043,4.08203125,85.5,78.0,4.5
00044,4.51171875,80.5,79.5,4.87
00045,4.5078125,84.0,80.0,4.8
00046,4.5625,80.0,80.0,4.95
00047,4.60546875,75.5,80.0,4.95
00048,4.26953125,82.0,79.5,4.8
00049,4.55859375,77.0,79.5,4.5
00050,4.15625,60.5,70.5,4.5
00051,4.31640625,73.5,77.0,4.5
00052,4.46484375,67.0,79.5,4.8
00053,4.48046875,70.5,79.5,4.8
00054,4.12109375,81.0,80.5,4.6
00055,4.375,64.0,79.0,4.8
00056,4.30859375,70.0,79.0,4.5
00057,4.32421875,81.0,78.0,4.5
00058,3.9140625,68.0,77.5,4.5
00059,4.453125,81.5,80.0,4.8
00060,4.47265625,66.0,79.0,4.5
00061,4.45703125,76.0,79.5,4.87
00062,4.421875,82.0,80.0,4.8
00063,4.14453125,63.25,74.5,4.67
00064,4.5078125,80.0,79.5,4.8
00065,4.59375,81.0,80.0,4.9
00066,4.21484375,80.5,79.5,4.8
00067,4.3984375,80.0,80.0,4.8
00068,4.09375,82.0,74.0,4.6
00069,4.2421875,75.5,79.5,4.7
00070,4.53515625,58.25,79.5,4.9
