sample_id,deqa,unipercept_iaa,unipercept_iqa,vqr1
00000,3.650390625,82.5,61.75,4.5
00001,4.03515625,73.0,75.5,4.8
00002,3.99609375,71.5,79.5,4.5
00003,4.453125,62.5,79.5,4.87
00004,3.470703125,67.0,74.0,4.5
00005,3.72265625,67.5,69.0,4.3
00006,2.830078125,61.0,51.25,3.5
00007,3.876953125,78.5,79.0,4.8
00008,4.4765625,70.5,78.5,4.8
00009,4.546875,81.5,80.0,4.9
00010,3.4765625,83.5,73.5,4.3
00011,4.359375,78.0,79.0,4.67
00012,4.34375,80.0,79.0,4.75
00013,4.50390625,80.5,79.5,4.95
00014,3.490234375,65.5,79.0,4.6
00015,3.65234375,82.5,79.5,4.7
00016,4.046875,77.5,74.0,4.3
00017,3.80859375,50.75,50.0,4.5
00018,4.55859375,80.0,80.0,4.95
00019,4.47265625,76.0,79.5,4.9
00020,4.3046875,61.0,73.0,4.6
00021,4.1796875,61.75,72.5,4.67
00022,4.3828125,80.0,79.5,4.87
00023,4.515625,74.0,79.5,4.8
00024,4.37890625,75.0,77.0,4.7
00025,3.748046875,70.5,64.5,4.0
00026,4.34765625,79.0,79.0,4.5
00027,4.15625,75.0,75.0,4.8
00028,4.51171875,76.5,80.0,4.95
00029,4.38671875,63.5,79.0,4.8
00030,3.166015625,58.25,57.75,4.25
00031,3.677734375,76.0,74.0,4.6
00032,4.09765625,80.0,75.5,4.67
00033,3.548828125,66.0,66.0,4.5
00034,3.939453125,59.25,64.5,4.8
00035,3.625,79.5,80.0,4.7
00036,4.5,79.5,80.0,4.8
00037,4.05859375,73.0,70.5,4.3
00038,4.4609375,75.5,79.5,4.8
00039,4.37109375,82.5,80.0,4.7
00040,4.34375,81.5,74.5,4.67
00041,4.34765625,82.5,79.5,4.67
00042,4.50390625,82.0,79.5,4.7
00043,2.9765625,84.0,46.75,3.8
00044,4.15625,75.0,74.5,4.6
00045,3.71875,85.5,68.0,4.5
00046,3.697265625,83.5,74.0,4.6
00047,4.58203125,80.0,80.0,4.8
00048,4.26171875,78.5,74.5,4.67
00049,4.64453125,78.0,79.5,4.67
00050,2.658203125,79.0,44.5,3.8
00051,4.1953125,78.5,74.0,4.67
00052,4.296875,71.5,77.0,4.67
00053,4.5703125,53.0,79.0,4.8
00054,3.22265625,82.5,52.25,3.8
00055,4.359375,74.5,79.5,4.8
00056,4.44921875,73.0,78.0,4.3
00057,4.0625,82.0,63.25,4.0
00058,2.88671875,64.0,64.5,4.2
00059,4.37890625,81.0,80.0,4.67
00060,4.296875,77.0,79.5,4.5
00061,4.28515625,61.25,79.0,4.9
00062,3.947265625,67.0,66.5,4.5
00063,3.89453125,58.25,58.0,1.0
00064,4.30859375,66.0,75.0,4.75
00065,3.751953125,79.0,74.0,4.3
00066,2.982421875,62.75,53.25,3.2
00067,4.15234375,63.0,65.0,4.8
00068,3.82421875,76.0,68.5,4.5
00069,4.17578125,61.25,79.0,4.5
00070,4.44921875,80.5,79.5,4.9
00071,3.201171875,62.0,37.5,3.0
00072,4.50390625,78.5,80.0,4.9
00073,4.16796875,83.0,74.0,4.25
00074,4.34375,85.0,80.0,4.8
00075,3.689453125,82.0,75.5,4.3
00076,4.30078125,74.5,79.0,4.8
00077,3.251953125,86.0,44.25,4.0
00078,4.5078125,79.5,80.5,4.9
00079,4.37890625,82.0,79.5,4.5
00080,4.0078125,59.5,62.25,4.5
00081,4.03515625,60.25,69.0,4.5
00082,2.99609375,85.5,46.25,3.8
00083,4.38671875,80.0,79.0,4.67
00084,3.5234375,79.5,60.5,4.3
00085,4.015625,78.0,74.5,4.7
00086,3.333984375,38.5,39.25,3.8
00087,3.5546875,86.0,51.5,3.5
00088,3.228515625,80.5,74.0,4.5
00089,4.3515625,80.5,80.0,4.8
00090,4.5703125,77.0,79.5,4.9
00091,3.28125,71.0,65.0,4.3
00092,4.40625,80.0,79.5,4.5
00093,4.32421875,72.5,74.0,4.5
00094,3.728515625,51.75,49.25,4.2
00095,4.3671875,79.5,79.0,4.5
