sample_id,canny_edge_density,canny_f1,canny_f1_strict,canny_precision,canny_recall,canny_tol_px,depth_mse,depth_rmse,maniqa,musiq,niqe,qalign
00022,0.1369636058807373,0.8621709170212488,0.28183842673806664,0.8453993005690492,0.87962145628477,4,217.7897395161934,14.757701024082085,0.37376755475997925,76.8238525390625,3.0210454806926057,4.72265625
00027,0.019860029220581055,0.8465058702080047,0.2546159785946451,0.8133350940587522,0.8824973351918662,4,34.29799272204395,5.856448814942716,0.386152058839798,72.3973159790039,3.6768279274130355,4.93359375
00057,0.0022537708282470703,0.6023918807131475,0.16674713113232073,0.9444620755315772,0.4422246523104531,4,42.20905832924119,6.496849877382206,0.2533852756023407,56.44118881225586,7.449074742531393,4.38671875
00064,0.021824359893798828,0.7292372286838116,0.22519370730840038,0.9621687168170596,0.5871049520965534,4,20.62754404028538,4.541755612126811,0.28751033544540405,72.70274353027344,5.594686767279869,4.9453125
00072,0.050238609313964844,0.9169139718790582,0.29274973302161805,0.9434262229731012,0.8918510899498988,4,15.6824144549529,3.960102833886123,0.3437938392162323,73.09355926513672,4.298028961903936,4.953125
00078,0.15604472160339355,0.8826694605856233,0.2968477807880511,0.8216926229069869,0.9534217618617994,4,2.7420922018352654,1.6559263878069175,0.3829469382762909,76.94728088378906,3.5921587736384653,4.93359375
00080,0.02064371109008789,0.8339766994755942,0.2431914040419169,0.9532372438962419,0.7412394311128488,4,93.29850032963797,9.65911488334402,0.2375200390815735,72.0223159790039,5.028423413743592,4.28515625
00101,0.0368804931640625,0.7846542630386912,0.20072189480433014,0.8834557302441043,0.705728913712158,4,34.59589921372097,5.881827880320961,0.23271532356739044,61.351593017578125,5.297046302639028,4.2109375
00106,0.08644247055053711,0.8905803705156268,0.26513854874659476,0.8908722825637263,0.8902886497064579,4,30.80330291818355,5.550072334500115,0.336441308259964,75.71240234375,4.648899496671102,4.9453125
00115,0.0220489501953125,0.7537990296263319,0.20211948932774784,0.919939446366782,0.6384884625356495,4,45.43643441714463,6.740655340331876,0.28026145696640015,73.30323791503906,4.419943731872517,4.9296875
00155,0.08077478408813477,0.8754407908020498,0.26630616785794264,0.8806088655643253,0.8703330224115764,4,19.4675177962883,4.412201014945749,0.27446818351745605,75.06857299804688,3.0594944818072722,4.78125
00160,0.0061016082763671875,0.4898168746758774,0.10886444945011263,0.976789621756799,0.32686182534167246,4,9.919343163309355,3.1494988749496886,0.1653600037097931,61.462059020996094,7.021752502429197,3.189453125
00166,0.014671564102172852,0.805337403119246,0.23088399067050494,0.9643954043908542,0.6913181148748159,4,58.6984951598039,7.661494316372225,0.3042899966239929,71.39714813232422,6.4639205125824475,4.265625
00169,0.030918359756469727,0.9493971791695579,0.319157343286517,0.9224018938780546,0.9780202063628547,4,221.64245298714343,14.887661098612616,0.30410468578338623,72.28731536865234,6.612124605027199,4.4453125
00174,0.002524852752685547,0.38107480652737136,0.08721416853594027,0.9711992445703493,0.2370421766771041,4,12.969353348924374,3.601298841935278,0.18230880796909332,55.17705535888672,7.41926811945361,3.71484375
00176,0.010721206665039062,0.7377262406596655,0.21788478520596333,0.7172878491371643,0.7593635363169479,4,11.966178264249278,3.4592164234475526,0.35338106751441956,68.38177490234375,4.914597374449193,4.98828125
00181,0.10663509368896484,0.9060106814363693,0.2680440763012708,0.912847113535751,0.8992758860446819,4,268.6486154152023,16.390503818223596,0.29689279198646545,76.15757751464844,4.58130752121289,4.62890625
00199,0.012224674224853516,0.566489842870085,0.1368996564938714,0.989994929203885,0.3967612774829416,4,18.6186636038045,4.314934947806803,0.19257007539272308,59.11573791503906,6.152821677323595,4.06640625
00206,0.1164393424987793,0.7018321741896427,0.2252405243815479,0.5673345864507701,0.9199159671808832,4,491.82759325106497,22.177186324037255,0.31091269850730896,69.44283294677734,4.430914619818586,4.19140625
00210,0.11879301071166992,0.8872359471241826,0.2892650785943942,0.8388733457232657,0.9415160929255089,4,9.81714381073747,3.1332321667468994,0.36444753408432007,72.61865997314453,3.3782225060542475,4.93359375
00214,0.04469132423400879,0.7973091551239553,0.2500492818250543,0.7067842453147256,0.9144292297407001,4,4.475936230350615,2.1156408557103012,0.42100265622138977,74.30200958251953,4.125377017264147,4.93359375
