sample_id,canny_f1,canny_f1_strict,depth_mse,depth_rmse,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00000,0.8939550463557708,0.5502306065124666,7.154456966967759,2.6747816671586038,0.06770020723342896,0.09020289778709412,0.48566699028015137,68.89561462402344,3.1275084402742364,28.298490524291992,3.98828125,0.869624244875836
00001,0.8258231890400091,0.5684676779073169,42.795140824379686,6.541799509644092,0.04028332233428955,0.04306815192103386,0.5444474220275879,69.0760498046875,3.788912405202858,31.725055694580078,4.8515625,0.8915646394080794
00002,0.942455981878729,0.5289454300303374,15.248671283895238,3.9049547095831008,0.07041144371032715,0.0865306556224823,0.7114945650100708,74.7259292602539,3.3904664380519685,21.774524688720703,4.78515625,0.7409420340504994
00003,0.8493997524053792,0.5333716090139228,171.29652458795255,13.088029820716049,0.035576820373535156,0.026054903864860535,0.5946033000946045,73.93582916259766,5.512650022052106,34.41376495361328,4.859375,0.9282427077597292
00004,0.9075520956667137,0.5348400257676615,9.40712446282484,3.0671035950591627,0.053821444511413574,0.04940153658390045,0.4965915083885193,75.06621551513672,2.8710541681906188,28.70313262939453,3.8671875,0.8862837660062033
00005,0.9365507608266893,0.6314416349333931,9.409992836445435,3.0675711624093474,0.03000819683074951,0.04592537879943848,0.6333586573600769,74.4523696899414,2.855219898055175,26.63201141357422,4.390625,0.8852346334241092
00006,0.8751082410364116,0.6070772058823529,1002.0076065573948,31.654503732603278,0.03905618190765381,0.019120199605822563,0.35933828353881836,67.86734008789062,4.840906105260257,37.80997848510742,3.015625,0.9691378892040362
00007,0.9273663511091623,0.487995222798781,58.2094833990592,7.629513968730852,0.08492302894592285,0.1272439956665039,0.644260585308075,76.20646667480469,4.174127704400368,22.54467010498047,4.69140625,0.6674428834835583
00008,0.9180199931758353,0.5810175337740731,31.29077553750655,5.593815829780826,0.061257004737854004,0.06288334727287292,0.7197097539901733,75.52189636230469,3.521040720110367,24.175514221191406,4.84765625,0.7656856179275733
00009,0.9441947872875143,0.5312990372789347,8.19720722739158,2.863076531878179,0.0818902850151062,0.08678334951400757,0.776058554649353,77.142578125,3.704913077295304,20.078161239624023,4.91015625,0.7465701835750937
00010,0.9514521357385478,0.6542768213460073,5.117823335089369,2.262260669129305,0.05202043056488037,0.04449028894305229,0.5304397344589233,74.60507202148438,2.6974333805253194,24.887744903564453,4.046875,0.8716806020463758
00011,0.9444956914532541,0.7612897030225914,18.832449257429822,4.339636996043542,0.028677701950073242,0.024169888347387314,0.7853168845176697,75.77535247802734,3.7476149190526677,29.749004364013672,4.88671875,0.9297535052681669
00012,0.935028644055,0.6119076893138616,24.62955969916487,4.962817717704819,0.0608597993850708,0.0811118632555008,0.5262387990951538,73.93163299560547,3.0181747907147436,23.101913452148438,4.56640625,0.7972725838825937
00013,0.9146071477013658,0.5945765400914348,19.72918455897566,4.441754671182962,0.048641204833984375,0.0703907459974289,0.7349469065666199,75.2381362915039,3.626899121260455,23.963966369628906,4.86328125,0.7880989077908641
00014,0.932301066244318,0.5368945460236313,22.140880637963555,4.705409720519942,0.07737183570861816,0.06461376696825027,0.6047297716140747,75.7403793334961,4.1691738611955405,28.102272033691406,4.83984375,0.8963775353779438
00015,0.9360066900307953,0.7263263125236995,71.75592739926554,8.470887049138687,0.038743436336517334,0.030752550810575485,0.6596928238868713,71.4604263305664,4.235459019641037,31.507795333862305,4.86328125,0.9392724032971427
00016,0.8716811851748121,0.5055597830089104,2.490712108824976,1.57819900799138,0.05972343683242798,0.06404141336679459,0.5484773516654968,74.13898468017578,3.5936743489576553,24.65690803527832,4.37109375,0.7238982493532825
00017,0.9136963331753808,0.677936256383166,248.2871262533755,15.757129378582112,0.048045456409454346,0.033676814287900925,0.3577492833137512,74.62291717529297,4.0003934151138925,33.407012939453125,3.896484375,0.9216635127388713
00018,0.9344587694694143,0.5044516736580772,14.515903924513795,3.809974268222004,0.05004149675369263,0.043276675045490265,0.708685040473938,76.73178100585938,4.262336444934352,24.67144012451172,4.82421875,0.787518697109039
00019,0.8836041203261717,0.6259593425929393,18.325981036009964,4.2808855434372415,0.04178202152252197,0.031147342175245285,0.6555894613265991,75.76232147216797,3.8750029335315244,31.639583587646484,4.9453125,0.9071729883178689
00020,0.867425854946489,0.6021489046660845,92.83257785954264,9.634966417146591,0.05308353900909424,0.038447700440883636,0.586617648601532,74.61325073242188,3.297295151214694,32.925567626953125,4.7109375,0.9044804742690647
00021,0.9154840593811817,0.683253873659118,21.265180690218475,4.611418511718328,0.04686206579208374,0.04346214607357979,0.5416483879089355,67.94803619384766,4.130043222232306,28.946292877197266,4.88671875,0.888446238911584
00022,0.904888882184287,0.4911195975025762,286.17356111270306,16.916665188881144,0.07035046815872192,0.09209109842777252,0.7587404847145081,76.18409729003906,3.4795159724557183,22.76335906982422,4.67578125,0.6794424118735014
00023,0.9248022544119447,0.7345198763721624,7.194426697743042,2.6822428483906973,0.0466381311416626,0.03257520869374275,0.6924814581871033,73.88909149169922,2.638232786496195,30.52158546447754,4.8984375,0.9108507810038288
00024,0.9477530497950339,0.6917182956125932,24.539326340074368,4.95371843568792,0.04629349708557129,0.028475947678089142,0.5571103692054749,75.1839370727539,2.985131934752173,28.83502960205078,4.64453125,0.9355841748680653
00025,0.8754125753082223,0.5149974944520008,22.130582508178286,4.704315307053545,0.08484035730361938,0.08363711833953857,0.5203720927238464,68.46936798095703,4.389416640953147,26.262531280517578,3.951171875,0.7802539773594963
00026,0.914163476496381,0.7060571979434447,8.036151684466065,2.834810696407445,0.032570838928222656,0.02810133434832096,0.6278103590011597,75.7366714477539,2.7487704483005317,29.61124610900879,4.86328125,0.8319449228764669
00027,0.9310543224171215,0.6723580803446763,63.743810659087636,7.983972110365093,0.04373800754547119,0.04205288738012314,0.5412598848342896,74.39082336425781,6.752217276815148,28.73294448852539,4.63671875,0.814021739987928
00028,0.9341643488478166,0.7959834388235854,47.12428869063461,6.864713299959045,0.04604506492614746,0.035480305552482605,0.7141885161399841,74.42134094238281,3.689037801067812,33.65127944946289,4.96875,0.9149531365752586
00029,0.9501198306869081,0.7559640941316009,17.615975637390626,4.197138982377237,0.022622108459472656,0.023881739005446434,0.6373488306999207,75.13212585449219,5.527048302428902,29.894493103027344,4.80859375,0.9411827894023128
00030,0.8190027342695462,0.5878966394430312,1058.022633335674,32.52725984978867,0.0814371109008789,0.0727340579032898,0.4957355558872223,70.3753662109375,5.414405725575007,27.36355972290039,3.123046875,0.6778205305383698
00031,0.9178221345369216,0.6348655680832611,26.13423616521747,5.112165506438291,0.046138107776641846,0.05507238954305649,0.2988194227218628,70.7772216796875,5.720294903050412,32.57676315307617,3.6875,0.8668885334110624
00032,0.894375509339017,0.6001167726562623,70.67228065341988,8.406680715563063,0.06932592391967773,0.07198336720466614,0.5178621411323547,72.87239837646484,3.2031004564299703,27.381778717041016,4.18359375,0.8101298487583005
00033,0.7756818065415446,0.4213745126519379,9.648702655764385,3.10623609143999,0.07022988796234131,0.09559701383113861,0.5775941610336304,75.34266662597656,5.189007407174957,27.347183227539062,3.888671875,0.7055939779336293
00034,0.897146608014419,0.5908847015749771,51.66330309708891,7.187718907768229,0.05156111717224121,0.06346122175455093,0.6165421605110168,74.305908203125,5.390844013423118,25.48877716064453,4.81640625,0.790452579233803
00035,0.903077616776824,0.5920082075955636,14.510882782391631,3.809315264242595,0.04608774185180664,0.04698400944471359,0.5934253334999084,74.83858489990234,3.2498279768920812,28.57062530517578,4.78125,0.8723756827239485
00036,0.8853640316026887,0.46634177016192424,2.922684946815441,1.7095861916895096,0.07473635673522949,0.06811840832233429,0.8185924291610718,75.78367614746094,3.719366640239994,24.159242630004883,4.91796875,0.7335228436007816
00037,0.9122983396067955,0.6143590193412569,24.011965505579315,4.900200557689381,0.06844460964202881,0.053207118064165115,0.5375990867614746,76.16931915283203,3.7927317789452726,27.60186195373535,4.50390625,0.8506403265099038
00038,0.9045429597334105,0.6480633584952358,23.7797243820828,4.876445876053871,0.04225248098373413,0.031004758551716805,0.6591906547546387,75.76883697509766,4.696018814965956,33.383201599121094,4.9765625,0.9272050214536133
00039,0.9308952724159532,0.5280670740946513,44.166457486122816,6.6457849413084995,0.07711601257324219,0.09327487647533417,0.6970686316490173,74.59439849853516,4.019809482921532,21.85359764099121,4.921875,0.7108129477912418
00040,0.954002889145468,0.7850347378622224,6.595796482366795,2.5682282769190894,0.03949856758117676,0.023376859724521637,0.5955103635787964,74.31471252441406,4.3146396335806605,30.040058135986328,4.56640625,0.9441242944267724
00041,0.8712361160235393,0.6030640197504142,60.65258670236745,7.787977060981077,0.050898969173431396,0.05417344346642494,0.6233864426612854,73.02165985107422,3.719722402747165,28.232685089111328,4.62109375,0.8428369926168047
00042,0.8323662591645499,0.502987251258409,8.02499203870309,2.8328416896648303,0.06410402059555054,0.06705024838447571,0.6187445521354675,73.93321228027344,3.6686862521343055,27.84505844116211,4.78125,0.7813673004403474
00043,0.8783664284132079,0.673126514026725,62.84182711648445,7.9272837161593035,0.02930450439453125,0.025121822953224182,0.28051960468292236,67.247802734375,4.214852088518752,38.08438491821289,3.32421875,0.9557951621833924
00044,0.922472375677859,0.7265234353535909,38.01107667112242,6.165312374172327,0.04801839590072632,0.03450455516576767,0.4544210433959961,75.93312072753906,4.687035779463308,35.88943099975586,4.50390625,0.9745409691254716
00045,0.964439588511617,0.5345648927987383,25.8092053939389,5.080276113946849,0.06156718730926514,0.10698677599430084,0.5684689879417419,70.30348205566406,4.687286192955089,18.810409545898438,4.40234375,0.6518718846125378
00046,0.9580717792735335,0.7435233160621761,498.33819762395746,22.323489817319278,0.061991095542907715,0.029480040073394775,0.5679870247840881,71.9762954711914,4.117992491977894,34.698211669921875,4.37109375,0.9524872946212988
00047,0.9200805665648755,0.6950954336796328,6.206741637754421,2.491333305231241,0.045098304748535156,0.034844737499952316,0.710099458694458,72.0183334350586,3.624878197367286,30.9544734954834,4.95703125,0.9156554120072414
00048,0.9349101520636212,0.6311866598216492,17.64936710562648,4.2011149836235715,0.03973400592803955,0.0619257315993309,0.5909914970397949,72.94021606445312,3.051014683461108,23.227521896362305,4.3828125,0.813523672120848
00049,0.933399898605197,0.6233301406462671,6.9066128189398395,2.628043534445318,0.04345577955245972,0.04976414889097214,0.6993618011474609,77.52584838867188,3.197230383429507,26.474510192871094,4.98046875,0.8753681150093439
00050,0.9940963786858497,0.9076311534315487,2.1104716250515425,1.452746235600541,0.0920407772064209,0.016955383121967316,0.4693487882614136,69.30139923095703,12.698507556483694,27.30636978149414,3.34375,0.9578093525009547
00051,0.9205482109280192,0.5965109867548892,10.239484605878678,3.1999194686552155,0.07266348600387573,0.06530887633562088,0.5666707754135132,72.46196746826172,3.1392902070820736,26.684730529785156,4.44140625,0.8164792500690338
00052,0.9005374339389317,0.5792073339392263,40.169026335831106,6.337903938671768,0.028796911239624023,0.03414417430758476,0.4213322401046753,74.20316314697266,2.9732451501032453,28.771934509277344,4.23828125,0.9200720191496038
00053,0.887686982233885,0.5812412891236644,52.50220489329356,7.245840523589624,0.06364768743515015,0.04509041830897331,0.6913261413574219,75.31859588623047,3.7538480106171512,28.857749938964844,4.94921875,0.8513803673311511
00054,0.9222370007201811,0.6092970886279556,58.23330564745608,7.63107499946476,0.06265181303024292,0.026693593710660934,0.360275536775589,59.7181282043457,4.552467326540337,34.885372161865234,3.8046875,0.9349946543860858
00055,0.9424020748059853,0.6836042987048774,17.078239965943975,4.132582723424176,0.0493931770324707,0.04065943881869316,0.6208403706550598,74.02403259277344,2.9074083611229,29.03321075439453,4.59765625,0.9128513146144898
00056,0.9145585183805498,0.6833056017748197,50.16837658618837,7.082963827818717,0.05389821529388428,0.029359230771660805,0.6351248025894165,74.11483001708984,3.0509078667437537,31.18405532836914,4.7109375,0.9057859197095873
00057,0.9127584287216672,0.7517441236449501,30.51737160777843,5.524253036183121,0.03446245193481445,0.022575367242097855,0.5297420024871826,70.89444732666016,4.231501565923086,37.043670654296875,4.28515625,0.9642827645572966
00058,0.9072588015801942,0.7347443225706782,44.234796473211134,6.6509244825972225,0.04498183727264404,0.028890274465084076,0.6102563142776489,72.7237548828125,4.4845596033860335,28.785388946533203,3.15625,0.8277983982424605
00059,0.9241311168716313,0.5857932964616512,19.3247071285815,4.3959876169731755,0.07076603174209595,0.08221818506717682,0.6629014015197754,73.73614501953125,3.5554395307687177,23.042585372924805,4.62109375,0.7536968040061025
00060,0.9413542317063691,0.605177874346321,12.37878086029112,3.518349166909265,0.050386905670166016,0.04890253394842148,0.6877906918525696,74.64639282226562,3.902854307786361,26.315134048461914,4.8671875,0.8303889954855963
00061,0.9202897173146855,0.6297615193698068,497.9998166834737,22.315909497116035,0.049355149269104004,0.025571927428245544,0.6356563568115234,74.8484115600586,4.711061783184863,30.973159790039062,4.95703125,0.909767805378888
00062,0.9077798285009455,0.6392977361230282,104.60997253921718,10.22790166843704,0.05934727191925049,0.06885462999343872,0.34453463554382324,72.55802917480469,3.7255424956343357,31.498565673828125,4.0390625,0.8748540475875809
00063,0.929356474826682,0.5997085397843195,17.237492038058903,4.151805876731101,0.06291407346725464,0.0617489293217659,0.5829529166221619,74.75515747070312,5.028893679620741,22.138652801513672,4.73046875,0.819368704417725
00064,0.9025933667497876,0.5824667436968566,9.166739595645293,3.0276623978979713,0.042829811573028564,0.042739734053611755,0.5120347738265991,76.28262329101562,3.275305213616947,25.42262077331543,4.84765625,0.9233527327020492
00065,0.9391648866474495,0.6123082849782101,67.1239219774135,8.192919014454707,0.10356098413467407,0.07302272319793701,0.6495851278305054,71.32122802734375,6.823852437487673,22.665637969970703,4.75390625,0.7519844278170653
