sample_id,canny_f1,canny_f1_strict,canny_tol_px,maniqa,musiq,niqe,qalign
00000,0.8469293846116693,0.2275382718015199,4,0.4131825268268585,73.41677856445312,3.409614981401407,4.0546875
00001,0.729641544969415,0.21379755995152064,4,0.36238253116607666,69.45793914794922,3.7186869724450053,4.578125
00002,0.9053750641852228,0.299441039231904,4,0.46947142481803894,74.08643341064453,2.839298325040265,4.84765625
00003,0.48919373090178603,0.1177137382174931,4,0.3584030568599701,70.13269805908203,4.373637895843372,4.8515625
00004,0.8095500306908288,0.21069998831328643,4,0.38639312982559204,73.65026092529297,3.1031461361855017,4.0859375
00005,0.755574512895456,0.17309322113700482,4,0.4189867079257965,75.19001007080078,3.2357765851628484,4.9765625
00006,0.3719575446749066,0.05900609218744013,4,0.29291650652885437,54.30404281616211,6.260376565163903,3.037109375
00007,0.8931223210674374,0.29893347463616493,4,0.4512113034725189,75.72577667236328,2.7925301639048046,4.9140625
00008,0.8544256670152417,0.2496677154329863,4,0.49064838886260986,75.86670684814453,1.9259381583439383,4.80859375
00009,0.8998003636008013,0.26059322396368867,4,0.36680877208709717,77.40203857421875,2.2232266315592963,4.2734375
00010,0.8302020688908458,0.2041686781135758,4,0.24621181190013885,67.46353149414062,3.7123704425153594,4.76953125
00011,0.6014368848319314,0.10988472040931535,4,0.33390238881111145,71.41246032714844,4.310868552332526,4.7265625
00012,0.8649855635488385,0.2460058185604641,4,0.4123399257659912,74.34556579589844,1.4952243811738672,4.4921875
00013,0.7497801549555321,0.1964735516372796,4,0.5374800562858582,74.66790008544922,2.5801282377276893,4.875
00014,0.8260474777473416,0.26241365802956085,4,0.46587297320365906,75.62451171875,3.2657884949240743,4.65625
00015,0.7727388667926114,0.1705075120864015,4,0.3600672483444214,67.45777893066406,4.84306783118345,4.1328125
00016,0.8285949137365207,0.246296079908777,4,0.40987032651901245,68.13519287109375,2.5902469151340686,3.642578125
00017,0.7342973137551296,0.18508483274966792,4,0.3298164904117584,72.8714828491211,6.096098881903438,4.1953125
00018,0.8893023379707528,0.27096761541176934,4,0.504145622253418,76.4359359741211,3.090368266233607,4.953125
00019,0.5153831199472806,0.11597727120984774,4,0.3793242871761322,74.58179473876953,2.970620543459988,4.98828125
00020,0.5954724716945253,0.15086395930181562,4,0.4515624940395355,75.57786560058594,2.969261623352607,4.984375
00021,0.8604111410119557,0.1887495193117841,4,0.18815025687217712,61.853240966796875,4.720354650531021,3.84375
00022,0.872293792198263,0.275586897087457,4,0.535031795501709,76.49126434326172,2.670938714820391,4.85546875
00023,0.7327221669451481,0.18984883620902662,4,0.509250283241272,72.36383056640625,2.9555884675396147,4.9453125
00024,0.5555973277474643,0.11996495770080676,4,0.40657705068588257,73.1648941040039,4.437351380637068,4.96875
00025,0.7947136494394708,0.2105684500230336,4,0.46122702956199646,75.95792388916016,2.0907960612128926,4.66796875
00026,0.33903004313462215,0.055788414020316646,4,0.34438908100128174,72.2756576538086,5.809633210037175,4.83984375
00027,0.785270596302565,0.2052024107733996,4,0.4711761176586151,73.76902770996094,4.389649166274892,4.97265625
00028,0.6017031792415088,0.1779435859598804,4,0.5223463773727417,74.98529815673828,3.7293261576750107,4.91796875
00029,0.7296120011971008,0.15505787646863917,4,0.3062257766723633,72.87705993652344,4.11532964355695,4.76171875
00030,0.8136099636921209,0.20898928068511655,4,0.3657653033733368,76.02568054199219,5.143177887684242,3.5703125
00031,0.6587692552238267,0.1403665054721303,4,0.3566352427005768,72.10214233398438,4.55049532909117,4.83984375
00032,0.7743395976576907,0.17629148699656744,4,0.2069409191608429,67.594482421875,3.5326474985836316,3.943359375
00033,0.7311494525227394,0.20673705002469042,4,0.4137979745864868,77.04335021972656,3.8352430416825043,3.970703125
00034,0.876953059515177,0.24285222902052345,4,0.38979703187942505,69.71231842041016,4.447692087940455,4.73046875
00035,0.8343380508630381,0.23947670231431736,4,0.50650554895401,74.91510772705078,3.5676177056554907,4.69140625
00036,0.8556477501657423,0.2607189568023685,4,0.5351958870887756,76.4775390625,2.628659983882894,4.9375
00037,0.7853541674394908,0.21030872159956504,4,0.5446311831474304,76.08547973632812,3.0997234649487435,4.77734375
00038,0.6123906617588604,0.1525564134000464,4,0.3868117928504944,71.33890533447266,3.603545821569894,4.953125
00039,0.8988679294469538,0.2754994821128597,4,0.44282081723213196,74.49932861328125,2.5281850868130573,4.484375
00040,0.7639472129161737,0.17068031646833998,4,0.4759184420108795,72.95169067382812,2.698077185729419,4.9296875
00041,0.629332976434941,0.12784761932258012,4,0.3127686381340027,71.81764221191406,4.0565805326195274,4.7578125
00042,0.8500482483014339,0.2527872670664164,4,0.4524240493774414,75.21137237548828,2.7267538622724627,4.55078125
00043,0.4154381695989001,0.10703043022035677,4,0.27548089623451233,64.26326751708984,5.218682412293049,4.21484375
00044,0.7456804440837236,0.1717151195920936,4,0.43079903721809387,70.52278900146484,4.685797020425027,4.9765625
00045,0.9257957989653396,0.29809593169479265,4,0.40787002444267273,76.28890228271484,1.7869632019127804,4.859375
00046,0.6147400635795142,0.18528961147980982,4,0.4239098131656647,73.49352264404297,4.799792196912403,4.96875
00047,0.7303296725791524,0.18914014114935906,4,0.5187526941299438,73.22796630859375,2.964013705518791,4.96875
00048,0.8245421369225967,0.21360739952546592,4,0.37055525183677673,69.1716537475586,2.140229372796109,4.265625
00049,0.6087776270016368,0.11123264297159982,4,0.23812973499298096,74.79672241210938,4.828862988906655,4.78515625
00050,0.5908986623738313,0.1505863417905443,4,0.4870365858078003,71.00055694580078,3.2147537721437893,4.05859375
00051,0.8519713540799738,0.21128202860654394,4,0.45161139965057373,74.60918426513672,2.8592574642504816,4.4453125
00052,0.4740649363639059,0.08740059374567381,4,0.33492910861968994,71.90673065185547,4.261067690333802,4.37890625
00053,0.6658999331046807,0.1646282489195774,4,0.45942848920822144,73.1888427734375,3.326288986968712,4.97265625
00054,0.7936511830946842,0.22539155811298997,4,0.304877370595932,63.70618438720703,4.055105412847367,3.99609375
00055,0.7003137003547178,0.20317370590905015,4,0.4481206238269806,74.7452163696289,2.742343540087855,4.6953125
00056,0.6896341721736704,0.14234758793211275,4,0.39139363169670105,72.831298828125,5.001521302763384,4.51171875
00057,0.6232306788530568,0.13072002241314903,4,0.28943905234336853,58.58633804321289,6.56222826469096,4.59375
00058,0.5594805126461494,0.09690070454308819,4,0.34082335233688354,71.02220153808594,6.227948112214805,4.24609375
00059,0.8635422028837751,0.24366852340071665,4,0.4763243794441223,73.76363372802734,1.8431079249222038,4.73046875
00060,0.4198396096833314,0.0698897535805218,4,0.3292003571987152,74.84943389892578,4.726099822493088,4.7734375
00061,0.7183558014893029,0.1811033236464871,4,0.40441209077835083,73.65885925292969,2.6367485237569523,4.90234375
00062,0.8166356664956167,0.20051993067590987,4,0.3714280426502228,76.25826263427734,5.052641607228812,3.953125
00063,0.8490082707360539,0.21170478098988227,4,0.39078637957572937,75.6123275756836,3.7094873013152942,3.76171875
00064,0.6989495505764307,0.18773588664917146,4,0.2988644540309906,73.805908203125,4.06534875087049,4.95703125
00065,0.7653746527643337,0.20184390890065873,4,0.51034015417099,75.11386108398438,3.236017715568509,4.71484375
00066,0.8624866550232866,0.21837727023988107,4,0.43331947922706604,74.93132019042969,2.684979122311225,4.24609375
00067,0.8175948716110923,0.21371422434623852,4,0.41243743896484375,75.53675842285156,3.966387150777876,4.94140625
00068,0.7216089658930391,0.17453932498180286,4,0.4224497377872467,71.84848022460938,4.5057647678140444,4.6484375
00069,0.518237333976433,0.08821536614503159,4,0.2542107403278351,72.1348648071289,3.9253849042954836,4.7734375
