sample_id,canny_edge_density,canny_f1,canny_f1_strict,canny_precision,canny_recall,canny_tol_px,depth_mse,depth_rmse,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00022,0.19176101684570312,0.904888882184287,0.4911195975025762,0.893831188207444,0.9162235953441586,1,286.1632584323899,16.916360673395147,0.07035279273986816,0.09209123253822327,0.7587404847145081,76.18411254882812,3.4795159724557183,22.76335906982422,4.67578125,0.6794424118735014
00027,0.049098968505859375,0.9310543224171215,0.6723580803446763,0.914536555046228,0.9481797310593637,1,63.74418780533014,7.983995729290575,0.04373669624328613,0.04205368086695671,0.5412598848342896,74.39078521728516,6.752217276815148,28.73294448852539,4.63671875,0.814021739987928
00057,0.018535614013671875,0.9127584287216672,0.7517441236449501,0.8754887837003499,0.9533423059668013,1,30.523330979354206,5.524792392421113,0.03446471691131592,0.022575613111257553,0.5297420024871826,70.8944320678711,4.231501565923086,37.043670654296875,4.28515625,0.9642827645572966
00064,0.06744003295898438,0.9025933667497876,0.5824667436968566,0.8670739295209005,0.9411471942267015,1,9.165727834752893,3.0274953071396977,0.042833030223846436,0.042740412056446075,0.5120347738265991,76.2826156616211,3.275305213616947,25.42262077331543,4.84765625,0.9233527327020492
00072,0.11513137817382812,0.9554023941750086,0.7348806366047745,0.953613200357841,0.95719831447626,1,16.00748684982731,4.00093574677566,0.03707152605056763,0.032469455152750015,0.7328853011131287,75.06086730957031,3.5571180491058505,25.7554988861084,4.9453125,0.9124991687723093
00078,0.17197799682617188,0.9101229576254634,0.5268033065338014,0.8976554355300224,0.9229416799685382,1,8.96217335777171,2.9936889213429825,0.05893474817276001,0.07273948192596436,0.7126862406730652,76.52922821044922,3.3159078470120362,24.852031707763672,4.91796875,0.773287607973727
00080,0.08012771606445312,0.9346319898446063,0.7100274924034149,0.9233991906688883,0.9461414398123259,1,80.26320400476855,8.958973378951885,0.0627284049987793,0.03819015622138977,0.46380093693733215,73.85870361328125,3.5721974972313486,31.51612091064453,4.1875,0.9193658545401832
00101,0.12978744506835938,0.8695262333772656,0.5508720034510384,0.8323193134056374,0.9102153148777724,1,24.42690296727959,4.94235803713972,0.05285310745239258,0.07657192647457123,0.48332253098487854,72.59357452392578,3.55056852236534,26.45307731628418,4.125,0.7678715998167519
00106,0.18352508544921875,0.9334565178177997,0.5928901900864418,0.9119102057784244,0.9560456474416764,1,55.32382620887612,7.437998804038363,0.056291818618774414,0.08298327028751373,0.6611887216567993,75.88285827636719,3.5227772925762917,24.36526107788086,4.91015625,0.7957260098822904
00115,0.07733917236328125,0.9106426791399767,0.618822518263859,0.8895629870770445,0.9327456572465647,1,19.361209199328,4.4001374068690176,0.04284262657165527,0.03202322497963905,0.5974175333976746,75.2514419555664,4.150579611184191,30.43362808227539,4.7265625,0.8831538047275121
00155,0.15323638916015625,0.9285958956337232,0.5607675639114696,0.9234752302713468,0.9337736657675145,1,29.52762364358824,5.433932613088631,0.07955658435821533,0.06842295825481415,0.6328654885292053,74.56401824951172,3.1543389983690306,23.795215606689453,4.6015625,0.8093362943940818
00160,0.06758880615234375,0.926556680897784,0.6785571371405705,0.9138164578394853,0.9396571693305537,1,8.506257413603878,2.9165488875730983,0.08318716287612915,0.056031763553619385,0.3553214967250824,68.82987976074219,2.7318344545559707,31.639102935791016,3.3515625,0.9111517794879873
00166,0.0656890869140625,0.9346261977038498,0.7232636350343618,0.9264808362369338,0.9429160530191458,1,29.742082485470544,5.4536302116544855,0.0330471396446228,0.028172776103019714,0.5570359826087952,76.03137969970703,4.322157697111296,29.599285125732422,4.30078125,0.957835217553837
00169,0.09947586059570312,0.9786665864267811,0.8754427733581093,0.9675576178241362,0.9900336121316344,1,35.56600713173274,5.963724266910128,0.06044679880142212,0.026457415893673897,0.5824502110481262,75.49942016601562,3.7433399132434397,31.77168083190918,4.5390625,0.9258047398223421
