sample_id,canny_f1,canny_f1_strict,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00000,0.7294603896726507,0.2626578028471663,0.277445912361145,0.6792368292808533,0.5724958777427673,71.73554229736328,4.9629341069373165,15.337810516357422,3.97265625,0.45958631440153336
00001,0.5484217304090362,0.2063777441332324,0.24475306272506714,0.5165349841117859,0.5301145315170288,64.13282775878906,3.8134523749614284,18.915639877319336,4.8203125,0.5404847244068276
00002,0.8306488169583119,0.3238780800885958,0.23188191652297974,0.5299712419509888,0.6718701720237732,74.88317108154297,3.4821151483065225,12.04920768737793,4.8046875,0.3642110695823208
00003,0.6047005195928269,0.21669106881405564,0.320841908454895,0.6612435579299927,0.5416272878646851,73.29385375976562,4.023722119638442,13.60460376739502,4.671875,0.41511934791098976
00004,0.6881500199214003,0.24373405372955126,0.31103241443634033,0.6828352212905884,0.6055827736854553,70.42815399169922,3.3876786837506305,10.707621574401855,4.12109375,0.49586275180460154
00005,0.7394408229624159,0.2779598269004678,0.31717050075531006,0.5994547605514526,0.6151902675628662,68.95570373535156,3.0005384409725724,8.997865676879883,3.67578125,0.20962908527162255
00006,0.5474145761277905,0.22771403353927624,0.3320944905281067,0.6157370805740356,0.4694734513759613,70.34891510009766,2.616283052604905,10.223297119140625,3.552734375,0.43802892842971614
00007,0.8575865039770791,0.32063072268638176,0.23230797052383423,0.4715205729007721,0.703639566898346,75.07168579101562,6.09472992525425,15.09253978729248,4.4453125,0.2834885279273914
00008,0.8216280845153171,0.3185305072720823,0.18671977519989014,0.3714979588985443,0.6898748874664307,75.13834381103516,3.940728350207969,13.585347175598145,4.90234375,0.3989254973707329
00009,0.817835387235999,0.3024235704102645,0.21139401197433472,0.521518886089325,0.7067088484764099,76.52446746826172,3.30998999976406,10.864679336547852,4.87890625,0.25942960764306544
00010,0.7919325719001257,0.3074114822964593,0.23855292797088623,0.5143156051635742,0.6533859372138977,70.92858123779297,2.657350385668406,8.319123268127441,4.8671875,0.21546316528979587
00011,0.7619531207527571,0.37145156729242346,0.22770726680755615,0.4766746163368225,0.6972775459289551,75.72933197021484,3.1201340591892457,9.628983497619629,4.32421875,0.45922637601239025
00012,0.7907722424087701,0.2893266131797298,0.29293835163116455,0.6870245933532715,0.6916809678077698,72.84352111816406,4.7536820944078535,11.081153869628906,4.55078125,0.1579442848363321
00013,0.7194284113465301,0.28224061706330544,0.23360466957092285,0.44838565587997437,0.7135610580444336,74.41907501220703,3.2711307884563414,12.244573593139648,4.453125,0.337929822719794
00014,0.784883620969032,0.29137263828818577,0.29746752977371216,0.6139219999313354,0.6314347982406616,71.86107635498047,6.689527309412743,13.05795669555664,3.6953125,0.5644276587132497
00015,0.7546728282345478,0.3442200113891401,0.20567506551742554,0.3738664388656616,0.5940204858779907,68.32266235351562,3.191693376456677,14.543455123901367,4.08203125,0.5451337138688778
