sample_id,canny_f1,canny_f1_strict,depth_mse,depth_rmse,maniqa,musiq,niqe,qalign
00000,1.0,1.0,0.0009211825825009945,0.03035098981089405,0.35555052757263184,68.30709075927734,3.0246060711176015,3.91796875
00001,1.0,1.0,0.001182622802249676,0.03438928324710586,0.45611080527305603,68.60682678222656,3.2303990925157877,4.765625
00002,1.0,1.0,0.000985519639371972,0.03139298710495661,0.5985520482063293,74.69727325439453,3.190890316935687,4.8671875
00003,1.0,1.0,0.001407194354767953,0.03751258928370518,0.5723236203193665,73.27870178222656,4.974159289894122,4.9453125
00004,1.0,1.0,0.00035014745513084597,0.018712227423020648,0.38526037335395813,75.08089447021484,2.5825710236823727,3.66015625
00005,1.0,1.0,0.0009721488931473947,0.03117930231976647,0.5426979064941406,73.61504364013672,2.280378482472222,4.1328125
00006,1.0,1.0,0.0010713221584284934,0.03273105800961059,0.35419949889183044,67.53620147705078,5.049563579297019,2.92578125
00007,1.0,1.0,0.0007306663226592061,0.027030840213711563,0.4898483157157898,76.20587921142578,3.4218860517698064,4.13671875
00008,1.0,1.0,0.0005167712149294729,0.022732602467149973,0.5948855876922607,75.74172973632812,3.033825128229358,4.50390625
00009,1.0,1.0,0.00046043767460084113,0.021457811505389852,0.6867601871490479,77.21277618408203,2.2976188924960947,4.66796875
00010,1.0,1.0,0.0010963482908495686,0.0331111505515826,0.5118638873100281,74.55602264404297,1.8126565800390548,3.8984375
00011,1.0,1.0,0.0013856496948892291,0.03722431590894894,0.6952533721923828,76.025634765625,3.3435376902998537,4.35546875
00012,1.0,1.0,0.0005976946324048312,0.024447794019191817,0.38121724128723145,73.67701721191406,2.0338958107106215,4.47265625
00013,1.0,1.0,0.0004708778461518787,0.021699719955609535,0.6021011471748352,75.0347900390625,2.6134366073819972,4.578125
00014,1.0,1.0,0.00031346675972660604,0.017704992508515954,0.5391495823860168,75.42878723144531,3.098938512217851,4.59765625
00015,1.0,1.0,0.0008083433118005731,0.028431378999277772,0.5888398885726929,71.39982604980469,3.90660230511344,4.48828125
00016,1.0,1.0,0.0009990570175445377,0.03160786322332684,0.4373275339603424,74.00525665283203,2.6950780566692316,4.171875
00017,1.0,1.0,0.0020890467875137055,0.045706091361149066,0.3024069368839264,74.73976135253906,3.603119369060028,3.830078125
00018,1.0,1.0,0.0011252293653771337,0.033544438665405234,0.6810852885246277,76.84223937988281,4.527975150790858,4.83203125
00019,1.0,1.0,0.0015027486188098314,0.03876530173763428,0.5942438840866089,75.56161499023438,3.5945780606918065,4.71484375
00020,1.0,1.0,0.0012424978524838894,0.03524908300202843,0.5503523945808411,74.76421356201172,3.9860299880406482,4.74609375
00021,1.0,1.0,0.001045733376706602,0.03233780104933856,0.43766456842422485,67.57196044921875,3.9030366940425276,4.3984375
00022,1.0,1.0,0.00040756538263626694,0.020188248627264996,0.6562088131904602,76.35010528564453,2.424579310328058,4.6484375
00023,1.0,1.0,0.0006309904070843522,0.025119522429464143,0.608509361743927,73.8443603515625,2.3117018107408107,4.7578125
00024,1.0,1.0,0.0007998197710780334,0.02828108504067751,0.46539244055747986,75.06468963623047,2.8699418066631956,4.48046875
00025,1.0,1.0,0.0009039048267186344,0.03006501000696049,0.34501856565475464,66.8594970703125,3.480084457817062,3.765625
00026,1.0,1.0,0.0009812146838901953,0.03132434650380109,0.5838506817817688,75.51275634765625,3.57268202297897,4.84765625
00027,1.0,1.0,0.001729845387690907,0.041591410022875,0.5216882228851318,74.4833755493164,5.041616766514995,4.671875
00028,1.0,1.0,0.0008224208215942746,0.028677880353929135,0.6633525490760803,74.26679992675781,3.4765849800429613,4.94921875
00029,1.0,1.0,0.0009364940295532457,0.030602189947015974,0.5951699614524841,75.11941528320312,4.73289892827706,4.75390625
00030,1.0,1.0,0.00148373360928938,0.0385192628341896,0.41020891070365906,70.05864715576172,4.487015923783395,3.09375
00031,1.0,1.0,0.000933843180803711,0.030558847831744427,0.26505953073501587,70.53177642822266,5.714732006021092,3.51171875
00032,1.0,1.0,0.0007457355976071279,0.027308159908846438,0.39275452494621277,71.92680358886719,1.8108475360419485,4.01953125
00033,1.0,1.0,0.0005651072504705827,0.02377198457156202,0.47747287154197693,75.0760498046875,4.10844675830656,3.63671875
00034,1.0,1.0,0.0009324908233823572,0.030536712714081673,0.5968858003616333,74.08116149902344,4.247843050754259,4.86328125
00035,1.0,1.0,0.00044743803153951794,0.0211527310657399,0.49970319867134094,74.47782897949219,2.5772174793266855,4.71484375
00036,1.0,1.0,0.000516062537012456,0.022717009860728943,0.7418529391288757,75.82780456542969,3.3019864359322124,4.90234375
00037,1.0,1.0,0.0006251618656171983,0.02500323710276728,0.43025997281074524,75.96855163574219,2.733002994758757,4.2109375
00038,1.0,1.0,0.0007298708385666075,0.027016121826913046,0.5974001884460449,75.97622680664062,4.093980375073198,4.8984375
00039,1.0,1.0,0.0010721496177715294,0.03274369584777396,0.5701549649238586,74.5488510131836,3.0524248879466978,4.88671875
00040,1.0,1.0,0.0008277939225707474,0.028771408074175782,0.47890958189964294,74.0482177734375,2.9945207618734124,4.28515625
00041,1.0,1.0,0.002241686423451616,0.047346451012210154,0.5305840373039246,72.75489044189453,2.963533887940745,4.484375
00042,1.0,1.0,0.0006027860174318961,0.024551700907104096,0.4864048659801483,73.4435043334961,2.997236873149455,4.8046875
00043,1.0,1.0,0.0011745357560310624,0.03427150063873863,0.29050129652023315,67.26995849609375,4.600917945337572,3.42578125
00044,1.0,1.0,0.000721597301950713,0.02686256320515064,0.39546671509742737,75.64144134521484,4.932131455914384,4.734375
00045,1.0,1.0,0.0008107866357795082,0.028474315369811935,0.46097707748413086,70.0119857788086,2.8247998117830635,4.15625
00046,1.0,1.0,0.0013270163359873246,0.03642823542236605,0.5062596797943115,72.02325439453125,4.373661116845678,4.203125
00047,1.0,1.0,0.0012515567009168448,0.035377347284905984,0.5701297521591187,72.13445281982422,2.8017792567228375,4.8125
00048,1.0,1.0,0.0009874527982059568,0.03142376168134485,0.5055598616600037,72.97972869873047,2.063746726005981,4.1484375
00049,1.0,1.0,0.001247376644614125,0.03531821972600155,0.5312390327453613,77.30200958251953,2.5770569491101254,4.78515625
00050,1.0,1.0,0.002037364488760933,0.04513717413353358,0.4143843948841095,68.45863342285156,14.609644486202855,3.07421875
00051,1.0,1.0,0.0009348651367634204,0.030575564373587945,0.45092645287513733,72.55113220214844,2.4051348599830327,4.296875
00052,1.0,1.0,0.0010500618297719258,0.03240465753208828,0.357998788356781,74.24304962158203,2.773689612116253,4.03515625
00053,1.0,1.0,0.022795767347915274,0.15098267234327015,0.6338128447532654,75.33716583251953,3.287470398837756,4.91015625
00054,1.0,1.0,0.001343616233463222,0.03665537114071036,0.30980184674263,59.16722869873047,5.100629263523922,3.830078125
00055,1.0,1.0,0.0003946850236610577,0.019866681244260644,0.46267253160476685,73.60161590576172,2.668580597660254,4.484375
00056,1.0,1.0,0.001565130242622754,0.039561726992419756,0.5540500283241272,74.01799774169922,2.741990966663922,4.609375
00057,1.0,1.0,0.0011224539178269198,0.03350304341141144,0.4831804931163788,70.48961639404297,4.795991686846754,4.30078125
00058,1.0,1.0,0.0008305575444780763,0.02881939528300475,0.5711000561714172,72.78211975097656,3.520158073665179,3.044921875
00059,1.0,1.0,0.0007470908672172272,0.02733296301569274,0.5308597087860107,73.52190399169922,2.8281275541077355,4.56640625
00060,1.0,1.0,0.0012176567209237193,0.034894938328126034,0.6312136650085449,74.77615356445312,3.068476374471754,4.8046875
00061,1.0,1.0,0.0019333373735399523,0.0439697324706434,0.5897864103317261,75.17807006835938,3.9933561952945706,4.90625
00062,1.0,1.0,0.0010031519005675987,0.03167257331773973,0.2972433567047119,72.4538803100586,2.904444945114472,4.05859375
00063,1.0,1.0,0.0012444634157871574,0.03527695304001123,0.43802860379219055,74.36161804199219,2.5606723208710385,4.47265625
00064,1.0,1.0,0.0005038692072092441,0.02244703114465795,0.4762776494026184,76.11161041259766,3.320712398469096,4.7265625
00065,1.0,1.0,0.001030046467071839,0.032094336993803735,0.5701864361763,70.75118255615234,7.4454171426064315,4.7734375
00066,1.0,1.0,0.0007060468393820839,0.026571541908253723,0.44506344199180603,74.81241607666016,4.8853709384652655,3.216796875
00067,1.0,1.0,0.0013120267616745771,0.036221909967236364,0.5080238580703735,73.74866485595703,4.628670123479659,4.22265625
00068,1.0,1.0,0.0005922087454140082,0.02433533943494539,0.36536478996276855,70.5771484375,4.249643497408697,4.04296875
00069,1.0,1.0,0.0004539233542154587,0.02130547709429335,0.46941569447517395,72.8610610961914,3.1875956785793313,4.390625
00070,1.0,1.0,0.0013455458845976053,0.03668168323015733,0.5804367065429688,73.21698760986328,3.7220476604060613,4.97265625
00071,1.0,1.0,0.0020385356313952704,0.04515014541942551,0.32899928092956543,71.56574249267578,2.108553974731463,2.34765625
00072,1.0,1.0,0.0008080866553214199,0.028426865028022698,0.6043633818626404,75.1068115234375,3.4669094817487887,4.80078125
00073,1.0,1.0,0.001999062746865917,0.04471087951344636,0.5673094987869263,71.32621765136719,2.543669109961103,4.30859375
00074,1.0,1.0,0.0008101948113388279,0.02846392122211604,0.6657056212425232,75.71060943603516,2.9197243410802693,4.625
00075,1.0,1.0,0.0005705268223770708,0.023885703305054067,0.3047823905944824,67.57139587402344,2.8127173552343687,4.17578125
00076,1.0,1.0,0.0015440350290532809,0.039294211139215926,0.5224044322967529,70.00098419189453,4.548656963609011,4.55078125
00077,1.0,1.0,0.0006746753486952222,0.02597451344482168,0.29377293586730957,62.48051834106445,3.4905110241447135,4.0859375
00078,1.0,1.0,0.0005298119957154177,0.023017645312138634,0.6246840357780457,76.01904296875,2.9431307729451,4.9453125
00079,1.0,1.0,0.0011084356867245874,0.03329317778050914,0.6004922389984131,74.25772857666016,2.799037136470087,4.66796875
00080,1.0,1.0,0.0038384321356886627,0.061955081596981716,0.4022669494152069,73.82203674316406,2.3117611479740536,3.904296875
00081,1.0,1.0,0.0008498562598950242,0.029152294247537777,0.5513301491737366,75.51859283447266,4.102758376638682,4.5234375
00082,1.0,1.0,0.0011280304261497022,0.03358616420715087,0.2543862760066986,66.56544494628906,2.676212889419226,3.501953125
00083,1.0,1.0,0.0011078716917331444,0.03328470657423833,0.5263118147850037,72.57111358642578,2.0445763363426392,4.48828125
00084,1.0,1.0,0.0017839256769175693,0.04223654432973381,0.4024606943130493,67.41626739501953,5.4164562351611165,4.12109375
00085,1.0,1.0,0.000690770346403605,0.02628251027591552,0.47698208689689636,72.14828491210938,5.217967796808215,4.44140625
00086,1.0,1.0,0.0014193092139629757,0.0376737204688225,0.27010974287986755,62.70779800415039,4.480050669746126,3.33203125
00087,1.0,1.0,0.0014539436145684119,0.03813061256482004,0.44476282596588135,69.16020202636719,2.603771525098368,3.86328125
00088,1.0,1.0,0.000794278510822836,0.02818294716353909,0.42541512846946716,61.40510177612305,5.764910584882834,4.5546875
00089,1.0,1.0,0.0008123802060761066,0.028502284225586316,0.5910118818283081,74.76180267333984,2.7628474533882206,4.65234375
00090,1.0,1.0,0.0007109286457635906,0.026663245221907828,0.6041051745414734,74.90859985351562,3.0377983537172457,4.89453125
00091,1.0,1.0,0.0009749420078544376,0.03122406136066283,0.3704865276813507,73.23957824707031,5.263411842822587,4.09765625
00092,1.0,1.0,0.001032962589056696,0.03213973536071347,0.5616692304611206,76.07128143310547,3.0560627420831477,4.8515625
00093,1.0,1.0,0.0008734816070200174,0.029554722245692267,0.5095497965812683,75.8880844116211,3.708414743341383,4.6875
00094,1.0,1.0,0.0017515892544004339,0.04185199223932397,0.36544159054756165,76.0169906616211,5.064290694687168,3.919921875
00095,1.0,1.0,0.0012135402945572654,0.03483590524957354,0.6442388296127319,74.40328979492188,3.8593475084876845,4.9375
00096,1.0,1.0,0.00036196711549173834,0.01902543338512262,0.5839852690696716,74.42098236083984,3.0891997894191174,4.94140625
00097,1.0,1.0,0.001855573131566813,0.04307636395480488,0.5450453162193298,71.62606811523438,3.4395149213407037,4.85546875
00098,1.0,1.0,0.0012922288643968385,0.035947584959171296,0.5031279921531677,68.052490234375,2.715688208311369,4.2421875
00099,1.0,1.0,0.0002992595057832979,0.01729911864180652,0.593329668045044,75.91838073730469,2.510439125006607,4.671875
00100,1.0,1.0,0.0015324415984102184,0.03914641233127524,0.5498868823051453,74.1705093383789,3.4603743485217278,4.07421875
00101,1.0,1.0,0.001480764878936675,0.03848070787988021,0.4037810266017914,72.34710693359375,2.5017763864270672,3.939453125
00102,1.0,1.0,0.0007230216129060591,0.026889061212806577,0.5478779077529907,75.5616455078125,2.6168705857749734,4.8046875
