sample_id,deqa,unipercept_iaa,unipercept_iqa,vqr1
00000,3.607421875,76.0,62.25,4.2
00001,3.822265625,58.0,62.75,4.7
00002,4.40625,60.0,79.5,4.87
00003,4.43359375,57.0,79.0,4.8
00004,3.732421875,67.5,65.0,4.0
00005,4.4453125,59.25,73.0,4.6
00006,2.74609375,49.75,38.5,3.2
00007,4.3671875,75.0,76.0,4.7
00008,4.46484375,74.0,79.5,4.8
00009,4.15234375,48.5,61.5,4.3
00010,4.01953125,83.5,74.5,4.6
00011,4.125,75.5,65.0,4.5
00012,3.912109375,63.25,74.0,4.38
00013,4.54296875,76.0,79.5,4.9
00014,4.45703125,75.0,79.5,4.67
00015,4.109375,60.75,70.5,4.5
00016,3.451171875,69.0,58.5,3.8
00017,4.25,56.25,64.5,4.7
00018,4.62109375,72.5,80.0,4.9
00019,4.48828125,73.5,79.5,4.98
00020,4.47265625,66.5,80.0,4.8
00021,2.7578125,24.75,35.0,3.8
00022,4.5078125,80.0,79.5,4.7
00023,4.4765625,63.25,78.0,4.8
00024,4.47265625,57.25,74.5,4.6
00025,3.62890625,38.0,47.5,2.0
00026,4.25390625,65.0,74.0,4.5
00027,4.48046875,74.0,77.5,4.9
00028,4.4765625,77.5,80.0,4.87
00029,4.40625,79.5,79.5,4.8
00030,3.76171875,55.75,56.0,4.2
00031,4.29296875,59.0,74.0,4.67
00032,3.537109375,61.5,57.0,3.8
00033,3.451171875,50.75,51.0,4.5
00034,4.1328125,53.25,59.0,4.67
00035,4.1328125,78.0,79.0,4.8
00036,4.453125,80.0,80.0,4.7
00037,3.974609375,59.5,64.0,4.5
00038,4.26171875,74.5,76.0,4.67
00039,4.12109375,84.5,80.0,4.5
00040,4.3828125,80.5,79.5,4.8
00041,4.3828125,79.5,75.0,4.6
00042,4.0859375,80.5,77.0,4.6
00043,3.66796875,85.0,74.0,4.3
00044,4.5234375,79.5,80.0,4.8
00045,4.41015625,39.25,51.75,3.0
00046,4.5546875,70.5,79.5,4.95
00047,4.5703125,68.0,79.5,4.87
00048,3.8203125,75.5,66.5,3.8
00049,4.3671875,68.5,75.0,4.8
00050,3.291015625,77.0,54.25,4.0
00051,3.466796875,64.0,65.0,4.2
00052,4.2109375,73.0,75.0,4.5
00053,4.4609375,34.0,80.0,4.8
00054,3.63671875,80.5,57.5,4.5
00055,4.20703125,59.25,74.0,4.8
00056,4.35546875,65.5,74.5,4.5
00057,3.958984375,74.5,61.5,4.2
00058,4.2578125,56.5,67.0,4.0
00059,4.35546875,64.5,74.0,4.8
00060,4.05859375,74.0,74.5,4.0
00061,4.30859375,67.0,76.0,4.9
00062,4.0078125,53.0,58.5,4.5
00063,3.880859375,63.25,65.0,3.5
00064,4.40625,69.5,79.0,4.6
00065,4.02734375,81.0,79.5,4.5
00066,3.828125,58.5,58.5,3.8
00067,4.34375,54.25,59.25,4.75
00068,3.81640625,72.0,65.0,4.6
00069,4.1796875,57.25,70.0,4.67
00070,4.3359375,52.0,73.5,4.9
00071,2.26171875,29.875,25.25,1.5
00072,4.56640625,79.5,80.0,4.87
00073,4.328125,75.0,79.5,4.8
00074,4.375,82.5,79.5,4.8
00075,2.61328125,59.75,50.75,3.0
00076,4.35546875,59.0,77.0,4.8
00077,3.091796875,85.5,38.75,3.8
00078,4.4921875,79.5,79.5,4.8
00079,4.49609375,80.0,79.5,4.8
00080,4.546875,58.75,64.5,4.5
00081,4.46484375,65.5,74.5,4.75
00082,3.337890625,85.5,50.5,4.0
00083,4.05859375,58.75,65.5,4.6
00084,4.33203125,79.0,80.0,4.8
00085,3.98828125,80.5,70.5,4.7
00086,3.208984375,30.125,38.5,3.5
00087,3.69140625,56.5,62.0,4.38
00088,3.23828125,76.0,69.0,4.0
00089,4.109375,80.5,79.0,4.7
00090,4.48828125,65.5,78.5,4.8
00091,3.087890625,52.0,56.25,2.0
00092,4.4453125,78.5,79.0,4.7
00093,3.83984375,61.0,65.0,4.5
00094,3.9453125,51.25,59.0,4.2
00095,4.08203125,74.0,75.5,4.5
00096,4.234375,67.0,75.5,4.87
00097,4.09375,76.5,74.5,4.38
00098,3.958984375,76.5,65.0,4.5
00099,4.18359375,60.5,73.0,4.38
00100,4.48828125,80.5,79.5,4.6
00101,4.19921875,49.75,58.5,3.5
00102,4.44140625,66.0,79.0,4.8
00103,3.8125,84.5,63.75,4.3
00104,3.6640625,63.75,60.0,3.8
00105,4.40234375,58.5,74.0,4.8
00106,4.28125,77.0,78.5,4.2
00107,4.37890625,59.25,79.0,4.5
00108,4.26953125,71.5,73.0,4.6
