sample_id,deqa,unipercept_iaa,unipercept_iqa,vqr1
00000,4.1015625,80.0,78.0,4.7
00001,4.37109375,67.0,79.0,4.9
00002,4.4921875,78.5,80.0,4.87
00003,4.515625,59.75,80.0,4.8
00004,4.1484375,76.0,77.0,4.6
00005,4.43359375,78.5,79.5,4.5
00006,3.328125,74.0,62.25,4.0
00007,4.58984375,80.5,80.0,4.87
00008,4.5234375,79.0,79.0,4.87
00009,4.60546875,81.0,80.0,4.95
00010,4.1484375,82.5,78.5,4.5
00011,4.35546875,78.0,79.0,4.8
00012,4.40234375,78.5,79.5,4.8
00013,4.5703125,78.0,79.5,4.9
00014,4.50390625,78.5,79.5,4.8
00015,4.390625,80.5,79.5,4.8
00016,4.31640625,85.5,71.0,4.38
00017,4.3671875,75.5,78.5,4.8
00018,4.56640625,72.0,79.5,4.95
00019,4.546875,75.0,79.5,4.95
00020,4.56640625,68.5,80.5,4.95
00021,3.869140625,74.0,64.0,3.9
00022,4.5859375,81.5,80.0,4.9
00023,4.52734375,67.0,79.5,4.95
00024,4.5234375,79.0,79.0,4.75
00025,4.55859375,78.5,79.5,4.8
00026,4.3046875,74.5,76.0,4.3
00027,4.51953125,80.0,80.0,4.9
00028,4.5390625,79.5,80.0,4.98
00029,4.46875,76.0,79.5,4.8
00030,4.14453125,80.5,79.0,4.6
00031,4.4609375,64.5,79.0,4.8
00032,3.896484375,85.0,73.0,4.3
00033,4.52734375,81.0,80.0,4.8
00034,4.50390625,61.25,74.0,4.8
00035,4.38671875,80.0,80.0,4.87
00036,4.625,80.5,80.0,4.87
00037,4.23046875,80.0,80.0,4.8
00038,4.4921875,79.5,79.5,4.9
00039,4.421875,83.5,80.0,4.87
00040,4.35546875,80.5,79.5,4.8
00041,4.47265625,80.0,79.5,4.8
00042,4.5546875,81.0,80.0,4.87
00043,4.07421875,85.0,74.5,4.3
00044,4.5234375,81.5,80.0,4.87
00045,4.51953125,83.5,80.0,4.87
00046,4.5859375,75.5,79.5,4.95
00047,4.58984375,68.5,79.5,4.9
00048,4.08984375,84.0,72.0,4.0
00049,4.51171875,79.5,80.0,4.7
00050,4.0625,59.5,65.0,4.25
00051,4.16015625,74.5,74.0,4.8
00052,4.2578125,75.0,76.5,4.8
00053,4.5078125,58.5,80.0,4.87
00054,4.0859375,85.0,79.5,4.8
00055,4.27734375,64.0,78.5,4.8
00056,4.35546875,65.5,74.5,4.5
00057,4.23046875,81.0,76.0,4.25
00058,4.03515625,62.5,74.0,4.5
00059,4.35546875,80.0,79.0,4.8
00060,4.38671875,77.0,79.0,4.6
00061,4.44921875,74.5,79.0,4.87
00062,4.453125,62.0,71.0,4.8
00063,4.1875,47.75,53.75,4.5
00064,4.5234375,80.0,79.5,4.87
00065,4.50390625,81.5,80.0,4.95
00066,4.38671875,80.0,80.0,4.6
00067,4.55078125,60.25,79.5,4.8
00068,4.12890625,80.0,73.0,4.5
00069,4.33984375,65.0,79.0,4.67
00070,4.55078125,58.5,80.0,4.9
00071,3.916015625,79.5,73.0,4.5
00072,4.55859375,78.5,79.5,4.95
00073,4.453125,80.0,79.5,4.87
00074,4.44921875,83.5,79.5,4.8
00075,4.21484375,82.5,78.5,4.67
00076,4.50390625,69.0,79.5,4.8
00077,3.529296875,86.0,49.75,3.8
00078,4.5546875,80.0,79.5,4.9
00079,4.51953125,69.5,79.5,4.8
00080,4.4296875,75.5,79.0,4.8
00081,4.4765625,65.0,79.5,4.8
00082,3.521484375,85.0,55.75,4.0
00083,4.47265625,79.5,79.5,4.7
00084,4.45703125,80.0,80.0,4.95
00085,4.30859375,80.0,77.0,4.8
