sample_id,canny_f1,canny_f1_strict,canny_tol_px,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00000,0.8900697819762875,0.37054667724507917,1,0.2942367196083069,0.5428546667098999,0.46037015318870544,73.0104751586914,5.023509240944024,12.80288314819336,4.08203125,0.5365929538634667
00001,0.7487616928510219,0.2873045078196872,1,0.24609297513961792,0.4918268918991089,0.45794105529785156,72.2540512084961,4.409981371344596,15.12601089477539,4.44140625,0.3802797208963992
00002,0.8945913339431945,0.35656054584175473,1,0.25819748640060425,0.5509621500968933,0.6420052647590637,75.4915771484375,3.714922452895752,10.5466947555542,4.8359375,0.3890973181995627
00003,0.5026066441531652,0.18187765783447823,1,0.29035961627960205,0.5511610507965088,0.5213123559951782,75.59221649169922,4.277542922285626,11.4053955078125,4.8515625,0.4396376523550061
00004,0.7389049080471829,0.27383764086645523,1,0.2628629207611084,0.6263020634651184,0.4769330620765686,74.33041381835938,3.5580416968041506,11.72385025024414,3.970703125,0.5990987590040935
00005,0.843511603855107,0.34050101045346826,1,0.18901556730270386,0.4124395549297333,0.6289389729499817,75.01729583740234,3.3473490602837463,11.605320930480957,4.91796875,0.3912293392823553
00006,0.7438734535182709,0.31595615103532276,1,0.26600146293640137,0.4420798420906067,0.26462480425834656,65.17510223388672,5.0058490950532,14.12762451171875,2.779296875,0.5580186859418383
00007,0.9215887138840554,0.3601712559122794,1,0.2964463233947754,0.558249294757843,0.5987380146980286,75.30364990234375,4.223475207103989,11.481927871704102,4.828125,0.3122197899450252
00008,0.8076447730396483,0.30938476887263056,1,0.20961695909500122,0.3608799874782562,0.5129463076591492,75.49614715576172,3.567736666375397,11.248868942260742,4.671875,0.4479181457977836
00009,0.8951849298212033,0.3540227760966483,1,0.27716654539108276,0.4862391948699951,0.4685414135456085,76.59587860107422,3.730022432010477,10.465683937072754,3.65625,0.302209687362788
00010,0.8850499460827032,0.3534022476819926,1,0.2092839479446411,0.44864556193351746,0.5180677175521851,70.14035034179688,3.401428777536104,9.03803539276123,4.58984375,0.3061289423982091
00011,0.8177731434254147,0.3514983525966215,1,0.20787209272384644,0.5272310972213745,0.4538480043411255,75.01803588867188,4.279952851403897,7.548182487487793,4.03125,0.48596523388691265
00012,0.8528835088673306,0.33229650654172904,1,0.19852697849273682,0.4869367778301239,0.4570056200027466,74.44529724121094,2.96530580195503,10.665590286254883,4.1875,0.26584597632018026
00013,0.741321209992022,0.2773046466457493,1,0.18872642517089844,0.40450096130371094,0.6684373021125793,75.29733276367188,3.7267583207559296,11.867877960205078,4.875,0.37755310747591103
00014,0.837523583333466,0.3194089066498002,1,0.2521737813949585,0.3404238224029541,0.5482155084609985,75.72265625,4.178498359714335,13.57957649230957,4.7578125,0.7057154820971016
00015,0.8700545108025121,0.38864103108844983,1,0.20611786842346191,0.4165131151676178,0.57053142786026,72.50711822509766,4.717983229879761,10.023996353149414,3.955078125,0.48027058708743936
00016,0.8445811606769759,0.3288246732049335,1,0.28634512424468994,0.5687062740325928,0.5577530860900879,68.46377563476562,3.8086907925795135,9.822549819946289,3.798828125,0.2508417049147535
00017,0.8052006131144839,0.3791919725376287,1,0.24912410974502563,0.471074640750885,0.5004931092262268,75.65477752685547,4.844109364579837,12.426448822021484,4.2421875,0.6126675608517556
00018,0.853409143009396,0.31580340492089276,1,0.3363054394721985,0.4307774007320404,0.6249670386314392,77.75646209716797,3.4336149143895542,9.08931827545166,4.96484375,0.2883672273088879
00019,0.6220687292146176,0.22804085422469825,1,0.2031896710395813,0.3452633023262024,0.6085662245750427,74.88618469238281,5.299487981051174,9.794971466064453,4.95703125,0.5187133819766152
00020,0.7079074031033717,0.28033791087800775,1,0.2689021825790405,0.46760737895965576,0.6565526127815247,75.45977020263672,4.59490723085816,8.688344955444336,4.97265625,0.4966605415350305
00021,0.8869774362597456,0.3891369522230019,1,0.24778622388839722,0.40777409076690674,0.3572801947593689,66.4429702758789,5.029683870971887,9.603649139404297,3.501953125,0.237143313357193
00022,0.855837608578984,0.3328156598102857,1,0.28392648696899414,0.565890908241272,0.6123153567314148,75.97755432128906,3.3004935931598416,11.769379615783691,4.81640625,0.26428830480637955
00023,0.8045955849682609,0.31224110841308383,1,0.17673420906066895,0.29576462507247925,0.6291832327842712,74.74640655517578,3.7006123147096326,12.230358123779297,4.90234375,0.5793208960230131
00024,0.7995209273780379,0.3238719268782865,1,0.1677781343460083,0.2972058951854706,0.5525346994400024,75.75691986083984,3.911715530396199,14.112168312072754,4.8359375,0.6620344303617447
00025,0.8454489422688405,0.33326945189727863,1,0.28972578048706055,0.5834859609603882,0.45512908697128296,76.95939636230469,3.269099931834043,11.294477462768555,3.875,0.3303188934334847
00026,0.6207216722966928,0.23838882038635428,1,0.21710270643234253,0.43777427077293396,0.5392061471939087,74.95902252197266,4.396523907008875,9.98412036895752,4.6171875,0.4996710713897678
00027,0.8677770180602342,0.38306571830146086,1,0.22645407915115356,0.5570761561393738,0.5656961798667908,74.86759948730469,5.052544998362977,6.685647487640381,4.91796875,0.5368002814880154
00028,0.7432070383198225,0.33591434007344806,1,0.23504459857940674,0.4177718162536621,0.6142948269844055,75.70377349853516,3.9015075374330714,11.944061279296875,4.9296875,0.5744869703865659
00029,0.843601787401243,0.3778588385154305,1,0.1897081732749939,0.46264681220054626,0.49401625990867615,74.82356262207031,4.92322765270188,9.42391300201416,4.5859375,0.5661231419100339
00030,0.8624500463320991,0.3984558694507808,1,0.3628217577934265,0.694683313369751,0.4909730553627014,76.79762268066406,5.561453400718567,9.748153686523438,3.373046875,0.35462977331502954
00031,0.807391866698752,0.32922166029357347,1,0.25456708669662476,0.4552890658378601,0.46693867444992065,74.6964340209961,4.3088109256832645,15.579848289489746,4.48046875,0.7074851887084962
00032,0.8343759655860588,0.3496570849731812,1,0.31373727321624756,0.5048351287841797,0.4296776056289673,69.69506072998047,3.822747521153329,11.345110893249512,3.869140625,0.23939949905556118
00033,0.8148807062541172,0.3210552740882742,1,0.26596295833587646,0.6564840078353882,0.31960994005203247,74.83993530273438,3.5985805756354754,14.794215202331543,3.69140625,0.5232418778793237
00034,0.8911930027970312,0.35814949454708433,1,0.2502176761627197,0.4271259307861328,0.470009446144104,73.90830993652344,4.542953586423579,10.658977508544922,4.46484375,0.29526683205626114
00035,0.8287806407065852,0.3224593958337455,1,0.22637683153152466,0.4079391360282898,0.5454537868499756,74.15058898925781,3.8012895998799507,12.475396156311035,4.625,0.5031947132031047
00036,0.8019238955365815,0.3108245048364809,1,0.22114121913909912,0.459244966506958,0.6412933468818665,76.32193756103516,3.4580004857249635,12.494826316833496,4.87109375,0.430889121956837
00037,0.8290181046414581,0.3587784390076654,1,0.25262129306793213,0.3845698833465576,0.5386484265327454,75.2852783203125,3.706714842871856,13.666716575622559,4.34375,0.5705185279984094
00038,0.7573985090410109,0.3553088133240805,1,0.21292626857757568,0.39931851625442505,0.5210268497467041,71.63062286376953,4.331941433431159,13.50721263885498,4.78125,0.6049674338074853
00039,0.8789815923258102,0.33597037535768387,1,0.2785365581512451,0.639971137046814,0.6125953793525696,70.13047790527344,4.232839617819195,10.310401916503906,4.48046875,0.32185347192716557
00040,0.7824551932820223,0.3024192921042396,1,0.20567870140075684,0.3270224630832672,0.6472352743148804,75.03809356689453,4.019416573472048,11.163217544555664,4.8359375,0.4086779064495656
00041,0.793201694535943,0.30083844826894535,1,0.23227578401565552,0.4886564016342163,0.5516128540039062,73.79969787597656,4.136444244434021,12.96674919128418,4.57421875,0.3298329533738645
00042,0.9025124856450732,0.3596463141301938,1,0.24574393033981323,0.6056151390075684,0.4993920922279358,74.89545440673828,3.7523419790107724,12.472394943237305,4.296875,0.44271520114320145
00043,0.6556785964840185,0.27650952316628397,1,0.27367353439331055,0.4977405369281769,0.4718335270881653,72.24969482421875,3.7116517508937616,8.891486167907715,4.10546875,0.44855383934956194
00044,0.8287749677537046,0.35694181170658856,1,0.23030805587768555,0.4945448935031891,0.6404158473014832,76.98640441894531,5.66511953150834,12.699560165405273,4.95703125,0.6707383470450721
00045,0.8606640776928058,0.3267789567411145,1,0.30178892612457275,0.5745707750320435,0.5603349208831787,75.73236083984375,3.6108587949874025,11.748775482177734,4.5859375,0.19985828127906302
00046,0.7866453913460056,0.3551682692307692,1,0.33309656381607056,0.5157963633537292,0.6170063614845276,75.28530883789062,5.470971435782858,4.873136520385742,4.9296875,0.37602819694048295
00047,0.80110911667596,0.3399550123309575,1,0.1917322874069214,0.3888128399848938,0.635259747505188,73.07722473144531,4.234178176535018,11.675912857055664,4.91015625,0.5119873366089767
00048,0.8497959355200815,0.31835237221712664,1,0.22226214408874512,0.4199187755584717,0.5055013298988342,69.28641510009766,3.2916063859735614,10.785337448120117,3.994140625,0.27568817751660807
00049,0.8230579772323572,0.3228874883286648,1,0.21203511953353882,0.48224717378616333,0.39939144253730774,76.75473022460938,3.8746445657887727,10.35496711730957,4.640625,0.3881691991908139
00050,0.6013012343201642,0.22717201665471437,1,0.5158272981643677,0.5115178823471069,0.4060560464859009,67.98391723632812,4.595483606744151,8.435379028320312,3.671875,0.08394315591215938
00051,0.8503106548621292,0.32653587357240454,1,0.2831769585609436,0.4826962947845459,0.46539002656936646,72.4675064086914,4.985901371687851,9.764873504638672,4.00390625,0.3706496446326808
00052,0.6886241277517822,0.26271607273759134,1,0.24439406394958496,0.55433189868927,0.40623724460601807,75.4964828491211,3.8202289287946107,9.30012035369873,4.24609375,0.354985051967962
00053,0.6423221259510706,0.23793849761024438,1,0.20671319961547852,0.3657241463661194,0.6397045850753784,75.81024169921875,3.798572703087748,11.271183013916016,4.9375,0.4742295722083456
00054,0.8452624009670927,0.336088596420833,1,0.31491732597351074,0.4076370894908905,0.3698645532131195,62.2613525390625,6.654962849948311,12.392406463623047,3.87890625,0.25494834577646497
00055,0.8739864391455484,0.36860795454545453,1,0.1806720495223999,0.4151211977005005,0.5693376064300537,74.42684173583984,3.668826264634851,13.111616134643555,4.5546875,0.5273407633398175
00056,0.8257379820462959,0.33059377597192724,1,0.19964098930358887,0.296090304851532,0.5860620737075806,75.62847900390625,4.574875702819023,16.04581642150879,4.44140625,0.6613324837406775
00057,0.7836374846604873,0.3793584379358438,1,0.19894450902938843,0.42453014850616455,0.47354409098625183,69.79127502441406,5.484310749576086,11.933465957641602,4.32421875,0.48863387085716264
00058,0.8151914974865444,0.38137082601054484,1,0.33158427476882935,0.7142065167427063,0.44542425870895386,74.26078796386719,5.218793479421476,8.72488784790039,4.14453125,0.6159585761457157
00059,0.8380094746086924,0.3219013688355522,1,0.21315330266952515,0.4487001895904541,0.5265582203865051,74.15882110595703,3.6961398889894674,10.97541332244873,4.6484375,0.2589863095581663
00060,0.7770015963059083,0.3012584269662921,1,0.1668853759765625,0.28777143359184265,0.4752671718597412,74.09884643554688,3.5335283443641767,16.602909088134766,4.5625,0.56963370920553
00061,0.6914661697729528,0.30215239306148395,1,0.23649978637695312,0.33116981387138367,0.561434805393219,74.4944839477539,3.807029200536858,8.1627197265625,4.71484375,0.573116604615998
00062,0.8496941424128698,0.36012591815320044,1,0.29761314392089844,0.49762439727783203,0.5023095607757568,77.44457244873047,4.132417872899672,11.352702140808105,3.76171875,0.5569398670035169
00063,0.847539091694872,0.3266950552476047,1,0.3072786331176758,0.516399085521698,0.5197662115097046,74.87763977050781,4.204956506018973,8.20266056060791,3.767578125,0.21436154310765113
00064,0.7989775429906182,0.31742873803725175,1,0.18696624040603638,0.4043741822242737,0.5134876370429993,76.48745727539062,4.075705192910361,13.227622985839844,4.87890625,0.5179616314390134
00065,0.43543301550049285,0.17313207547169812,1,0.3138810992240906,0.5101223587989807,0.5750489234924316,74.6390151977539,5.374830339253957,10.68289566040039,4.5859375,0.24831934192261307
00066,0.8559261319600008,0.31818496709386906,1,0.29915428161621094,0.4844123125076294,0.5885311365127563,75.97610473632812,4.339888364545635,9.29479694366455,3.974609375,0.22857513348497455
00067,0.8618485611342642,0.3981331555386227,1,0.26707398891448975,0.5084269642829895,0.5624170899391174,76.48414611816406,4.91179369685314,9.370354652404785,4.85546875,0.5361276614489585
00068,0.7796457995361579,0.35655019282458805,1,0.1840868592262268,0.2820777893066406,0.4787624180316925,71.81829833984375,4.639339380743901,15.786399841308594,4.140625,0.7615593447869723
00069,0.7919754640447058,0.3031361508002228,1,0.26060187816619873,0.46359068155288696,0.46028319001197815,72.65948486328125,4.771199347737772,10.03369140625,4.5,0.28731909073069134
00070,0.7189300945032812,0.33696042090159034,1,0.20065879821777344,0.41961535811424255,0.4212093651294708,73.4403076171875,4.470383192724793,13.85525894165039,4.75,0.5425384835214089
00071,0.8825998099295917,0.35067549540372067,1,0.38823169469833374,0.6380100846290588,0.35714834928512573,71.57501220703125,5.7445328760899965,10.272647857666016,1.814453125,0.4619788372561387
00072,0.8711412710190686,0.3763573110306779,1,0.13222551345825195,0.2583819031715393,0.6799368262290955,74.98673248291016,3.761285667154356,13.690910339355469,4.94921875,0.5652834629278496
00073,0.8317946014418607,0.3178135048231511,1,0.2525397539138794,0.4212799668312073,0.6009345650672913,75.99224090576172,4.488650271066727,10.358480453491211,4.6953125,0.3430629931399705
00074,0.8192568788856425,0.2962493251870196,1,0.25497889518737793,0.4617486000061035,0.6206056475639343,74.72518157958984,3.8385157083369807,9.184516906738281,4.76171875,0.1881875976221481
00075,0.8391263223890565,0.35840069284064663,1,0.3664277195930481,0.6886143088340759,0.2705601751804352,61.10775375366211,4.208090158660855,7.246915817260742,2.90625,0.4378284676483699
00076,0.755839306533384,0.2906668685186587,1,0.22016292810440063,0.32530224323272705,0.48973003029823303,71.87042236328125,4.303892209903246,19.365846633911133,4.8515625,0.7305785691381578
00077,0.8442674500898738,0.35004971167230065,1,0.23678934574127197,0.49881458282470703,0.26192766427993774,66.63941955566406,4.322363621179421,10.344738006591797,3.521484375,0.43520943251856825
00078,0.7844938575518823,0.28653938713300176,1,0.1798965334892273,0.3867246210575104,0.5966176390647888,76.0191421508789,2.8644307664398947,14.188879013061523,4.8515625,0.3978054538585123
00079,0.8066190252862279,0.3159660688547057,1,0.24781185388565063,0.5085258483886719,0.6177762150764465,73.54383850097656,4.1040195748842425,9.460983276367188,4.91796875,0.4211495674646546
00080,0.8563396011362189,0.37483155385093814,1,0.30933648347854614,0.490411639213562,0.5752854943275452,75.86604309082031,4.363829389833831,8.470597267150879,4.94140625,0.4849849592902188
00081,0.7909452431796637,0.3117334557617892,1,0.1951284408569336,0.4396946430206299,0.436238169670105,75.72956848144531,5.461941567117474,10.553716659545898,4.734375,0.5479097822062732
00082,0.8762264719788893,0.36172076500072997,1,0.2631453275680542,0.49233004450798035,0.3913567066192627,67.48890686035156,4.672310204497095,5.964780330657959,3.857421875,0.27802020539889966
