sample_id,depth_mse,depth_rmse,dists,lpips,maniqa,musiq,niqe,psnr,qalign,ssim
00022,1948.6358826384783,44.143356041860685,0.26600682735443115,0.6616207957267761,0.5066564083099365,75.89107513427734,3.1442819234369614,11.302322387695312,4.0546875,0.19807817884479156
00027,526.3830921535101,22.94304016806644,0.2633519172668457,0.5462793111801147,0.5892762541770935,75.487548828125,4.798572516812579,10.029905319213867,4.93359375,0.49496648996374776
00057,269.3007292037269,16.410384797552034,0.22726082801818848,0.5103452801704407,0.3767690360546112,69.5846939086914,6.259646231773938,11.525732040405273,3.7890625,0.44134550180004234
00064,329.1624617830742,18.142834998507652,0.21795117855072021,0.5057329535484314,0.48347264528274536,75.54964447021484,3.7585186112303433,12.382079124450684,4.7890625,0.4058251106642419
00072,333.32158752265764,18.257096908398598,0.17100059986114502,0.38890528678894043,0.5303266048431396,75.24427032470703,3.4069355912282653,11.198115348815918,4.8359375,0.42076469263921784
00078,74.60400385131649,8.637360930939293,0.24438095092773438,0.4956310987472534,0.5020394325256348,74.12393951416016,3.2093706790728564,14.313020706176758,4.65625,0.3960559074777938
00080,1809.7370448842785,42.54100427686538,0.3997154235839844,0.6486147046089172,0.38981032371520996,74.08512878417969,4.5901508586738995,8.706554412841797,4.05078125,0.4810698459801497
00101,549.399799895391,23.439278996918635,0.30267107486724854,0.7348284125328064,0.5477436184883118,75.78943634033203,3.4406253926254085,12.930139541625977,4.6328125,0.32434816791640336
00106,576.2344656929076,24.00488420494687,0.3270191550254822,0.7163785696029663,0.57097989320755,77.62416076660156,3.4820908193375275,8.008922576904297,4.95703125,0.2164180877580455
00115,594.4237251311945,24.380806490581776,0.22967475652694702,0.46015357971191406,0.5854687690734863,75.45348358154297,5.815189625226853,10.342949867248535,4.953125,0.4463785593570872
00155,416.510091544451,20.408578871260268,0.22515517473220825,0.546474814414978,0.5071783661842346,76.69635009765625,2.490657294064079,11.927993774414062,4.78515625,0.3625456766300138
00160,316.9649992473719,17.803510868572296,0.3161349892616272,0.614938497543335,0.3152695596218109,73.4265365600586,4.26363090558772,9.450430870056152,3.9453125,0.3548227699912911
00166,1417.0496674968194,37.64372016016509,0.2784092426300049,0.5801766514778137,0.34421032667160034,67.1889877319336,5.282816234849615,9.746489524841309,3.81640625,0.4920221271861764
00169,917.0228276495502,30.282384774808442,0.35642731189727783,0.6446929574012756,0.49784156680107117,74.33466339111328,5.023738430449606,7.419013977050781,3.88671875,0.22920597581325755
00174,219.8791267621708,14.828321778346018,0.31410032510757446,0.6384941339492798,0.40567463636398315,70.66985321044922,5.951777533455279,12.985586166381836,4.26953125,0.4094515374500769
00176,415.425217356114,20.381982664993952,0.322493314743042,0.6339296102523804,0.5343519449234009,74.63365936279297,5.4322577908383,5.416470527648926,4.93359375,0.4137049509156122
00181,1514.7732284516758,38.92008772410047,0.4137536287307739,0.6888493299484253,0.30070146918296814,74.4659194946289,4.851171060486271,7.712263584136963,3.53515625,0.24744224946789908
00199,344.0469111857892,18.548501588694144,0.19983184337615967,0.4490973651409149,0.3730628192424774,69.13148498535156,4.483988314240494,10.67265510559082,4.01171875,0.3701056086222051
00206,474.31245469488397,21.77871563464852,0.2742688059806824,0.5822838544845581,0.4688358008861542,73.30406188964844,6.369454924675993,12.675910949707031,4.72265625,0.44867040485629683
00210,299.85981213908957,17.316460727847637,0.23317670822143555,0.49278724193573,0.5963085889816284,74.74009704589844,3.5253122223714057,10.801250457763672,4.8671875,0.30402657954850654
00214,160.0371910442992,12.650580660360978,0.2237100601196289,0.47239312529563904,0.42913419008255005,74.9066162109375,3.6667252416608584,11.796428680419922,4.38671875,0.5034696405711081
00228,4958.653154208161,70.41770483485074,0.2243151068687439,0.5395236015319824,0.5264683961868286,75.40396881103516,2.888089559479917,10.427495956420898,4.8125,0.37944553244194507
00230,134.57896635691793,11.600817486579036,0.22082006931304932,0.49179142713546753,0.5568638443946838,75.08292388916016,4.102020195053099,12.459330558776855,4.640625,0.4710425744851445
00237,464.7497221643832,21.558054693417567,0.32194674015045166,0.6534287929534912,0.4509507715702057,75.2642822265625,3.9160067896962145,4.927805423736572,3.939453125,0.2877968309800261
00243,1098.419550412055,33.14241316518842,0.4116402864456177,0.7070808410644531,0.4089609682559967,65.71868133544922,6.494302686086458,9.25685977935791,3.54296875,0.49156479179876567
00245,65.5395822535638,8.095652058578345,0.2318616509437561,0.45010489225387573,0.43668437004089355,65.83302307128906,7.118607757889993,15.938615798950195,4.01953125,0.6719428293166885
00260,682.6064559851333,26.12673833422636,0.3958665728569031,0.7069288492202759,0.44987064599990845,71.12454986572266,5.874639391804753,12.49056339263916,4.05859375,0.589949155301557
00264,1803.6102800981769,42.46893311702305,0.2928757071495056,0.5149135589599609,0.5111895203590393,74.56207275390625,5.193114806725621,10.794132232666016,4.09765625,0.4834896058145801
00294,4012.4316321596616,63.34375764161502,0.3177175521850586,0.5218010544776917,0.23873209953308105,72.23096466064453,4.648229912006741,9.634912490844727,3.625,0.5887777069968251
00315,90.02191785243085,9.48798808243512,0.20929932594299316,0.5345394611358643,0.28453919291496277,75.26872253417969,4.465252643085525,12.680553436279297,3.359375,0.41573162568401834
00324,208.5846321649324,14.44245935306492,0.19671887159347534,0.36806654930114746,0.4560706615447998,75.80915069580078,5.395740998710345,13.23723316192627,4.09765625,0.6388867313379248
00330,116.55582666914506,10.796102383228174,0.31816786527633667,0.7446656227111816,0.3944123089313507,72.8094711303711,3.484170409279526,6.160672187805176,4.140625,0.21265302331716873
00391,1152.569574307646,33.949515082069226,0.2957976460456848,0.7379545569419861,0.4446078836917877,72.30516052246094,3.2393659641134804,12.475051879882812,3.884765625,0.3265230852041166
00395,429.2696836397275,20.718824378804108,0.29495948553085327,0.6571229100227356,0.3114091753959656,68.6493911743164,4.348299804747133,9.64361572265625,3.126953125,0.37655427129396357
00399,685.8895665010738,26.189493437275065,0.3225920796394348,0.7426121234893799,0.5468227863311768,74.48231506347656,3.195599492188269,7.40506649017334,4.5078125,0.20426169448275247
00405,271.92208018076997,16.49006004175758,0.2888597249984741,0.6851558685302734,0.41521698236465454,71.9053955078125,4.1114063204247815,9.213891983032227,3.998046875,0.2965936904946219
00423,1553.7592593709076,39.417753098964276,0.3461723327636719,0.6821498870849609,0.41923993825912476,74.62559509277344,2.282290606471917,9.68665599822998,4.15625,0.19509139986749882
00432,599.4928620056843,24.484543328510014,0.23629862070083618,0.547623872756958,0.378522664308548,73.08287811279297,4.571110817528789,9.539682388305664,3.615234375,0.2624198020599322
00434,271.5260642677429,16.47804795076598,0.28537750244140625,0.5819386839866638,0.44598299264907837,76.11615753173828,3.894569857926312,7.80076265335083,4.26953125,0.25638851935452345
00443,169.63016846884386,13.0242146968193,0.2716518044471741,0.6747299432754517,0.44148167967796326,70.53907775878906,3.745732192436662,10.598920822143555,4.3828125,0.29110254808549574
00464,570.9780294959722,23.89514656778594,0.3338308334350586,0.6728391051292419,0.6511787176132202,73.84451293945312,4.385022685625311,8.562283515930176,4.64453125,0.47509939968609227
00471,306.4257869627456,17.5050217641323,0.28400492668151855,0.5384908318519592,0.41170457005500793,65.43099975585938,7.06245177518723,12.885635375976562,3.9765625,0.6653622090068576
00476,190.1150266156621,13.788220574666699,0.21988213062286377,0.4927930533885956,0.5527378916740417,75.67577362060547,3.4736051459675665,9.944890975952148,4.55078125,0.3587993042729704
00500,3609.7433873552964,60.08114003042299,0.2506406903266907,0.673855721950531,0.33953729271888733,71.88105773925781,3.396390909945995,10.075128555297852,4.1875,0.17773132421251986
00510,230.6592481567414,15.187470103896217,0.25843268632888794,0.5464048385620117,0.43063169717788696,75.38912200927734,3.0558508803360493,11.365923881530762,4.19921875,0.4997676353799535
00511,146.04961842334973,12.085099024143316,0.37742412090301514,0.8125777244567871,0.5507135987281799,74.57392883300781,4.7775744680287575,9.163707733154297,4.48828125,0.12039248719417221
00536,1889.5180040779999,43.468586405334136,0.2680549621582031,0.6289825439453125,0.39321476221084595,55.50762176513672,5.278186778248432,14.347466468811035,3.080078125,0.4721011034150668
00548,135.2421217989332,11.629364634361295,0.2389521598815918,0.5494557023048401,0.47737038135528564,76.013916015625,4.584809430531699,10.499616622924805,4.51953125,0.36900237620266035
00564,832.5095095296527,28.853240884338327,0.310011088848114,0.6945375204086304,0.4933164417743683,71.36851501464844,6.193202738081561,12.39649772644043,4.86328125,0.38978875388545
00569,225.18065317723722,15.006020564334744,0.29420006275177,0.5886408090591431,0.3619961142539978,75.40972900390625,3.673931060629292,9.993792533874512,4.22265625,0.34004892221902394
00577,253.14868414604732,15.91064688018835,0.25519347190856934,0.5923457741737366,0.5560760498046875,73.59549713134766,3.3988146845961715,9.035383224487305,4.32421875,0.19459699809899078
00587,667.29885704574,25.832128387837887,0.3346654176712036,0.623261034488678,0.48643726110458374,74.24880981445312,4.430181969079091,10.293059349060059,4.1328125,0.16607913731757673
00606,85.79387572549017,9.262498352253035,0.28872835636138916,0.598031222820282,0.41409942507743835,71.18001556396484,3.9255367533365617,11.282587051391602,4.12890625,0.44409605891680737
00635,227.3923671259414,15.079534711851736,0.26891762018203735,0.6279159784317017,0.588987410068512,74.75836944580078,4.341013424832986,8.629054069519043,4.86328125,0.3615103599954756
00641,783.9204506384596,27.998579439651213,0.2491379976272583,0.4236677587032318,0.5213790535926819,74.70468139648438,4.677934737203305,10.488377571105957,4.65234375,0.5269397130491233
00645,513.8319376464373,22.667861338168567,0.31807178258895874,0.6851245164871216,0.5149409770965576,72.36914825439453,6.893200729933951,12.077947616577148,4.65234375,0.47232836313117627
00651,822.9706135921331,28.687464398097877,0.5954318046569824,0.9993690252304077,0.5086765885353088,77.52626037597656,4.990666526221177,11.116147994995117,4.11328125,0.11295888081530606
00656,964.5432164457088,31.05709607232635,0.2067117691040039,0.42009106278419495,0.459343820810318,75.78875732421875,5.206070324308749,9.49739933013916,4.97265625,0.5521320058925038
00658,630.6549731723243,25.112844784538535,0.2812957763671875,0.5275861024856567,0.3674142360687256,68.20417785644531,2.3350298406037715,11.184568405151367,3.748046875,0.2738763438523291
00666,614.9162852951437,24.797505626476703,0.2616979479789734,0.6183693408966064,0.3304286599159241,72.93926239013672,3.2180485754511157,11.118375778198242,4.05078125,0.17439866919266
00687,37.63936311512538,6.135092755217754,0.2317368984222412,0.5578724145889282,0.3181544542312622,71.89258575439453,5.0772070868837655,11.504210472106934,3.783203125,0.3450854017051501
00690,973.8780461547082,31.20701918086231,0.38327938318252563,0.789039134979248,0.519797682762146,67.85462188720703,6.400207272736886,16.67715835571289,3.943359375,0.29790950552312395
00694,36.49386218567194,6.041014996312452,0.26620572805404663,0.49522703886032104,0.4070429801940918,69.60226440429688,3.6540690475664253,11.146326065063477,3.876953125,0.3833397775900537
