sample_id,maniqa,musiq,niqe,qalign,subject_clip_i,subject_clip_t,subject_dino
00000,0.5908029079437256,75.64029693603516,3.728242396066862,4.65234375,0.8812853097915649,0.2835404574871063,0.49348944425582886
00001,0.46455663442611694,76.08457946777344,3.523678902368387,4.5234375,0.8088582754135132,0.24849587678909302,0.39331263303756714
00002,0.5165987610816956,75.28726196289062,4.8006554977779805,4.83984375,0.8573018908500671,0.2339029610157013,0.35553306341171265
00003,0.4593527019023895,74.20203399658203,3.893532334045323,4.87890625,0.8810040950775146,0.2507884204387665,0.4782373309135437
00004,0.5964696407318115,76.43456268310547,5.875372881062625,4.65625,0.8222076892852783,0.2756204903125763,0.49435004591941833
00005,0.6057435274124146,76.9753189086914,4.130964538130648,4.94140625,0.9146351218223572,0.24726541340351105,0.5484395027160645
00006,0.1671709418296814,60.175636291503906,6.390617856495873,1.96875,0.7168679237365723,0.2128591239452362,0.10670483112335205
00007,0.44280940294265747,66.74359893798828,5.056359330201109,3.13671875,0.7652086019515991,0.21039670705795288,0.1899707317352295
00008,0.5954840779304504,77.1036376953125,5.0678893052176335,4.73046875,0.7717536687850952,0.20233963429927826,0.1655806005001068
00009,0.5515066385269165,75.6929702758789,5.945784743064918,4.62109375,0.8597955107688904,0.2893650531768799,0.5373162031173706
00010,0.43432867527008057,67.88734436035156,6.342959882712282,4.78515625,0.735966682434082,0.2324841171503067,0.09322802722454071
00011,0.5624150633811951,76.53677368164062,4.702182919095601,4.9453125,0.9256595373153687,0.2880855202674866,0.5893155336380005
00012,0.5130002498626709,72.29905700683594,5.76034912581393,3.958984375,0.7000603079795837,0.21583496034145355,0.11694704741239548
00013,0.5244815945625305,74.77928161621094,4.951211097462011,4.640625,0.8423246741294861,0.2334575355052948,0.4104505479335785
00014,0.4927436411380768,76.47362518310547,5.599004247117675,4.23046875,0.8373053073883057,0.2331811636686325,0.4011487662792206
00015,0.5824781656265259,77.43103790283203,2.8944981234288885,4.94140625,0.9169982671737671,0.2857946455478668,0.5626121759414673
00016,0.5150480270385742,76.32230377197266,4.108178554365793,4.65234375,0.8890599608421326,0.2164742350578308,0.5012906193733215
00017,0.242792010307312,69.80380249023438,4.680836575741119,3.9921875,0.8832073211669922,0.2645368278026581,0.28765833377838135
00018,0.5348066687583923,76.33464050292969,2.6872733614777307,4.83203125,0.8635298013687134,0.1991487592458725,0.3672293424606323
00019,0.5781319737434387,76.00582122802734,3.396182748199007,4.65234375,0.8991991281509399,0.23940898478031158,0.5495434403419495
00020,0.5404248833656311,76.86495971679688,4.238519789296308,4.6953125,0.920097827911377,0.23527958989143372,0.6271672248840332
00021,0.556597888469696,77.02644348144531,4.189391415860744,4.55859375,0.9084963202476501,0.2337949573993683,0.6401824951171875
00022,0.5513089299201965,76.64306640625,4.389029757067169,4.53515625,0.8697389364242554,0.2519761025905609,0.6247736215591431
00023,0.5456494092941284,76.65345764160156,4.594804054244044,4.5703125,0.91937255859375,0.2235516905784607,0.6127701997756958
00024,0.5728481411933899,77.2214126586914,4.081612982690706,4.6015625,0.9224588871002197,0.23161791265010834,0.6260165572166443
00025,0.5884528160095215,75.8753433227539,2.4930734151361102,4.91015625,0.7532470226287842,0.3056189715862274,0.5971166491508484
00026,0.6375223994255066,76.81267547607422,2.8784680409912378,4.9609375,0.7420035600662231,0.29701030254364014,0.5504018664360046
00027,0.6227476596832275,76.57453918457031,3.730837399187411,4.95703125,0.7254056334495544,0.27529376745224,0.5472248196601868
00028,0.5573573708534241,76.01239776611328,3.0774028861531066,4.97265625,0.7759520411491394,0.26736384630203247,0.6397351622581482
00029,0.6747707724571228,77.0582046508789,5.482815229137688,4.8984375,0.7742116451263428,0.21320925652980804,0.5628547668457031
00030,0.6577355265617371,76.50700378417969,3.9710485067734838,4.9609375,0.7943782806396484,0.2683129906654358,0.6339992880821228
00031,0.5937139987945557,76.23033905029297,3.676472331178462,4.9453125,0.7719756960868835,0.2803088128566742,0.6817902326583862
00032,0.6440134644508362,76.9129638671875,3.4377929543939305,4.98046875,0.7797185182571411,0.30601024627685547,0.5641148090362549
00033,0.626258909702301,76.4511947631836,3.4695466367036327,4.88671875,0.715096652507782,0.2729938328266144,0.6301600337028503
00034,0.6326431632041931,77.79800415039062,3.564252592651182,4.91796875,0.7368313670158386,0.3085349500179291,0.6410871744155884
00035,0.45183590054512024,71.19267272949219,4.885980847915576,4.90234375,0.45337072014808655,0.23043417930603027,0.09052503108978271
00036,0.6067436933517456,77.67871856689453,2.930336781333096,4.97265625,0.7284253239631653,0.2975766062736511,0.6209604740142822
00037,0.6171765327453613,76.73170471191406,3.4103371989713422,4.9765625,0.7214270234107971,0.34218940138816833,0.6640974283218384
