sample_id,maniqa,musiq,niqe,qalign,subject_clip_i,subject_clip_t,subject_dino
00000,0.6690192818641663,75.35552978515625,3.786317246406844,4.75,0.8093080520629883,0.26914137601852417,0.5088869333267212
00001,0.5374958515167236,76.44890594482422,3.625369800623591,4.46484375,0.8031565546989441,0.2444106638431549,0.383272647857666
00002,0.593271017074585,75.58744812011719,4.483650541736123,4.640625,0.8516757488250732,0.24831095337867737,0.34021633863449097
00003,0.5177017450332642,74.72549438476562,3.337328394709658,4.4609375,0.8884262442588806,0.25503215193748474,0.4374226927757263
00004,0.6767083406448364,77.09876251220703,6.205004108632394,4.19921875,0.8612065315246582,0.27492111921310425,0.4967151880264282
00005,0.6646497845649719,76.48363494873047,4.464431522017874,4.66015625,0.8674129247665405,0.2361401468515396,0.5361888408660889
00006,0.17314057052135468,60.8143310546875,5.3708574768814215,1.900390625,0.7063228487968445,0.21802514791488647,0.09402365982532501
00007,0.5524254441261292,70.1924819946289,4.0030045431102,3.86328125,0.7228614687919617,0.20833636820316315,0.17337188124656677
00008,0.6612890362739563,77.2332763671875,5.286130965084299,4.375,0.791059136390686,0.21383602917194366,0.1497185230255127
00009,0.623667299747467,75.4484634399414,5.0946622761815314,3.966796875,0.9108700752258301,0.2933103144168854,0.5349327325820923
00010,0.4417462944984436,69.09724426269531,5.850750925074273,4.43359375,0.7402083277702332,0.2242831289768219,0.08031968772411346
00011,0.6306938529014587,76.60823059082031,4.039818672533776,4.296875,0.9294745326042175,0.28464236855506897,0.5835434794425964
00012,0.5450788736343384,73.39421844482422,5.457385471936111,4.3203125,0.7088066935539246,0.21360225975513458,0.10352683067321777
00013,0.6371728181838989,75.03306579589844,4.394732207082626,4.53515625,0.8458759188652039,0.23039022088050842,0.38914942741394043
00014,0.6317510604858398,76.70861053466797,4.9872145208488785,4.5390625,0.7402175664901733,0.2057172656059265,0.3784888684749603
00015,0.6616820693016052,77.289794921875,3.6912637610141665,4.67578125,0.9132070541381836,0.2942652106285095,0.547989010810852
00016,0.6382179856300354,75.53041076660156,4.045547811555725,4.42578125,0.8933347463607788,0.2192631959915161,0.49815917015075684
00017,0.2664586007595062,69.4222640991211,4.321026025327356,3.966796875,0.8829447627067566,0.2728033661842346,0.2866148352622986
00018,0.6023527383804321,76.11891174316406,2.1898273217777025,4.52734375,0.8772043585777283,0.19871731102466583,0.35108861327171326
00019,0.6925182342529297,76.25064849853516,2.748017604800621,4.58984375,0.9056000113487244,0.2353585660457611,0.537382960319519
00020,0.624218761920929,76.45008850097656,4.306218542362182,4.33203125,0.905994176864624,0.2396824210882187,0.6154323220252991
00021,0.6391238570213318,76.85717010498047,4.245297305591154,4.296875,0.8994490504264832,0.24305956065654755,0.6364699602127075
00022,0.6454564929008484,76.25098419189453,4.369214417255325,4.37890625,0.8293630480766296,0.2530288100242615,0.6282373666763306
00023,0.6156477332115173,76.24697875976562,4.628942919629403,4.109375,0.915398120880127,0.2239076942205429,0.6091110706329346
00024,0.6606870889663696,76.91832733154297,4.292637311055722,4.29296875,0.8990456461906433,0.23997662961483002,0.629156231880188
00025,0.6496698260307312,76.1249771118164,2.9048799842215267,4.71875,0.7229381799697876,0.30890119075775146,0.5648951530456543
00026,0.6819661855697632,76.24090576171875,3.4485052422905498,4.8359375,0.7133926749229431,0.2928520739078522,0.5340718626976013
00027,0.6386704444885254,76.99303436279297,4.1544351432886595,4.8828125,0.7259925603866577,0.28447863459587097,0.5643563270568848
00028,0.5977628827095032,75.5225601196289,3.5953775267655512,4.8984375,0.7527758479118347,0.2765345871448517,0.6313303709030151
00029,0.7452044486999512,76.83512878417969,5.529240029567562,4.859375,0.7535417079925537,0.21681061387062073,0.5731733441352844
00030,0.6816630363464355,76.29197692871094,3.654592132837427,4.8359375,0.7638087868690491,0.260387122631073,0.6292727589607239
00031,0.646040678024292,75.65046691894531,3.374034940042937,4.86328125,0.7283082008361816,0.2921575903892517,0.6690236330032349
00032,0.6679084897041321,76.64667510986328,3.570042740374233,4.87890625,0.7478594183921814,0.309479683637619,0.5589041113853455
00033,0.6666440367698669,76.0289306640625,3.3794490730607816,4.74609375,0.7014636397361755,0.26688745617866516,0.6166621446609497
00034,0.6724620461463928,77.70852661132812,3.5955152900047174,4.73046875,0.7240719199180603,0.342725932598114,0.6301110982894897
00035,0.5207953453063965,71.84161376953125,4.609451916080659,4.86328125,0.4672676622867584,0.23613116145133972,0.06061134859919548
00036,0.6345570087432861,77.15543365478516,2.952573599623318,4.83984375,0.753479540348053,0.3175124526023865,0.6202488541603088
00037,0.6555421352386475,76.37480163574219,3.2379105076534866,4.94140625,0.6787586212158203,0.3544798493385315,0.6608192324638367
00038,0.747887372970581,76.39556884765625,4.09041046809599,4.74609375,0.6805321574211121,0.26358988881111145,0.56025230884552
00039,0.6910978555679321,75.56454467773438,7.020035068445978,4.75,0.6142368912696838,0.28638288378715515,0.5850288271903992
00040,0.7261459827423096,78.93003845214844,3.8978042115380926,4.8671875,0.7487239241600037,0.31211256980895996,0.5645610690116882
