sample_id,maniqa,musiq,niqe,qalign,subject_clip_i,subject_clip_t,subject_dino
00000,0.7013066411018372,76.2144775390625,3.2716876109218065,4.8359375,0.8078388571739197,0.2624451518058777,0.44491657614707947
00001,0.6047186255455017,77.03972625732422,3.5081101256786638,4.73046875,0.7726349830627441,0.23078446090221405,0.3210122287273407
00002,0.5596567988395691,76.04237365722656,3.855674503774338,4.60546875,0.8446099162101746,0.23999208211898804,0.3252781629562378
00003,0.5316744446754456,75.06272888183594,3.0070700492085005,4.5546875,0.8842999339103699,0.2632962167263031,0.390412300825119
00004,0.7050474882125854,77.01153564453125,4.484094273449809,4.4921875,0.8547154664993286,0.28164005279541016,0.46513256430625916
00005,0.6926872730255127,75.65013885498047,3.2236302670734007,4.7265625,0.7672631144523621,0.21619848906993866,0.4904336929321289
00006,0.36308738589286804,72.24688720703125,3.435893969146179,4.05078125,0.765967845916748,0.3134939670562744,0.2038009613752365
00007,0.5495092868804932,73.81031799316406,3.0454306724400824,4.23828125,0.8367247581481934,0.27383968234062195,0.30174940824508667
00008,0.6670687794685364,77.73307800292969,4.880758121796999,4.55078125,0.7709355354309082,0.23188427090644836,0.17789289355278015
00009,0.681377112865448,75.5120849609375,3.9935033788422607,4.54296875,0.7776934504508972,0.280849814414978,0.534406840801239
00010,0.536777675151825,75.58081817626953,3.6716092972272096,4.515625,0.7758579254150391,0.2880746126174927,0.11547359079122543
00011,0.6796240210533142,77.18212127685547,3.575602114217129,4.7890625,0.9073295593261719,0.3224424421787262,0.5619321465492249
00012,0.5654676556587219,74.018798828125,5.587894285277024,4.2890625,0.668104887008667,0.223309725522995,0.09247605502605438
00013,0.6749361157417297,76.62489318847656,4.4338446796229904,4.50390625,0.8221146464347839,0.22766755521297455,0.3720439672470093
00014,0.6517651081085205,76.91132354736328,5.149339660732306,4.80078125,0.8147501945495605,0.2741037607192993,0.3336575925350189
00015,0.690114438533783,77.50324249267578,3.3262707742591258,4.78515625,0.8284226655960083,0.2816697359085083,0.4867425560951233
00016,0.6325332522392273,75.74171447753906,3.9345131217111438,4.484375,0.8083488345146179,0.2051110863685608,0.4849436283111572
00017,0.2868903875350952,73.18558502197266,3.1966073775406607,3.998046875,0.7232918739318848,0.2686322331428528,0.3408641219139099
00018,0.6252511739730835,76.3155288696289,2.1010181472703895,4.71484375,0.8644587397575378,0.20944534242153168,0.3449722230434418
00019,0.681797206401825,75.88593292236328,2.356681027538249,4.54296875,0.8465957641601562,0.25358423590660095,0.5223302841186523
00020,0.6680553555488586,77.11970520019531,3.9640783547729583,4.7578125,0.817614734172821,0.2332821786403656,0.566596508026123
00021,0.6578086614608765,77.01243591308594,3.4351416910067147,4.72265625,0.8746263384819031,0.2283632904291153,0.5439596176147461
00022,0.668182909488678,76.63925170898438,3.9306833664464134,4.52734375,0.7818087339401245,0.25426048040390015,0.585168719291687
00023,0.6146835684776306,77.2240982055664,3.728019547170761,4.54296875,0.7844502329826355,0.22559119760990143,0.5588968992233276
00024,0.6749976277351379,76.87278747558594,3.62425677927879,4.53125,0.7990069389343262,0.22450369596481323,0.5766223669052124
00025,0.6674811244010925,76.46373748779297,3.118423665807605,4.578125,0.5385705232620239,0.29293784499168396,0.3715468943119049
00026,0.6952114701271057,77.01071166992188,3.0483603928260905,4.75,0.6131038665771484,0.28988170623779297,0.3694266974925995
00027,0.6789886355400085,75.94622802734375,3.666135727880016,4.875,0.6521375775337219,0.2919381856918335,0.4370030462741852
00028,0.6030048131942749,74.95745086669922,3.59454037308008,4.73046875,0.6224954724311829,0.2994772791862488,0.40192723274230957
00029,0.7183439135551453,76.19180297851562,4.683011613972795,4.46484375,0.6311151385307312,0.2472238689661026,0.4341934323310852
00030,0.6835405230522156,76.00257110595703,3.2191147765417565,4.83984375,0.6572052836418152,0.2547966539859772,0.5084182024002075
00031,0.6686477065086365,75.257080078125,3.0368784608637056,4.76953125,0.6468420624732971,0.29084113240242004,0.4391481876373291
00032,0.6789396405220032,76.1650619506836,2.8618319008936397,4.83203125,0.6154090166091919,0.27813518047332764,0.3504199683666229
00033,0.6717290878295898,76.13079833984375,2.8336111627639142,4.78125,0.6238011121749878,0.2844385504722595,0.5011141300201416
00034,0.666664183139801,76.80278015136719,3.3750665486859805,4.671875,0.6433976292610168,0.3278116285800934,0.4603150486946106
00035,0.6388115882873535,74.62655639648438,3.7425547658956626,4.89453125,0.5608760714530945,0.3408695161342621,0.15394318103790283
00036,0.6292404532432556,76.76004028320312,3.233936858930967,4.75,0.6702520251274109,0.33279111981391907,0.4700189530849457
00037,0.667081356048584,76.21656799316406,2.998159841172914,4.9453125,0.5974277853965759,0.34145882725715637,0.4279223084449768
00038,0.7377965450286865,76.95975494384766,3.821524741695409,4.71875,0.5979698300361633,0.2752082347869873,0.45972976088523865
00039,0.6804319024085999,74.71440887451172,6.575842105116231,4.59765625,0.5484524965286255,0.2937915623188019,0.4947022497653961
00040,0.719660758972168,78.4290771484375,3.2857053177798705,4.7421875,0.6812658309936523,0.3150547444820404,0.4792080819606781
00041,0.6688477993011475,75.68335723876953,2.84395709822,4.75390625,0.6414237022399902,0.2012963443994522,0.49847158789634705
00042,0.5051236152648926,74.6515884399414,3.0332461470068557,4.11328125,0.5685781836509705,0.2795354723930359,0.34741899371147156
