sample_id,canny_f1,canny_f1_strict
00000,0.026448090492445044,0.008123985122579813
00001,0.017778509716899277,0.005162792612149615
00002,0.12945449242187002,0.040348521388538436
00003,0.014659144261485851,0.004572501400517813
00004,0.011799313595325106,0.0034279674864584856
00005,0.04922849889044659,0.015418240405694514
00006,0.0396515942835384,0.019143223999066185
00007,0.27513495398123394,0.08511056789866618
00008,0.0975719050345439,0.02974596390345572
00009,0.1716421250914716,0.051668025295192925
00010,0.10622314571611532,0.03282697401388789
00011,0.1126690269375045,0.03737490334076722
00012,0.06526438136655092,0.019670589103249845
00013,0.040573393110758,0.012567871223252189
00014,0.32243514323552713,0.10087495105116685
00015,0.17970699504766266,0.065379457094263
00016,0.26110217062857854,0.08022297689678888
00017,0.08007186725287903,0.026823399471421247
00018,0.007743468435872796,0.0023258521860504877
00019,0.05359901288654819,0.01748684617765398
00020,0.012213659951156992,0.0039746976563825405
00021,0.031291425426590073,0.0105569101726324
00022,0.11377833338239854,0.03441754507478193
00023,0.1263851730577427,0.04359044262263159
00024,0.2564398995189721,0.08547242880153536
00025,0.1017152689363551,0.030598758752580855
00026,0.011143075320801454,0.00405058332851121
00027,0.22839667083993406,0.07572854921228786
00028,0.1555510907637664,0.04971687515760998
00029,0.06929665485740406,0.02129276422213695
00030,0.016457671486164782,0.004952114709654627
00031,0.06868887604755947,0.021224027382731523
00032,0.006595170352396586,0.0021196007778013287
00033,0.01812019623291722,0.0053651086372196845
00034,0.04793919159401633,0.015410140900054962
00035,0.02937799719130258,0.008615206990010078
00036,0.13378328782613638,0.04115536982462921
00037,0.13470731311914524,0.04111044451966873
00038,0.06905406150997852,0.02296240422406606
00039,0.011834055123533943,0.0034094690667070037
00040,0.1791367059851218,0.05967876147225625
00041,0.007802401537631706,0.002697567926343608
00042,0.10091164838233982,0.03160725785067616
00043,0.17432559888984187,0.06826718928629756
00044,0.36179471051510426,0.11856156256655206
00045,0.0021798512093711823,0.0006156100615876175
00046,0.22645165607765178,0.07405597822293572
00047,0.16165417565152046,0.0556287324334228
00048,0.0011387279967939481,0.00038529469929965014
00049,0.01009766777803704,0.0030686692319362267
00050,0.21127547383943907,0.07163584282956598
00051,0.011827365959619397,0.003587278862869414
00052,0.09728638012636973,0.029984236858337333
00053,0.0016389688881617865,0.0005427747186391552
00054,0.3329099404848634,0.10383291011340522
00055,0.16806149573868343,0.05124746605394511
00056,0.15423897089570943,0.05199782303052292
00057,0.44651789359647115,0.14946018893387314
00058,0.03311885434583918,0.013312532501300052
00059,0.01685689393267831,0.004928227050121067
00060,0.11006596983993475,0.033703329969727545
00061,0.10802135562666954,0.041893261549527556
