sample_id,canny_edge_density,canny_f1,canny_f1_strict,canny_precision,canny_recall,canny_tol_px
00022,0.21650457382202148,0.7577906508637853,0.4778266578670042,0.6823153313672934,0.8520403548493154,1
00027,0.03813958168029785,0.43302248613944777,0.2093445233310105,0.40362820296432433,0.46703432981718973,1
00057,0.003618955612182617,0.45501772788946715,0.1888514614799522,0.4169576388431385,0.5007240547063556,1
00064,0.04012489318847656,0.6134583299818517,0.27717520531157974,0.5050743927366069,0.7810676793345326,1
00072,0.07966256141662598,0.5632044450317335,0.2652034377236714,0.4848277162413319,0.6718082457473855,1
00078,0.1784055233001709,0.8369424059349039,0.4843092750180947,0.805983533056167,0.8703746241384267,1
00080,0.11837530136108398,0.36451085245652026,0.177391609234444,0.2398056805410653,0.7594386339530931,1
00101,0.10806465148925781,0.599957727100831,0.3780763035079074,0.6376970189032247,0.566435721586343,1
00106,0.08625316619873047,0.5501728520100478,0.2612862540971185,0.6009807281934478,0.5072860725286553,1
00115,0.05585479736328125,0.5896046962186322,0.3235033743200576,0.5109616172654009,0.6968597051223591,1
00155,0.16617083549499512,0.6384636450711472,0.34534896481088595,0.514418820869161,0.8413411709523918,1
00160,0.06615853309631348,0.33702395485322273,0.16270174977858862,0.22180699054737305,0.7013251783893986,1
00166,0.045989990234375,0.4352033788183448,0.17850895659823846,0.3375912408759124,0.6122235098503552,1
00169,0.05127358436584473,0.5489353808799221,0.21432307984157004,0.4524335408752098,0.697765266414265,1
00174,0.029900789260864258,0.2924199699595844,0.14308192829104674,0.20915694545222585,0.4858190709046455,1
00176,0.037712812423706055,0.3179360117610472,0.13598901098901098,0.20663299173720912,0.6891439083681917,1
00181,0.223006010055542,0.6678231994637562,0.34721636342719014,0.5544504492946528,0.8394776560369162,1
00199,0.05603289604187012,0.48855185478313146,0.2313285773612555,0.4044949557269838,0.6167081492253482,1
00206,0.22150182723999023,0.7331867420076696,0.4531508936748218,0.5962858674382108,0.9516830093253518,1
00210,0.12836217880249023,0.6846129886264873,0.37395150484807443,0.6661769349356415,0.7040984992391769,1
00214,0.06357336044311523,0.5187537132786765,0.26680611540252774,0.4902604951883771,0.5507632631551667,1
00228,0.18444037437438965,0.8235027696791152,0.5060392474448241,0.7572786417769413,0.9024194855851302,1
00230,0.07973766326904297,0.5291814880496192,0.23842305206018047,0.45239561780148546,0.6373620167599949,1
00237,0.07883548736572266,0.5153693572037095,0.23133769228801263,0.4340168148551382,0.6342546844841758,1
00243,0.10709333419799805,0.3830264625284935,0.19898499385078006,0.2563415274877444,0.7572741703274392,1
00245,0.055797576904296875,0.46861655266912045,0.25347618894573376,0.34663635742120735,0.723058443058443,1
00260,0.07471466064453125,0.4580209259344717,0.24715500341465893,0.33594787092821404,0.7194449437394399,1
00264,0.0649259090423584,0.10788186912127576,0.04567230375975488,0.058967607842273215,0.6327779224160375,1
00294,0.08331966400146484,0.5041029578294647,0.20047530234059005,0.36049080316366594,0.83790857884708,1
00315,0.12801575660705566,0.7004260981396169,0.38124641873995746,0.6618150732767532,0.7438214668935543,1
00324,0.015614509582519531,0.24510636998269747,0.09837870066732406,0.1642948757100104,0.48236810606758124,1
00330,0.08143115043640137,0.5572335469628431,0.2792962838637252,0.45348078009761467,0.7225463617790351,1
00391,0.06655502319335938,0.4977872700144264,0.2738678815619028,0.6257307846621195,0.4132830578755095,1
00395,0.04899239540100098,0.542877116251392,0.2691545056418596,0.46920273104643073,0.643997903679594,1
00399,0.05162501335144043,0.6536252846746243,0.3243876621618295,0.6182301841306788,0.6933194165493756,1
00405,0.13844823837280273,0.7495820024297031,0.3960143843030329,0.7705572986805443,0.7297183800521246,1
00423,0.22279572486877441,0.48630415997297,0.2788984326573984,0.3456964513688464,0.8197116044610155,1
