sample_id,canny_edge_density,canny_f1,canny_f1_strict,canny_precision,canny_recall,canny_tol_px
00022,0.1093900203704834,0.5882301072744924,0.20893835213305914,0.7297843357344463,0.4926685627569018,1
00027,0.028349876403808594,0.3205482451354656,0.10535567795617017,0.34260100245568004,0.3011628076625669,1
00057,0.0011396408081054688,0.24835846614988902,0.06984311446833237,0.4376569037656904,0.1733708769106999,1
00064,0.012857437133789062,0.4938838914037065,0.1666446536727108,0.7050511793502447,0.38005501146865395,1
00072,0.04757547378540039,0.4668374489451236,0.1612410844318309,0.5018091066721457,0.4364226491582139,1
00078,0.13933634757995605,0.7374825341944851,0.2675424594306553,0.8033345938444849,0.6816087542217276,1
00080,0.011801958084106445,0.18982260193487183,0.05955135822544666,0.35902305003939317,0.12901866303286577,1
00101,0.006331682205200195,0.06775038324844943,0.020462397516472473,0.6106487931618783,0.0358647566884348,1
00106,0.03725075721740723,0.2985921682279023,0.09327436852331607,0.5366517111385616,0.2068383506429561,1
00115,0.01284027099609375,0.2806337030383097,0.09037653837521928,0.5470699643493762,0.1887216902264782,1
00155,0.10158109664916992,0.5370539372894994,0.1855141737710777,0.5257263027446709,0.5488804662223332,1
00160,0.002183198928833008,0.05475125558050765,0.016272503041328587,0.25499617778748496,0.030668058974167724,1
00166,0.012890815734863281,0.27284125918739544,0.08799566870837491,0.38314714803580674,0.21185065753010532,1
00169,0.020220518112182617,0.3303103655506656,0.11136225811786758,0.422056101213286,0.2713293240100258,1
00174,0.0024683475494384766,0.11986925099353281,0.03633329660123105,0.35777069448469045,0.07199548617641527,1
00176,0.0036127567291259766,0.17217128552465613,0.0584733778406288,0.3348511845839108,0.11587569260419175,1
00181,0.058991432189941406,0.36410878181576756,0.11713253424117577,0.5758159949561085,0.26622664363159365,1
00199,0.007715702056884766,0.17835473514601896,0.056318916268515457,0.4693776651628453,0.11009424464455507,1
00206,0.16834211349487305,0.7017359582612157,0.24910159537937976,0.6298893323400531,0.792082736937285,1
00210,0.10346722602844238,0.576448632716262,0.20552396772561218,0.6257993008781653,0.5343126236959095,1
00214,0.020668506622314453,0.2768743884740858,0.09184276357968045,0.49446302918445034,0.19226715506293574,1
00228,0.04686331748962402,0.4313980845626134,0.13862887413240385,0.8073453772149838,0.29433736739877486,1
00230,0.059696197509765625,0.47633741981022054,0.16734952920980076,0.46892772701131064,0.483985038511497,1
00237,0.029386043548583984,0.35993872681080047,0.12218233182272968,0.4970629756437925,0.28211261232141704,1
00243,0.00029754638671875,0.007019067236620794,0.00232638101438991,0.36217948717948717,0.0035438738971538264,1
